Player,Offense,Defense(*),Total
Dorell Wright,-0.4 (63),-0.0 (63),-0.4 (64)
Tristan Thompson,0.5 (78),0.9 (36),-0.4 (64)
Victor Oladipo,0.0 (70),0.4 (49),-0.4 (64)
Nick Young,0.5 (78),0.9 (34),-0.4 (64)
Michael Carter-Williams,-1.1 (47),-0.7 (77),-0.4 (64)
Elfrid Payton,-0.0 (72),0.5 (49),-0.5 (63)
Gerald Henderson,-0.6 (59),-0.1 (66),-0.5 (63)
Chris Johnson,-0.1 (69),0.4 (51),-0.5 (63)
Lavoy Allen,-1.5 (38),-1.0 (84),-0.5 (63)
Otto Porter Jr.,-0.4 (64),0.1 (59),-0.5 (63)
Marcus Morris Sr.,0.8 (82),1.3 (26),-0.5 (62)
Tyreke Evans,1.1 (88),1.7 (15),-0.6 (62)
Aron Baynes,-1.4 (40),-0.8 (80),-0.6 (62)
Andre Miller,-0.0 (71),0.6 (46),-0.6 (62)
Alec Burks,0.9 (83),1.5 (20),-0.6 (61)
Steve Blake,-1.2 (44),-0.6 (76),-0.6 (61)
Darius Miller,-1.2 (43),-0.6 (75),-0.6 (61)
Kosta Koufos,-2.2 (24),-1.6 (90),-0.6 (61)
Dante Cunningham,-1.3 (40),-0.7 (77),-0.6 (61)
Lou Williams,2.1 (93),2.8 (1),-0.7 (60)
Jameer Nelson,0.3 (75),1.0 (34),-0.7 (60)
Alexey Shved,-0.0 (71),0.7 (44),-0.7 (60)
Raymond Felton,-0.6 (57),0.1 (58),-0.7 (60)
Kenyon Martin,-1.7 (32),-1.0 (82),-0.7 (60)
Quincy Miller,-0.6 (57),0.1 (58),-0.7 (59)
Marvin Williams,-1.1 (48),-0.4 (72),-0.7 (59)
Miles Plumlee,-1.3 (42),-0.6 (76),-0.7 (59)
Dewayne Dedmon,-2.3 (22),-1.5 (90),-0.8 (59)
Ed Davis,-0.2 (68),0.6 (46),-0.8 (59)
Kirk Hinrich,-1.5 (38),-0.7 (78),-0.8 (58)
Randy Foye,0.0 (70),0.8 (40),-0.8 (58)
Reggie Evans,-0.9 (52),-0.1 (65),-0.8 (58)
Jordan Farmar,-0.6 (57),0.2 (56),-0.8 (58)
Phil Pressey,-1.3 (41),-0.5 (73),-0.8 (58)
Langston Galloway,-0.5 (60),0.3 (52),-0.8 (57)
Ronnie Price,-1.2 (46),-0.3 (70),-0.9 (57)
Shawne Williams,-0.3 (66),0.6 (46),-0.9 (57)
Jusuf Nurki?,-2.0 (28),-1.1 (85),-0.9 (57)
Jeremy Lin,-0.5 (62),0.4 (51),-0.9 (57)
Garrett Temple,-1.8 (31),-0.9 (82),-0.9 (56)
Dion Waiters,-0.4 (63),0.5 (48),-0.9 (56)
Joe Ingles,-1.1 (47),-0.2 (67),-0.9 (56)
Gerald Wallace,-1.6 (34),-0.7 (78),-0.9 (56)
Drew Gooden,-0.6 (59),0.4 (50),-1.0 (56)
Leandro Barbosa,-0.7 (56),0.3 (53),-1.0 (55)
Steven Adams,-1.5 (37),-0.5 (73),-1.0 (55)
Tony Parker,0.8 (82),1.9 (11),-1.1 (55)
Ersan Ilyasova,0.4 (77),1.5 (20),-1.1 (55)
Nerlens Noel,-3.4 (2),-2.3 (95),-1.1 (55)
Mirza Teletovic,-0.6 (59),0.5 (48),-1.1 (54)
Shelvin Mack,-0.3 (65),0.8 (40),-1.1 (54)
Quincy Pondexter,-0.8 (54),0.3 (54),-1.1 (54)
Arron Afflalo,0.2 (73),1.3 (26),-1.1 (54)
Omri Casspi,-0.4 (63),0.7 (42),-1.1 (54)
Ryan Hollins,-1.6 (35),-0.5 (73),-1.1 (53)
Joel Freeland,-1.7 (33),-0.6 (75),-1.1 (53)
Nate Wolters,-1.1 (47),-0.0 (62),-1.1 (53)
Hassan Whiteside,-0.4 (62),0.7 (41),-1.1 (53)
Evan Turner,-0.5 (61),0.7 (44),-1.2 (53)
Cory Jefferson,-2.0 (28),-0.8 (80),-1.2 (52)
Mo Williams,-0.0 (70),1.2 (28),-1.2 (52)
Kyle Singler,-0.6 (58),0.6 (45),-1.2 (52)
Shawn Marion,-1.0 (49),0.2 (56),-1.2 (52)
Jamal Crawford,0.7 (80),1.9 (10),-1.2 (52)
Francisco Garcia,-1.4 (39),-0.2 (66),-1.2 (51)
Jose Calderon,0.5 (77),1.7 (14),-1.2 (51)
Tobias Harris,0.4 (77),1.6 (18),-1.2 (51)
O.J. Mayo,-0.8 (54),0.4 (51),-1.2 (51)
Chris Copeland,-0.1 (69),1.1 (31),-1.2 (51)
Alex Len,-2.2 (23),-1.0 (83),-1.2 (50)
Jason Thompson,-0.8 (54),0.4 (50),-1.2 (50)
Will Barton,-1.8 (30),-0.6 (75),-1.2 (50)
Marco Belinelli,0.6 (80),1.9 (11),-1.3 (50)
Lance Stephenson,-1.2 (46),0.1 (60),-1.3 (50)
Alexis Ajinca,-1.0 (51),0.4 (51),-1.4 (49)
Jerryd Bayless,-0.6 (59),0.8 (40),-1.4 (49)
Rodney Stuckey,-0.2 (68),1.2 (29),-1.4 (49)
Ian Mahinmi,-3.0 (10),-1.6 (91),-1.4 (49)
Marcus Thornton,-0.5 (61),0.9 (37),-1.4 (48)
Terrence Ross,1.1 (87),2.5 (2),-1.4 (48)
Tony Snell,-1.2 (45),0.2 (57),-1.4 (48)
Nate Robinson,-1.2 (44),0.2 (57),-1.4 (48)
Gerald Green,0.3 (74),1.7 (15),-1.4 (48)
Toney Douglas,-0.7 (55),0.7 (41),-1.4 (47)
Andrei Kirilenko,-1.3 (43),0.1 (60),-1.4 (47)
Jeff Green,-0.7 (56),0.8 (40),-1.5 (47)
Norris Cole,-0.8 (54),0.7 (43),-1.5 (47)
Gorgui Dieng,-1.4 (40),0.1 (59),-1.5 (47)
Josh Smith,-2.0 (28),-0.5 (74),-1.5 (46)
Spencer Hawes,-1.3 (42),0.2 (56),-1.5 (46)
Chris Douglas-Roberts,-0.9 (51),0.6 (45),-1.5 (46)
Martell Webster,-0.0 (69),1.5 (19),-1.5 (46)
Tarik Black,-1.4 (40),0.2 (57),-1.6 (46)
Greg Stiemsma,-2.3 (21),-0.7 (77),-1.6 (45)
Danny Granger,-1.4 (39),0.2 (55),-1.6 (45)
Eric Gordon,0.6 (80),2.2 (5),-1.6 (45)
Isaiah Canaan,-1.0 (50),0.6 (46),-1.6 (45)
Donald Sloan,-1.3 (43),0.3 (54),-1.6 (45)
Sergey Karasev,-1.6 (36),-0.0 (64),-1.6 (44)
Shabazz Napier,-1.6 (35),-0.0 (63),-1.6 (44)
DeJuan Blair,-1.3 (41),0.3 (53),-1.6 (44)
Bismack Biyombo,-1.5 (37),0.1 (58),-1.6 (44)
Jodie Meeks,0.0 (69),1.6 (17),-1.6 (44)
Jerami Grant,-2.3 (21),-0.6 (75),-1.7 (43)
Luke Babbitt,-0.3 (66),1.4 (24),-1.7 (43)
Matt Bonner,-0.7 (56),1.0 (33),-1.7 (43)
Trey Burke,0.7 (81),2.4 (2),-1.7 (43)
Maurice Harkless,-1.5 (37),0.2 (55),-1.7 (43)
Jeff Withey,-1.1 (48),0.6 (47),-1.7 (42)
Rajon Rondo,-1.6 (36),0.1 (60),-1.7 (42)
Meyers Leonard,-1.3 (41),0.4 (49),-1.7 (42)
Jordan Hamilton,-0.8 (53),0.9 (34),-1.7 (42)
Quincy Acy,-2.3 (22),-0.5 (74),-1.8 (42)
Justin Holiday,-1.9 (29),-0.1 (64),-1.8 (41)
Reggie Bullock Jr.,-2.4 (20),-0.6 (75),-1.8 (41)
Wesley Johnson,-0.9 (53),0.9 (38),-1.8 (41)
Mason Plumlee,-0.1 (69),1.7 (15),-1.8 (41)
Luc Mbah a Moute,-2.6 (17),-0.8 (79),-1.8 (41)
Jeff Ayres,-0.7 (55),1.1 (30),-1.8 (40)
David Lee,-1.3 (41),0.5 (47),-1.8 (40)
Glen Davis,-3.1 (8),-1.3 (88),-1.8 (40)
Lou Amundson,-2.1 (25),-0.3 (68),-1.8 (40)
Nazr Mohammed,-2.5 (18),-0.7 (77),-1.8 (40)
Gigi Datome,-1.8 (30),-0.0 (61),-1.8 (39)
Aaron Brooks,0.4 (76),2.2 (5),-1.8 (39)
John Salmons,-2.0 (29),-0.1 (66),-1.9 (39)
Solomon Hill,-0.5 (62),1.4 (24),-1.9 (39)
Damjan Rudez,-1.2 (45),0.7 (44),-1.9 (39)
Kris Humphries,-1.5 (38),0.4 (50),-1.9 (38)
Elton Brand,-2.0 (28),-0.1 (65),-1.9 (38)
Chase Budinger,-0.6 (58),1.3 (26),-1.9 (38)
E'Twaun Moore,-1.4 (40),0.5 (48),-1.9 (38)
Kevin Martin,0.6 (79),2.5 (2),-1.9 (38)
Tayshaun Prince,-1.7 (33),0.2 (55),-1.9 (37)
Cartier Martin,-1.9 (29),-0.0 (61),-1.9 (37)
James Ennis III,-1.6 (35),0.3 (54),-1.9 (37)
Chris Kaman,-1.8 (31),0.1 (59),-1.9 (37)
Ish Smith,-2.2 (23),-0.3 (69),-1.9 (36)
Luis Scola,-1.6 (36),0.4 (50),-2.0 (36)
Robbie Hummel,-0.4 (63),1.6 (18),-2.0 (36)
Austin Rivers,-1.1 (49),1.0 (34),-2.1 (36)
Richard Jefferson,-1.2 (46),0.9 (38),-2.1 (36)
Jon Leuer,-1.8 (31),0.3 (54),-2.1 (35)
D.J. Augustin,-0.4 (64),1.7 (15),-2.1 (35)
Ramon Sessions,-0.9 (52),1.2 (28),-2.1 (35)
Thomas Robinson,-1.2 (44),0.9 (36),-2.1 (35)
Greg Smith,-2.0 (28),0.2 (58),-2.2 (35)
Steve Novak,-0.9 (52),1.3 (26),-2.2 (34)
Hedo Turkoglu,-1.3 (41),0.9 (36),-2.2 (34)
Ronny Turiaf,-2.2 (23),0.0 (62),-2.2 (34)
Henry Walker,-2.0 (27),0.2 (55),-2.2 (34)
Brian Roberts,-1.3 (43),1.0 (33),-2.3 (34)
Brandon Davies,-0.9 (53),1.4 (24),-2.3 (33)
Beno Udrih,-0.9 (52),1.4 (23),-2.3 (33)
Toure' Murry,-2.0 (27),0.3 (52),-2.3 (33)
Robert Sacre,-2.2 (24),0.1 (61),-2.3 (33)
Andrew Nicholson,-2.1 (26),0.2 (56),-2.3 (33)
Mitch McGary,-1.7 (32),0.7 (41),-2.4 (32)
Mike Scott,-1.3 (42),1.1 (31),-2.4 (32)
Jason Maxiell,-2.7 (15),-0.2 (67),-2.5 (32)
Rasual Butler,-1.2 (45),1.3 (27),-2.5 (32)
Samuel Dalembert,-2.9 (12),-0.4 (71),-2.5 (32)
Elliot Williams,-1.7 (32),0.8 (38),-2.5 (31)
Earl Clark,-1.7 (32),0.8 (38),-2.5 (31)
Jordan Clarkson,-0.3 (66),2.3 (4),-2.6 (31)
Jarrett Jack,-1.9 (29),0.7 (43),-2.6 (31)
Cole Aldrich,-2.3 (22),0.3 (53),-2.6 (31)
Lorenzo Brown,-1.4 (39),1.2 (27),-2.6 (30)
Michael Beasley,-1.2 (43),1.4 (21),-2.6 (30)
Hollis Thompson,-0.8 (54),1.8 (13),-2.6 (30)
Andrew Wiggins,-0.5 (61),2.1 (6),-2.6 (30)
Joel Anthony,-2.7 (14),-0.1 (65),-2.6 (30)
Enes Freedom,0.3 (74),2.9 (0),-2.6 (29)
Allen Crabbe,-1.8 (30),0.8 (39),-2.6 (29)
Jimmer Fredette,-0.6 (60),2.1 (7),-2.7 (29)
Brandon Bass,-1.3 (42),1.4 (23),-2.7 (29)
Shabazz Muhammad,-0.6 (58),2.1 (6),-2.7 (29)
Shane Larkin,-1.8 (31),0.9 (37),-2.7 (28)
Trevor Booker,-0.5 (60),2.2 (5),-2.7 (28)
Mike Muscala,-1.7 (33),1.0 (32),-2.7 (28)
Luke Ridnour,-1.6 (37),1.2 (29),-2.8 (28)
Carlos Boozer,-1.8 (32),1.0 (33),-2.8 (28)
Amar'e Stoudemire,-0.5 (61),2.3 (3),-2.8 (27)
Charlie Villanueva,-0.9 (51),1.9 (10),-2.8 (27)
Austin Daye,-1.7 (33),1.1 (30),-2.8 (27)
Tyler Johnson,-2.5 (17),0.3 (52),-2.8 (27)
Willie Green,-2.9 (13),-0.0 (64),-2.9 (27)
Kostas Papanikolaou,-2.4 (20),0.5 (49),-2.9 (26)
Kent Bazemore,-2.9 (12),0.0 (63),-2.9 (26)
Caron Butler,-1.5 (38),1.4 (23),-2.9 (26)
Derrick Williams,-0.9 (52),2.0 (8),-2.9 (26)
Darius Morris,-2.6 (16),0.3 (52),-2.9 (26)
Jabari Parker,-1.6 (36),1.3 (27),-2.9 (25)
AJ Price,-2.2 (23),0.7 (42),-2.9 (25)
Bojan Bogdanovi?,-0.6 (59),2.4 (3),-3.0 (25)
Landry Fields,-2.1 (26),0.9 (35),-3.0 (25)
Ekpe Udoh,-2.3 (21),0.8 (39),-3.1 (25)
Jason Richardson,-2.3 (21),0.8 (38),-3.1 (24)
Travis Wear,-2.5 (19),0.6 (45),-3.1 (24)
Perry Jones III,-1.6 (35),1.5 (19),-3.1 (24)
James Jones,-0.9 (51),2.2 (4),-3.1 (24)
Markel Brown,-1.6 (34),1.5 (19),-3.1 (23)
Lance Thomas,-2.3 (21),0.9 (36),-3.2 (23)
Sebastian Telfair,-2.9 (12),0.3 (53),-3.2 (23)
Jordan Hill,-1.7 (34),1.5 (20),-3.2 (23)
Gary Neal,-1.1 (48),2.1 (7),-3.2 (23)
Henry Sims,-2.7 (15),0.5 (48),-3.2 (22)
Alonzo Gee,-1.6 (35),1.6 (18),-3.2 (22)
Festus Ezeli,-2.5 (19),0.7 (42),-3.2 (22)
Marreese Speights,-1.7 (33),1.5 (20),-3.2 (22)
Joey Dorsey,-2.6 (17),0.6 (44),-3.2 (22)
John Jenkins,-2.1 (26),1.1 (30),-3.2 (21)
Jeff Adrien,-1.8 (30),1.4 (22),-3.2 (21)
Mike Miller,-1.6 (34),1.7 (15),-3.3 (21)
Will Bynum,-1.4 (39),1.9 (9),-3.3 (21)
Tony Wroten,-1.0 (50),2.4 (3),-3.4 (21)
KJ McDaniels,-3.3 (4),0.1 (60),-3.4 (20)
Cleanthony Early,-3.0 (10),0.4 (50),-3.4 (20)
Jordan Adams,-2.5 (18),0.9 (35),-3.4 (20)
Aaron Gordon,-2.2 (25),1.2 (29),-3.4 (20)
JaVale McGee,-2.2 (23),1.2 (28),-3.4 (20)
Ray McCallum,-0.7 (56),2.7 (1),-3.4 (19)
Jared Cunningham,-2.6 (16),0.8 (39),-3.4 (19)
Devyn Marble,-2.7 (15),0.8 (41),-3.5 (19)
Glenn Robinson III,-2.2 (22),1.3 (26),-3.5 (19)
Jeffery Taylor,-2.6 (16),0.9 (34),-3.5 (19)
Spencer Dinwiddie,-2.8 (14),0.8 (40),-3.6 (18)
Ben Gordon,-1.5 (38),2.1 (7),-3.6 (18)
Malcolm Lee,-2.5 (17),1.1 (30),-3.6 (18)
Tim Frazier,-2.6 (16),1.0 (31),-3.6 (18)
Nik Stauskas,-1.8 (31),1.9 (11),-3.7 (18)
Justin Hamilton,-2.0 (27),1.7 (14),-3.7 (17)
Andrea Bargnani,-1.6 (34),2.1 (6),-3.7 (17)
Miroslav Raduljica,-2.1 (25),1.6 (16),-3.7 (17)
Jamaal Franklin,-2.1 (25),1.6 (16),-3.7 (17)
Kevin Seraphin,-3.1 (9),0.7 (43),-3.8 (17)
Shavlik Randolph,-2.8 (13),1.0 (32),-3.8 (16)
Carl Landry,-2.3 (22),1.5 (20),-3.8 (16)
Bernard James,-2.6 (15),1.2 (27),-3.8 (16)
Ian Clark,-2.5 (19),1.4 (22),-3.9 (16)
Gal Mekel,-2.5 (18),1.4 (22),-3.9 (16)
Dennis Schr?der,-1.2 (45),2.7 (1),-3.9 (15)
PJ Hairston,-2.1 (26),1.8 (12),-3.9 (15)
Jorge Gutierrez,-2.6 (16),1.4 (22),-4.0 (15)
Russ Smith,-3.2 (5),0.8 (39),-4.0 (15)
Erick Green,-2.4 (20),1.6 (17),-4.0 (15)
Jarnell Stokes,-3.1 (8),0.9 (35),-4.0 (14)
Victor Claver,-3.0 (9),1.0 (31),-4.0 (14)
Dwight Powell,-2.5 (18),1.6 (17),-4.1 (14)
Furkan Aldemir,-2.0 (27),2.1 (6),-4.1 (14)
James Michael McAdoo,-2.5 (17),1.6 (16),-4.1 (14)
Sean Kilpatrick,-3.0 (9),1.1 (29),-4.1 (13)
Dwight Buycks,-2.6 (15),1.5 (18),-4.1 (13)
Brendan Haywood,-3.2 (5),0.9 (35),-4.1 (13)
Udonis Haslem,-3.2 (5),0.9 (35),-4.1 (13)
Troy Daniels,-2.2 (24),2.0 (9),-4.2 (13)
John Henson,-3.0 (11),1.2 (29),-4.2 (12)
Glen Rice,-3.0 (10),1.2 (28),-4.2 (12)
Kyle Anderson,-2.5 (18),1.7 (14),-4.2 (12)
Clint Capela,-3.1 (8),1.1 (30),-4.2 (12)
