Player,Offense,Defense(*),Total
Brandan Wright,-0.4 (65),0.8 (38),-1.2 (53)
Luc Mbah a Moute,-2.7 (11),-1.5 (90),-1.2 (52)
Leandro Barbosa,-0.7 (58),0.6 (46),-1.3 (52)
Kyle O'Quinn,-1.4 (40),-0.1 (64),-1.3 (52)
Lou Williams,1.6 (91),2.9 (1),-1.3 (52)
Randy Foye,-1.3 (43),0.0 (62),-1.3 (52)
Tony Parker,0.5 (79),1.8 (12),-1.3 (51)
Andrew Nicholson,-1.8 (29),-0.5 (73),-1.3 (51)
Josh Richardson,-0.9 (52),0.4 (49),-1.3 (51)
Kent Bazemore,-1.2 (48),0.2 (57),-1.4 (51)
Ish Smith,-0.5 (64),0.9 (36),-1.4 (51)
Corey Brewer,-1.5 (38),-0.1 (64),-1.4 (50)
Robert Sacre,-1.2 (46),0.2 (55),-1.4 (50)
JJ Hickson,-1.8 (29),-0.4 (71),-1.4 (50)
Steve Blake,-1.4 (42),0.1 (59),-1.5 (50)
Mario Hezonja,-1.5 (38),0.0 (63),-1.5 (50)
Terrence Ross,-0.0 (73),1.5 (20),-1.5 (49)
Allen Crabbe,-0.2 (69),1.3 (24),-1.5 (49)
James Ennis III,-0.4 (64),1.1 (30),-1.5 (49)
Tim Frazier,-1.1 (48),0.4 (50),-1.5 (49)
Kostas Papanikolaou,-1.8 (28),-0.3 (69),-1.5 (48)
Chris Kaman,-1.8 (28),-0.3 (68),-1.5 (48)
Jodie Meeks,-0.3 (68),1.3 (26),-1.6 (48)
Evan Turner,-1.3 (44),0.3 (54),-1.6 (48)
Rondae Hollis-Jefferson,-2.1 (24),-0.5 (74),-1.6 (48)
Joe Ingles,-1.5 (38),0.1 (59),-1.6 (47)
Gerald Green,-0.6 (61),1.0 (34),-1.6 (47)
Jerryd Bayless,-0.4 (65),1.2 (28),-1.6 (47)
Kosta Koufos,-2.0 (26),-0.4 (72),-1.6 (47)
Luke Babbitt,0.5 (78),2.1 (6),-1.6 (47)
Jeff Green,-1.0 (51),0.7 (41),-1.7 (46)
Matt Barnes,-0.5 (63),1.2 (28),-1.7 (46)
Sasha Vujacic,-1.4 (40),0.3 (54),-1.7 (46)
Nick Young,-0.5 (62),1.2 (27),-1.7 (46)
Jarrett Jack,-1.0 (51),0.7 (40),-1.7 (46)
Matt Bonner,-0.7 (57),1.0 (31),-1.7 (45)
E'Twaun Moore,-0.9 (54),0.8 (38),-1.7 (45)
Luis Scola,-1.3 (43),0.4 (51),-1.7 (45)
Josh Smith,-2.6 (13),-0.9 (82),-1.7 (45)
Damjan Rudez,-0.8 (55),0.9 (35),-1.7 (44)
Rasual Butler,-1.1 (49),0.6 (43),-1.7 (44)
Norman Powell,-1.3 (42),0.4 (50),-1.7 (44)
Jonathon Simmons,-1.1 (48),0.6 (43),-1.7 (44)
Carl Landry,-0.1 (71),1.6 (17),-1.7 (44)
Kris Humphries,-1.4 (41),0.4 (51),-1.8 (43)
Dwight Powell,-2.4 (17),-0.6 (76),-1.8 (43)
Aaron Brooks,-0.1 (73),1.7 (16),-1.8 (43)
Anderson Varejao,-2.0 (26),-0.2 (68),-1.8 (43)
Dante Cunningham,-1.0 (51),0.8 (38),-1.8 (43)
Drew Gooden,-1.3 (44),0.5 (48),-1.8 (42)
Marcelo Huertas,-1.8 (29),0.0 (60),-1.8 (42)
Tim Hardaway Jr.,-0.3 (67),1.5 (19),-1.8 (42)
Kirk Hinrich,-2.2 (22),-0.4 (72),-1.8 (42)
Aron Baynes,-1.5 (39),0.4 (52),-1.9 (42)
Frank Kaminsky,-1.7 (33),0.2 (56),-1.9 (41)
Chase Budinger,-1.2 (47),0.7 (41),-1.9 (41)
Maurice Harkless,-1.3 (43),0.6 (44),-1.9 (41)
Willie Cauley-Stein,-0.5 (63),1.4 (22),-1.9 (41)
Jamal Crawford,-0.2 (69),1.7 (15),-1.9 (40)
Amar'e Stoudemire,-1.3 (42),0.6 (44),-1.9 (40)
Phil Pressey,-1.3 (42),0.6 (43),-1.9 (40)
Raymond Felton,-1.1 (50),0.8 (37),-1.9 (40)
J.J. Barea,0.3 (76),2.2 (5),-1.9 (40)
Mo Williams,-1.0 (51),1.0 (34),-2.0 (39)
Derrick Rose,-0.3 (68),1.7 (16),-2.0 (39)
Ramon Sessions,-0.8 (56),1.2 (29),-2.0 (39)
Tyler Zeller,-1.7 (33),0.3 (54),-2.0 (39)
T.J. McConnell,-0.9 (53),1.1 (31),-2.0 (39)
Gary Harris,-0.3 (67),1.7 (15),-2.0 (38)
Beno Udrih,-1.2 (47),0.8 (38),-2.0 (38)
D.J. Augustin,-0.2 (70),1.8 (12),-2.0 (38)
Justin Anderson,-2.2 (21),-0.2 (66),-2.0 (38)
Austin Rivers,-1.1 (49),0.9 (35),-2.0 (38)
Roy Hibbert,-2.6 (13),-0.6 (75),-2.0 (37)
Tyler Hansbrough,-1.7 (32),0.3 (53),-2.0 (37)
Quincy Acy,-2.0 (25),-0.0 (60),-2.0 (37)
Henry Sims,-1.5 (36),0.5 (46),-2.0 (37)
Ersan Ilyasova,-0.7 (59),1.4 (23),-2.1 (36)
Nemanja Bjelica,-1.4 (40),0.7 (40),-2.1 (36)
Jordan Hill,-1.5 (38),0.6 (45),-2.1 (36)
Cleanthony Early,-2.1 (23),0.0 (62),-2.1 (36)
T.J. Warren,-0.9 (52),1.2 (27),-2.1 (36)
Lance Stephenson,-1.1 (49),1.0 (33),-2.1 (35)
Justin Holiday,-1.7 (32),0.4 (50),-2.1 (35)
Shabazz Napier,-1.7 (32),0.4 (50),-2.1 (35)
Lou Amundson,-2.5 (15),-0.4 (70),-2.1 (35)
Jeremy Evans,-2.4 (17),-0.2 (66),-2.2 (35)
Toney Douglas,-0.3 (67),1.9 (9),-2.2 (34)
Mike Muscala,-1.8 (31),0.4 (52),-2.2 (34)
Jerami Grant,-2.5 (16),-0.3 (70),-2.2 (34)
Wayne Ellington,-1.8 (30),0.4 (51),-2.2 (34)
Trey Lyles,-1.6 (35),0.6 (45),-2.2 (34)
Metta World Peace,-2.6 (12),-0.4 (71),-2.2 (33)
Trey Burke,-0.4 (66),1.9 (10),-2.3 (33)
Jameer Nelson,-0.7 (58),1.6 (18),-2.3 (33)
Caron Butler,-1.6 (35),0.7 (40),-2.3 (33)
Jordan Farmar,-1.2 (45),1.1 (29),-2.3 (32)
Alexis Ajinca,-2.6 (14),-0.3 (70),-2.3 (32)
Hollis Thompson,-0.4 (66),2.0 (9),-2.4 (32)
Miles Plumlee,-1.8 (30),0.6 (44),-2.4 (32)
Alex Len,-3.0 (8),-0.6 (76),-2.4 (32)
Anthony Brown,-2.3 (19),0.1 (57),-2.4 (31)
Tony Wroten,-0.7 (57),1.7 (14),-2.4 (31)
Richard Jefferson,-2.0 (26),0.5 (48),-2.5 (31)
Lance Thomas,-1.5 (37),1.0 (33),-2.5 (31)
Jordan Clarkson,-0.0 (73),2.5 (2),-2.5 (31)
Myles Turner,-2.5 (15),-0.0 (60),-2.5 (30)
Kyle Singler,-1.9 (27),0.6 (43),-2.5 (30)
Glenn Robinson III,-1.7 (31),0.8 (36),-2.5 (30)
Jabari Parker,-0.8 (54),1.7 (14),-2.5 (30)
Cristiano Felicio,-2.0 (25),0.5 (47),-2.5 (30)
Boban Marjanovi?,-1.4 (39),1.2 (27),-2.6 (29)
David Lee,-2.4 (18),0.2 (56),-2.6 (29)
Reggie Bullock Jr.,-1.7 (33),0.9 (35),-2.6 (29)
Mitch McGary,-1.6 (34),1.0 (32),-2.6 (29)
Kendall Marshall,-0.8 (54),1.8 (11),-2.6 (28)
Tayshaun Prince,-2.9 (9),-0.2 (66),-2.7 (28)
Alonzo Gee,-2.6 (14),0.1 (59),-2.7 (28)
Brian Roberts,-1.4 (41),1.3 (25),-2.7 (28)
Emmanuel Mudiay,-1.6 (35),1.1 (30),-2.7 (28)
Salah Mejri,-2.2 (21),0.5 (47),-2.7 (27)
Jared Cunningham,-2.4 (18),0.4 (52),-2.8 (27)
Nate Robinson,-2.5 (16),0.3 (55),-2.8 (27)
Isaiah Canaan,-1.2 (48),1.6 (18),-2.8 (27)
Jordan Adams,-1.9 (28),0.9 (35),-2.8 (27)
Kelly Oubre Jr.,-1.9 (27),0.9 (34),-2.8 (26)
Ray McCallum,-0.8 (55),2.0 (8),-2.8 (26)
Seth Curry,-1.5 (36),1.3 (24),-2.8 (26)
Jimmer Fredette,-1.6 (34),1.2 (26),-2.8 (26)
Ryan Hollins,-2.1 (22),0.7 (39),-2.8 (26)
Chuck Hayes,-2.7 (11),0.1 (57),-2.8 (25)
Richaun Holmes,-1.5 (38),1.4 (22),-2.9 (25)
Jerian Grant,-2.3 (19),0.6 (44),-2.9 (25)
Noah Vonleh,-2.6 (14),0.3 (53),-2.9 (25)
Kobe Bryant,0.4 (77),3.3 (0),-2.9 (25)
Devyn Marble,-2.6 (12),0.3 (52),-2.9 (24)
Lamar Patterson,-2.0 (26),1.0 (34),-3.0 (24)
Stanley Johnson,-2.4 (18),0.6 (46),-3.0 (24)
James Anderson,-2.0 (25),1.0 (32),-3.0 (24)
D'Angelo Russell,-1.9 (27),1.1 (30),-3.0 (23)
Michael Beasley,-1.4 (39),1.6 (16),-3.0 (23)
Lorenzo Brown,-1.7 (31),1.4 (21),-3.1 (23)
Jordan McRae,-2.4 (17),0.7 (39),-3.1 (23)
Kevin Martin,-1.1 (49),2.0 (8),-3.1 (23)
Tyler Ennis,-2.1 (23),1.0 (32),-3.1 (22)
C.J. Wilcox,-2.5 (15),0.6 (42),-3.1 (22)
Elton Brand,-2.8 (9),0.4 (49),-3.2 (22)
James Jones,-1.8 (31),1.4 (23),-3.2 (22)
Shane Larkin,-1.4 (41),1.8 (13),-3.2 (22)
Montrezl Harrell,-2.2 (22),1.0 (33),-3.2 (21)
Derrick Williams,-1.0 (51),2.2 (5),-3.2 (21)
Shabazz Muhammad,-0.6 (60),2.6 (2),-3.2 (21)
Joel Anthony,-2.7 (11),0.5 (46),-3.2 (21)
Greg Smith,-2.5 (14),0.7 (39),-3.2 (21)
Willie Reed,-2.6 (12),0.7 (39),-3.3 (20)
Chris Copeland,-1.5 (37),1.9 (9),-3.4 (20)
Devin Booker,-0.6 (60),2.8 (1),-3.4 (20)
DeJuan Blair,-2.3 (19),1.1 (30),-3.4 (20)
Terrence Jones,-1.3 (43),2.1 (7),-3.4 (19)
John Henson,-3.2 (6),0.2 (56),-3.4 (19)
Delon Wright,-2.6 (13),0.8 (37),-3.4 (19)
Spencer Dinwiddie,-2.6 (13),0.8 (37),-3.4 (19)
PJ Hairston,-1.8 (30),1.7 (15),-3.5 (19)
JaMychal Green,-2.2 (22),1.3 (25),-3.5 (18)
Charlie Villanueva,-1.7 (32),1.8 (11),-3.5 (18)
John Jenkins,-2.1 (23),1.4 (22),-3.5 (18)
Darrun Hilliard,-2.4 (17),1.1 (29),-3.5 (18)
Thomas Robinson,-2.3 (20),1.3 (25),-3.6 (18)
Kevin Seraphin,-3.8 (0),-0.2 (66),-3.6 (17)
RJ Hunter,-3.3 (4),0.3 (53),-3.6 (17)
Zach LaVine,-0.4 (64),3.2 (0),-3.6 (17)
Jarnell Stokes,-2.6 (13),1.0 (32),-3.6 (17)
Tyus Jones,-2.1 (23),1.5 (19),-3.6 (17)
Marco Belinelli,-1.2 (46),2.5 (3),-3.7 (16)
Troy Daniels,-1.5 (36),2.2 (5),-3.7 (16)
Jarell Martin,-2.4 (17),1.3 (23),-3.7 (16)
Markel Brown,-0.9 (53),2.9 (1),-3.8 (16)
Erick Green,-2.1 (24),1.7 (15),-3.8 (15)
Sonny Weems,-2.8 (10),1.0 (33),-3.8 (15)
Bobby Portis,-1.8 (29),2.0 (8),-3.8 (15)
James Young,-2.1 (23),1.7 (14),-3.8 (15)
Anthony Bennett,-1.6 (35),2.2 (5),-3.8 (15)
Cameron Payne,-2.2 (20),1.6 (17),-3.8 (14)
Gary Neal,-0.9 (53),3.0 (1),-3.9 (14)
Lucas Nogueira,-2.3 (19),1.6 (17),-3.9 (14)
JaVale McGee,-2.5 (15),1.4 (21),-3.9 (14)
Doug McDermott,-1.7 (33),2.2 (6),-3.9 (14)
JaKarr Sampson,-2.7 (11),1.3 (26),-4.0 (13)
Bojan Bogdanovi?,-0.8 (56),3.2 (1),-4.0 (13)
Ian Clark,-2.0 (25),2.0 (8),-4.0 (13)
Jeff Ayres,-1.9 (27),2.1 (6),-4.0 (13)
Joe Young,-2.7 (11),1.4 (22),-4.1 (13)
Elliot Williams,-2.9 (8),1.2 (26),-4.1 (12)
Jordan Hamilton,-1.9 (27),2.2 (3),-4.1 (12)
Nazr Mohammed,-3.7 (0),0.4 (49),-4.1 (12)
Bryce Dejean-Jones,-2.8 (9),1.4 (21),-4.2 (12)
Jahlil Okafor,-2.4 (18),1.8 (13),-4.2 (11)
Joffrey Lauvergne,-1.6 (35),2.6 (2),-4.2 (11)
Shayne Whittington,-2.9 (8),1.3 (24),-4.2 (11)
Axel Toupane,-2.2 (20),2.0 (7),-4.2 (11)
Steve Novak,-2.8 (10),1.5 (19),-4.3 (11)
Nik Stauskas,-2.2 (21),2.1 (7),-4.3 (10)
Jorge Gutierrez,-2.7 (10),1.6 (16),-4.3 (10)
Marreese Speights,-3.3 (5),1.1 (31),-4.4 (10)
Xavier Munford,-2.6 (12),1.8 (10),-4.4 (10)
Jason Smith,-2.6 (14),1.9 (10),-4.5 (10)
Udonis Haslem,-3.0 (8),1.5 (20),-4.5 (9)
Sasha Kaun,-3.3 (5),1.2 (28),-4.5 (9)
