Player,Offense,Defense(*),Total
Andrew Wiggins,-0.5 (66),0.2 (60),-0.7 (63)
Dant¨¦ Exum,-0.7 (60),-0.0 (65),-0.7 (63)
J.J. Barea,-0.0 (73),0.7 (44),-0.7 (63)
Andrew Harrison,-0.3 (69),0.4 (52),-0.7 (63)
Jaren Jackson Jr.,-1.9 (32),-1.1 (86),-0.8 (63)
OG Anunoby,-0.7 (60),0.1 (63),-0.8 (62)
Marvin Williams,-0.8 (59),0.0 (66),-0.8 (62)
Taj Gibson,-0.5 (66),0.3 (57),-0.8 (62)
Jeff Green,-0.5 (65),0.3 (56),-0.8 (62)
Thomas Bryant,0.5 (81),1.3 (28),-0.8 (62)
Luol Deng,-1.8 (33),-1.0 (83),-0.8 (61)
Courtney Lee,-1.0 (51),-0.2 (68),-0.8 (61)
Deyonta Davis,-0.5 (64),0.3 (55),-0.8 (61)
Doug McDermott,-0.3 (70),0.6 (48),-0.9 (61)
Tyler Zeller,-0.6 (62),0.3 (56),-0.9 (61)
Dillon Brooks,-0.8 (59),0.1 (63),-0.9 (60)
Joakim Noah,-1.8 (33),-0.9 (83),-0.9 (60)
Dion Waiters,-0.9 (54),0.0 (64),-0.9 (60)
Jaylen Brown,-1.1 (51),-0.2 (71),-0.9 (60)
Wayne Ellington,0.2 (76),1.1 (34),-0.9 (60)
Frank Ntilikina,-1.9 (32),-0.9 (83),-1.0 (60)
Juancho Hernangomez,-1.0 (52),0.0 (65),-1.0 (59)
Wesley Matthews,-0.4 (67),0.6 (47),-1.0 (59)
Tyler Ulis,-0.5 (65),0.5 (49),-1.0 (59)
Josh Okogie,-1.5 (41),-0.5 (76),-1.0 (59)
Milos Teodosic,-0.3 (69),0.7 (44),-1.0 (59)
Bruno Caboclo,-0.9 (54),0.1 (62),-1.0 (58)
Trey Lyles,-1.2 (48),-0.1 (67),-1.1 (58)
Jarrett Allen,-1.0 (53),0.1 (64),-1.1 (58)
Rodney McGruder,-0.7 (61),0.4 (55),-1.1 (58)
Robin Lopez,-1.1 (50),-0.0 (64),-1.1 (58)
JaVale McGee,-0.5 (65),0.6 (46),-1.1 (57)
Frank Kaminsky,0.4 (79),1.5 (21),-1.1 (57)
James Johnson,-1.5 (41),-0.4 (73),-1.1 (57)
D.J. Wilson,-1.5 (41),-0.4 (73),-1.1 (57)
Alex Abrines,-1.3 (47),-0.1 (68),-1.2 (57)
Raymond Felton,-1.9 (32),-0.7 (80),-1.2 (56)
Willy Hernangomez,0.2 (77),1.4 (26),-1.2 (56)
Aaron Holiday,-1.5 (43),-0.3 (72),-1.2 (56)
E'Twaun Moore,-0.2 (71),1.0 (38),-1.2 (56)
Jeff Teague,0.3 (78),1.5 (22),-1.2 (56)
Reggie Bullock Jr.,-0.6 (62),0.6 (46),-1.2 (56)
Glenn Robinson III,-1.8 (35),-0.6 (79),-1.2 (55)
Dwayne Bacon,-0.8 (57),0.4 (53),-1.2 (55)
Rondae Hollis-Jefferson,-1.6 (38),-0.4 (74),-1.2 (55)
Salah Mejri,-1.6 (38),-0.4 (74),-1.2 (55)
Terry Rozier,-1.9 (33),-0.6 (79),-1.3 (55)
Devin Harris,-1.4 (44),-0.1 (67),-1.3 (54)
Jonas Jerebko,-0.2 (71),1.1 (36),-1.3 (54)
Kyle O'Quinn,-0.3 (70),1.0 (39),-1.3 (54)
Dennis Smith Jr.,-1.5 (42),-0.2 (69),-1.3 (54)
Ian Mahinmi,-2.0 (29),-0.7 (80),-1.3 (54)
Kentavious Caldwell-Pope,-0.4 (67),0.9 (40),-1.3 (53)
Jake Layman,-0.8 (57),0.5 (49),-1.3 (53)
Maurice Harkless,-0.9 (55),0.4 (53),-1.3 (53)
Matthew Dellavedova,-1.1 (50),0.2 (60),-1.3 (53)
Torrey Craig,-0.1 (72),1.2 (31),-1.3 (53)
Jawun Evans,-1.2 (47),0.1 (62),-1.3 (53)
Nick Young,-1.1 (50),0.2 (59),-1.3 (52)
Treveon Graham,-1.4 (45),-0.0 (66),-1.4 (52)
T.J. Leaf,-0.6 (63),0.8 (43),-1.4 (52)
Tyler Johnson,-1.0 (53),0.4 (55),-1.4 (52)
Alex Len,-0.6 (63),0.8 (43),-1.4 (52)
Bobby Portis,0.6 (82),2.0 (6),-1.4 (51)
Allen Crabbe,-1.0 (52),0.4 (53),-1.4 (51)
Mikal Bridges,-0.9 (55),0.5 (48),-1.4 (51)
Bogdan Bogdanovi?,-0.0 (73),1.4 (24),-1.4 (51)
John Henson,-1.6 (40),-0.2 (70),-1.4 (51)
Noah Vonleh,-1.6 (39),-0.2 (70),-1.4 (50)
Eric Moreland,-2.2 (24),-0.8 (80),-1.4 (50)
Sindarius Thornwell,-3.3 (4),-1.8 (92),-1.5 (50)
Donte DiVincenzo,-1.9 (32),-0.4 (76),-1.5 (50)
Jalen Brunson,-0.8 (58),0.7 (44),-1.5 (50)
Chandler Hutchison,-1.9 (31),-0.4 (75),-1.5 (50)
Kelly Oubre Jr.,-0.5 (65),1.0 (38),-1.5 (49)
Zach Collins,-0.9 (55),0.6 (46),-1.5 (49)
Ekpe Udoh,-1.5 (42),-0.0 (64),-1.5 (49)
Kenneth Faried,-0.5 (64),1.0 (37),-1.5 (49)
Markelle Fultz,-1.9 (33),-0.3 (73),-1.6 (49)
Semi Ojeleye,-1.9 (33),-0.3 (73),-1.6 (48)
Marcin Gortat,-2.4 (23),-0.8 (81),-1.6 (48)
Jarell Martin,-1.9 (31),-0.3 (72),-1.6 (48)
Zaza Pachulia,-1.6 (40),0.0 (66),-1.6 (48)
Ron Baker,-1.6 (39),0.0 (65),-1.6 (48)
Tristan Thompson,-0.8 (58),0.8 (43),-1.6 (47)
Elfrid Payton,0.4 (80),2.0 (6),-1.6 (47)
Kenrich Williams,-1.0 (53),0.6 (47),-1.6 (47)
Bryn Forbes,0.0 (74),1.6 (19),-1.6 (47)
Marco Belinelli,-0.4 (67),1.2 (32),-1.6 (47)
Justin Jackson,-1.2 (48),0.4 (54),-1.6 (46)
Iman Shumpert,-1.1 (51),0.5 (50),-1.6 (46)
Marcus Morris Sr.,-0.3 (70),1.4 (26),-1.7 (46)
Jordan Bell,-1.4 (45),0.3 (58),-1.7 (46)
Taurean Prince,-0.5 (66),1.2 (32),-1.7 (46)
Michael Carter-Williams,-1.4 (45),0.3 (57),-1.7 (46)
Mike Scott,-1.5 (42),0.2 (60),-1.7 (45)
Dragan Bender,-1.4 (43),0.3 (56),-1.7 (45)
Wendell Carter Jr.,-2.7 (18),-1.0 (84),-1.7 (45)
Johnathan Williams,-1.6 (38),0.1 (62),-1.7 (45)
T.J. McConnell,-1.2 (49),0.6 (48),-1.8 (45)
Norman Powell,-1.7 (37),0.1 (63),-1.8 (44)
Tyrone Wallace,-2.5 (21),-0.7 (80),-1.8 (44)
Wilson Chandler,-0.5 (64),1.3 (27),-1.8 (44)
Kosta Koufos,-2.2 (25),-0.4 (74),-1.8 (44)
Jerian Grant,-1.5 (43),0.4 (54),-1.9 (44)
CJ Miles,-1.3 (46),0.6 (47),-1.9 (43)
Ryan Anderson,-1.4 (44),0.5 (50),-1.9 (43)
Damyean Dotson,-1.4 (44),0.5 (49),-1.9 (43)
Kris Dunn,-1.0 (52),0.9 (40),-1.9 (43)
Isaiah Briscoe,-2.2 (25),-0.3 (71),-1.9 (43)
Brad Wanamaker,-2.1 (28),-0.1 (68),-2.0 (43)
Shaun Livingston,-1.7 (37),0.3 (59),-2.0 (42)
JaMychal Green,-0.9 (56),1.1 (36),-2.0 (42)
Rodney Hood,-0.7 (61),1.3 (29),-2.0 (42)
Ryan Broekhoff,-1.6 (38),0.4 (54),-2.0 (42)
Greg Monroe,-0.9 (55),1.1 (35),-2.0 (42)
Damion Lee,-1.8 (34),0.2 (60),-2.0 (41)
Troy Brown Jr.,-1.1 (50),0.9 (40),-2.0 (41)
Shaquille Harrison,-2.2 (25),-0.2 (69),-2.0 (41)
Corey Brewer,-1.6 (37),0.4 (52),-2.0 (41)
Garrett Temple,-1.8 (35),0.3 (58),-2.1 (41)
MarShon Brooks,-1.6 (39),0.5 (51),-2.1 (40)
Marvin Bagley III,-0.2 (71),1.9 (9),-2.1 (40)
Avery Bradley,-1.6 (38),0.5 (50),-2.1 (40)
Markieff Morris,-1.7 (36),0.4 (53),-2.1 (40)
Michael Beasley,-0.9 (55),1.2 (31),-2.1 (40)
Zach LaVine,0.1 (75),2.3 (3),-2.2 (40)
Furkan Korkmaz,-0.5 (66),1.7 (15),-2.2 (39)
Sterling Brown,-1.7 (37),0.5 (52),-2.2 (39)
Jeremy Lin,-2.0 (30),0.2 (61),-2.2 (39)
Troy Daniels,-0.5 (65),1.7 (14),-2.2 (39)
Henry Ellenson,-1.8 (33),0.4 (52),-2.2 (39)
JaKarr Sampson,-2.1 (26),0.1 (61),-2.2 (38)
Trae Young,1.5 (92),3.8 (0),-2.3 (38)
DeAndre' Bembry,-2.3 (24),0.0 (66),-2.3 (38)
Gerald Green,-0.4 (68),1.9 (9),-2.3 (38)
Stanley Johnson,-3.6 (0),-1.3 (87),-2.3 (38)
De'Anthony Melton,-1.2 (48),1.1 (34),-2.3 (37)
Terrance Ferguson,-0.7 (62),1.7 (15),-2.4 (37)
Alfonzo McKinnie,-1.0 (53),1.4 (26),-2.4 (37)
Miles Bridges,-1.2 (49),1.2 (33),-2.4 (37)
Isaiah Thomas,-0.3 (68),2.1 (4),-2.4 (37)
Damian Jones,-1.6 (40),0.8 (43),-2.4 (36)
Solomon Hill,-1.6 (39),0.8 (42),-2.4 (36)
Jabari Parker,-0.8 (58),1.6 (18),-2.4 (36)
Tim Frazier,-0.8 (57),1.6 (18),-2.4 (36)
Dwyane Wade,-2.2 (26),0.3 (58),-2.5 (36)
Gorgui Dieng,-2.3 (24),0.2 (60),-2.5 (36)
Harry Giles III,-2.0 (30),0.5 (50),-2.5 (35)
Tony Parker,-1.9 (32),0.7 (45),-2.6 (35)
Jordan Clarkson,-0.4 (68),2.2 (4),-2.6 (35)
Pau Gasol,-2.6 (19),0.0 (65),-2.6 (35)
Will Barton,-1.3 (46),1.3 (29),-2.6 (35)
Skal Labissiere,-0.8 (57),1.8 (11),-2.6 (34)
C.J. Williams,-1.7 (36),0.9 (40),-2.6 (34)
Wesley Johnson,-2.9 (15),-0.3 (71),-2.6 (34)
Ivan Rabb,-0.6 (62),2.0 (6),-2.6 (34)
Timothe Luwawu-Cabarrot,-2.0 (29),0.6 (45),-2.6 (34)
Dwight Howard,-2.4 (23),0.2 (59),-2.6 (33)
Kadeem Allen,-1.5 (40),1.1 (33),-2.6 (33)
Jodie Meeks,-0.9 (54),1.7 (12),-2.6 (33)
Guerschon Yabusele,-2.0 (30),0.7 (45),-2.7 (33)
Tony Snell,-1.0 (53),1.7 (15),-2.7 (33)
Tyler Dorsey,-1.3 (47),1.4 (25),-2.7 (33)
James Ennis III,-1.2 (49),1.5 (22),-2.7 (32)
Trevor Ariza,-1.8 (34),0.9 (41),-2.7 (32)
Justin Anderson,-1.7 (36),1.0 (37),-2.7 (32)
Dirk Nowitzki,-1.3 (46),1.4 (23),-2.7 (32)
Chandler Parsons,-1.6 (40),1.2 (32),-2.8 (32)
Kent Bazemore,-2.5 (21),0.3 (58),-2.8 (31)
Carmelo Anthony,-1.2 (49),1.6 (19),-2.8 (31)
Jahlil Okafor,-1.4 (44),1.4 (25),-2.8 (31)
Svi Mykhailiuk,-2.1 (27),0.7 (44),-2.8 (31)
Tyler Cavanaugh,-1.7 (35),1.1 (34),-2.8 (31)
Deonte Burton,-3.1 (11),-0.3 (71),-2.8 (30)
Evan Turner,-2.5 (21),0.4 (53),-2.9 (30)
Jose Calderon,-2.4 (23),0.5 (49),-2.9 (30)
Jonathon Simmons,-2.1 (28),0.8 (43),-2.9 (30)
Sam Dekker,-1.3 (46),1.6 (19),-2.9 (30)
Cheick Diallo,-1.8 (35),1.1 (35),-2.9 (30)
Patrick Patterson,-1.8 (35),1.2 (33),-3.0 (29)
Cedi Osman,-0.2 (71),2.8 (1),-3.0 (29)
Meyers Leonard,-0.7 (60),2.3 (2),-3.0 (29)
Allonzo Trier,-1.7 (37),1.4 (25),-3.1 (29)
Isaiah Canaan,-1.9 (31),1.2 (31),-3.1 (29)
Jonah Bolden,-2.1 (28),1.0 (39),-3.1 (28)
Frank Jackson,-1.8 (34),1.3 (29),-3.1 (28)
Gary Clark,-1.6 (39),1.5 (22),-3.1 (28)
Lance Stephenson,-1.1 (50),2.0 (6),-3.1 (28)
Ben McLemore,-1.5 (42),1.6 (18),-3.1 (28)
Miles Plumlee,-2.1 (28),1.1 (35),-3.2 (27)
Jaylen Adams,-2.2 (26),1.0 (39),-3.2 (27)
Lorenzo Brown,-3.1 (11),0.1 (63),-3.2 (27)
Isaiah Hartenstein,-2.4 (23),0.8 (42),-3.2 (27)
Frank Mason III,-1.9 (31),1.3 (29),-3.2 (27)
Alan Williams,-2.4 (21),0.8 (41),-3.2 (26)
Andrew Bogut,-3.1 (10),0.1 (61),-3.2 (26)
Shelvin Mack,-2.1 (28),1.2 (32),-3.3 (26)
Omari Spellman,-1.5 (42),1.8 (11),-3.3 (26)
Channing Frye,-1.2 (47),2.1 (5),-3.3 (26)
Daniel Hamilton,-2.4 (22),0.9 (40),-3.3 (26)
Jaron Blossomgame,-2.4 (22),0.9 (40),-3.3 (25)
Chasson Randle,-1.5 (41),1.8 (10),-3.3 (25)
Theo Pinson,-3.1 (10),0.2 (60),-3.3 (25)
Jon Leuer,-3.1 (10),0.2 (59),-3.3 (25)
Jemerrio Jones,-2.7 (16),0.6 (45),-3.3 (25)
Malachi Richardson,-2.4 (23),1.0 (38),-3.4 (24)
Rajon Rondo,-1.9 (31),1.5 (21),-3.4 (24)
Hamidou Diallo,-1.6 (40),1.8 (11),-3.4 (24)
Alec Burks,-1.3 (46),2.1 (5),-3.4 (24)
Nik Stauskas,-1.3 (46),2.1 (5),-3.4 (24)
Keita Bates-Diop,-2.1 (27),1.3 (28),-3.4 (23)
Lance Thomas,-3.3 (6),0.2 (61),-3.5 (23)
Elie Okobo,-2.3 (23),1.2 (31),-3.5 (23)
Jordan McRae,-2.2 (26),1.3 (29),-3.5 (23)
Troy Williams,-2.1 (27),1.4 (24),-3.5 (23)
Okaro White,-2.5 (20),1.0 (37),-3.5 (23)
Isaac Bonga,-3.2 (8),0.3 (56),-3.5 (22)
Gary Payton II,-2.2 (24),1.3 (26),-3.5 (22)
Kobi Simmons,-1.3 (45),2.2 (3),-3.5 (22)
Mario Hezonja,-2.0 (30),1.6 (19),-3.6 (22)
Quincy Pondexter,-3.0 (13),0.6 (46),-3.6 (22)
Caleb Swanigan,-3.0 (13),0.6 (46),-3.6 (21)
Jevon Carter,-2.7 (17),0.9 (39),-3.6 (21)
Alex Poythress,-2.2 (26),1.5 (23),-3.7 (21)
Georges Niang,-1.7 (36),2.0 (6),-3.7 (21)
Cameron Payne,-1.8 (34),1.9 (8),-3.7 (21)
Davon Reed,-2.6 (19),1.1 (34),-3.7 (20)
Dante Cunningham,-2.3 (24),1.5 (22),-3.8 (20)
JR Smith,-2.0 (29),1.8 (11),-3.8 (20)
Devonte' Graham,-2.1 (27),1.7 (14),-3.8 (20)
Thon Maker,-2.5 (20),1.3 (28),-3.8 (20)
Moritz Wagner,-3.0 (12),0.8 (42),-3.8 (20)
Johnathan Motley,-2.5 (20),1.3 (27),-3.8 (19)
Julian Washburn,-2.6 (19),1.2 (30),-3.8 (19)
John Jenkins,-2.6 (19),1.2 (30),-3.8 (19)
Ian Clark,-2.5 (21),1.4 (25),-3.9 (19)
