Player,Offense,Defense(*),Total
Mason Jones,-2.4 (27),0.8 (46),-3.2 (30)
Braxton Key,-2.6 (24),0.6 (50),-3.2 (30)
DeAndre Jordan,-2.8 (21),0.5 (54),-3.3 (30)
Eric Paschall,-0.9 (58),2.4 (3),-3.3 (30)
Tyler Cook,-1.8 (40),1.5 (26),-3.3 (29)
Vlatko ?an?ar,-2.5 (26),0.8 (47),-3.3 (29)
Lance Stephenson,-0.9 (58),2.4 (2),-3.3 (29)
Killian Hayes,-2.7 (23),0.6 (52),-3.3 (29)
Ben McLemore,-1.1 (54),2.2 (4),-3.3 (29)
Tacko Fall,-2.5 (27),0.9 (44),-3.4 (29)
Justin Champagnie,-1.9 (37),1.5 (27),-3.4 (28)
Isaiah Livers,-1.7 (41),1.7 (17),-3.4 (28)
Charlie Brown Jr.,-2.9 (18),0.5 (52),-3.4 (28)
Theo Pinson,-3.1 (15),0.3 (59),-3.4 (28)
Avery Bradley,-2.2 (33),1.3 (33),-3.5 (28)
Usman Garuba,-2.2 (33),1.3 (32),-3.5 (28)
Damian Jones,-1.7 (41),1.8 (13),-3.5 (27)
Devontae Cacok,-2.6 (24),0.9 (43),-3.5 (27)
Alize Johnson,-2.4 (29),1.2 (35),-3.6 (27)
Cassius Stanley,-2.9 (19),0.7 (48),-3.6 (27)
Patrick Williams,-2.2 (33),1.4 (30),-3.6 (27)
Skylar Mays,-2.1 (34),1.5 (27),-3.6 (27)
Chandler Hutchison,-2.6 (25),1.0 (40),-3.6 (26)
Sam Merrill,-2.7 (23),0.9 (44),-3.6 (26)
Justin Anderson,-1.8 (39),1.8 (12),-3.6 (26)
Carsen Edwards,-2.6 (24),1.0 (39),-3.6 (26)
Terrence Ross,-2.0 (37),1.7 (19),-3.7 (26)
Kessler Edwards,-1.5 (46),2.2 (4),-3.7 (26)
Alfonzo McKinnie,-2.0 (35),1.7 (17),-3.7 (25)
Terry Taylor,-1.0 (56),2.7 (1),-3.7 (25)
V¨ªt Krej?¨ª,-1.9 (38),1.9 (9),-3.8 (25)
Markus Howard,-2.0 (36),1.8 (13),-3.8 (25)
Sam Hauser,-2.9 (19),0.9 (43),-3.8 (25)
Tim Frazier,-3.3 (12),0.5 (52),-3.8 (25)
Jaylen Hoard,-1.8 (39),2.0 (6),-3.8 (24)
Ed Davis,-3.7 (1),0.1 (63),-3.8 (24)
Hassani Gravett,-2.7 (22),1.1 (36),-3.8 (24)
Isaiah Thomas,-2.2 (32),1.6 (23),-3.8 (24)
Tristan Thompson,-2.4 (28),1.5 (28),-3.9 (24)
JT Thor,-2.9 (20),1.0 (40),-3.9 (24)
Jay Scrubb,-2.9 (19),1.0 (40),-3.9 (23)
Devon Dotson,-2.5 (26),1.4 (29),-3.9 (23)
David Duke Jr.,-2.5 (26),1.4 (29),-3.9 (23)
Tremont Waters,-2.3 (29),1.6 (22),-3.9 (23)
Leandro Bolmaro,-3.2 (15),0.7 (49),-3.9 (23)
Devin Cannady,-2.7 (22),1.2 (33),-3.9 (23)
Ignas Brazdeikis,-1.6 (45),2.4 (3),-4.0 (22)
Jared Butler,-2.3 (31),1.7 (19),-4.0 (22)
Luka Garza,-2.3 (30),1.7 (18),-4.0 (22)
Semi Ojeleye,-2.8 (21),1.2 (34),-4.0 (22)
Udoka Azubuike,-3.0 (17),1.0 (39),-4.0 (22)
Louis King,-2.9 (19),1.2 (33),-4.1 (22)
Paul Watson,-2.2 (32),1.9 (9),-4.1 (21)
Daishen Nix,-2.9 (19),1.2 (33),-4.1 (21)
Marquese Chriss,-2.3 (30),1.8 (13),-4.1 (21)
Derrick Walton Jr.,-3.1 (15),1.0 (39),-4.1 (21)
Greg Monroe,-2.7 (22),1.4 (29),-4.1 (21)
Torrey Craig,-1.6 (46),2.6 (1),-4.2 (21)
Bol Bol,-2.5 (26),1.7 (18),-4.2 (20)
Admiral Schofield,-2.5 (26),1.7 (17),-4.2 (20)
Tyrell Terry,-2.9 (18),1.3 (31),-4.2 (20)
Reggie Perry,-2.5 (25),1.7 (16),-4.2 (20)
Nik Stauskas,-3.3 (12),0.9 (43),-4.2 (20)
Joe Wieskamp,-3.1 (16),1.2 (34),-4.3 (20)
Robert Woodard II,-3.1 (15),1.2 (33),-4.3 (20)
Darius Bazley,-3.2 (15),1.1 (38),-4.3 (19)
Jamorko Pickett,-2.9 (20),1.5 (27),-4.4 (19)
Jahmi'us Ramsey,-2.3 (30),2.1 (5),-4.4 (19)
Brandon Knight,-2.9 (18),1.5 (26),-4.4 (19)
Deividas Sirvydis,-3.0 (17),1.4 (29),-4.4 (19)
Kyle Guy,-2.7 (22),1.7 (16),-4.4 (19)
Rayjon Tucker,-2.9 (18),1.5 (25),-4.4 (18)
Josh Christopher,-1.6 (45),2.9 (0),-4.5 (18)
Drew Eubanks,-2.4 (28),2.1 (6),-4.5 (18)
Marcus Garrett,-2.8 (21),1.7 (19),-4.5 (18)
Kevin Knox II,-2.5 (27),2.0 (7),-4.5 (18)
Neemias Queta,-3.1 (15),1.4 (29),-4.5 (18)
Malcolm Hill,-2.8 (20),1.7 (17),-4.5 (17)
Cameron Oliver,-2.7 (22),1.8 (11),-4.5 (17)
Malik Fitts,-3.3 (13),1.3 (32),-4.6 (17)
Juwan Morgan,-2.7 (22),1.9 (8),-4.6 (17)
Xavier Moon,-2.8 (20),1.8 (11),-4.6 (17)
Jordan Bell,-3.0 (16),1.6 (20),-4.6 (17)
Jalen Johnson,-3.4 (11),1.3 (31),-4.7 (16)
James Bouknight,-2.7 (23),2.0 (7),-4.7 (16)
Jay Huff,-3.6 (3),1.1 (37),-4.7 (16)
Nate Hinton,-3.0 (16),1.7 (15),-4.7 (16)
Daniel Oturu,-3.0 (17),1.8 (11),-4.8 (16)
Gabriel Deck,-2.6 (25),2.2 (4),-4.8 (16)
Javonte Smart,-3.2 (14),1.6 (23),-4.8 (15)
BJ Johnson,-3.2 (14),1.6 (23),-4.8 (15)
Gabriel Lundberg,-3.2 (13),1.6 (20),-4.8 (15)
Justin Robinson,-3.3 (13),1.6 (24),-4.9 (15)
Charles Bassey,-3.3 (13),1.6 (24),-4.9 (15)
Ruben Nembhard Jr.,-3.7 (1),1.2 (34),-4.9 (15)
Nick Richards,-2.8 (21),2.1 (5),-4.9 (14)
Kai Jones,-3.4 (11),1.5 (27),-4.9 (14)
Vernon Carey Jr.,-2.9 (19),2.0 (7),-4.9 (14)
Petr Cornelie,-3.4 (10),1.5 (27),-4.9 (14)
Didi Louzada,-3.6 (3),1.3 (31),-4.9 (14)
Marko Simonovic,-3.4 (10),1.5 (26),-4.9 (14)
Chaundee Brown Jr.,-3.4 (10),1.5 (26),-4.9 (13)
Trevelin Queen,-3.2 (14),1.7 (17),-4.9 (13)
Chris Silva,-3.0 (16),1.9 (8),-4.9 (13)
Cameron McGriff,-3.2 (13),1.7 (16),-4.9 (13)
Tyrone Wallace,-3.3 (11),1.6 (20),-4.9 (13)
Cam Thomas,-2.7 (23),2.3 (3),-5.0 (13)
Joel Ayayi,-3.5 (8),1.5 (27),-5.0 (12)
Jeff Dowtin Jr.,-3.4 (10),1.6 (23),-5.0 (12)
Trendon Watford,-2.4 (28),2.6 (1),-5.0 (12)
Matt Mooney,-3.5 (6),1.5 (25),-5.0 (12)
Jordan Schakel,-3.5 (6),1.5 (25),-5.0 (12)
Craig Sword,-3.5 (5),1.5 (25),-5.0 (12)
Haywood Highsmith,-3.2 (13),1.8 (10),-5.0 (11)
Xavier Sneed,-3.5 (5),1.5 (25),-5.0 (11)
Jaylen Morris,-3.4 (9),1.6 (20),-5.0 (11)
Eugene Omoruyi,-3.5 (8),1.6 (23),-5.1 (11)
Yves Pons,-3.6 (2),1.5 (26),-5.1 (11)
Cassius Winston,-3.2 (14),1.9 (9),-5.1 (11)
Trevon Scott,-3.5 (7),1.6 (22),-5.1 (10)
Ade Murkey,-3.5 (7),1.6 (22),-5.1 (10)
Cat Barber,-3.5 (6),1.6 (22),-5.1 (10)
Brandon Williams,-2.6 (24),2.5 (2),-5.1 (10)
Jarron Cumberland,-3.4 (9),1.7 (16),-5.1 (10)
Jaime Echenique,-3.5 (5),1.6 (21),-5.1 (10)
Javin DeLaurier,-3.4 (9),1.7 (15),-5.1 (9)
Paris Bass,-3.5 (5),1.6 (21),-5.1 (9)
Jon Teske,-3.5 (4),1.6 (21),-5.1 (9)
Dakota Mathias,-3.5 (4),1.6 (21),-5.1 (9)
Feron Hunt,-3.6 (1),1.5 (24),-5.1 (9)
Matt Ryan,-3.5 (4),1.6 (20),-5.1 (9)
Aleem Ford,-3.3 (12),1.9 (9),-5.2 (8)
Lindell Wigginton,-2.8 (20),2.4 (2),-5.2 (8)
Sandro Mamukelashvili,-2.7 (24),2.5 (2),-5.2 (8)
Isaiah Todd,-3.6 (3),1.6 (24),-5.2 (8)
David Johnson,-3.5 (8),1.7 (18),-5.2 (8)
DeJon Jarreau,-3.5 (8),1.7 (18),-5.2 (8)
Scottie Lewis,-3.5 (7),1.7 (17),-5.2 (7)
Emmanuel Mudiay,-3.4 (10),1.8 (12),-5.2 (7)
Tyler Hall,-3.5 (6),1.7 (16),-5.2 (7)
Jared Harper,-3.2 (14),2.0 (6),-5.2 (7)
Trayvon Palmer,-3.6 (2),1.6 (22),-5.2 (7)
Mac McClung,-3.4 (9),1.8 (10),-5.2 (7)
Rob Edwards,-3.6 (2),1.6 (21),-5.2 (6)
Malik Newman,-3.5 (5),1.7 (15),-5.2 (6)
MJ Walker,-3.6 (1),1.6 (21),-5.2 (6)
Ahmad Caver,-3.5 (4),1.7 (15),-5.2 (6)
Norvel Pelle,-3.4 (9),1.8 (10),-5.2 (6)
Gabe York,-3.5 (4),1.7 (14),-5.2 (6)
Sharife Cooper,-3.6 (3),1.7 (19),-5.3 (5)
JaQuori McLaughlin,-3.5 (8),1.8 (13),-5.3 (5)
Myles Powell,-3.3 (12),2.0 (7),-5.3 (5)
Joe Johnson,-3.5 (7),1.8 (12),-5.3 (5)
Moses Wright,-3.5 (7),1.8 (12),-5.3 (5)
Cheick Diallo,-3.3 (12),2.0 (6),-5.3 (5)
Carlik Jones,-3.5 (7),1.8 (12),-5.3 (4)
Quinndary Weatherspoon,-3.0 (17),2.3 (3),-5.3 (4)
Darren Collison,-3.5 (6),1.8 (11),-5.3 (4)
Shaq Buchanan,-3.5 (5),1.8 (11),-5.3 (4)
Scotty Hopson,-3.8 (0),1.5 (25),-5.3 (4)
Kevin Pangos,-3.1 (16),2.2 (4),-5.3 (4)
Jalen Green,-2.3 (31),3.1 (0),-5.4 (3)
McKinley Wright IV,-3.5 (9),1.9 (10),-5.4 (3)
Aaron Henry,-3.5 (8),1.9 (10),-5.4 (3)
Theo Maledon,-3.2 (14),2.2 (5),-5.4 (3)
Wayne Selden,-3.6 (3),1.8 (14),-5.4 (3)
Sam Dekker,-3.6 (3),1.8 (13),-5.4 (3)
Udonis Haslem,-3.9 (0),1.5 (26),-5.4 (2)
Keon Johnson,-2.7 (23),2.7 (1),-5.4 (2)
Arnoldas Kulboka,-3.6 (2),1.8 (13),-5.4 (2)
Jemerrio Jones,-3.6 (2),1.8 (12),-5.4 (2)
Jordan Goodwin,-3.6 (2),1.8 (11),-5.4 (2)
Emanuel Terry,-3.7 (1),1.7 (16),-5.4 (2)
Jaysean Paige,-3.7 (0),1.7 (15),-5.4 (1)
Micah Potter,-3.7 (0),1.7 (15),-5.4 (1)
Greg Brown III,-3.4 (10),2.1 (5),-5.5 (1)
George King,-3.5 (6),2.0 (6),-5.5 (1)
Zylan Cheatham,-3.5 (4),2.1 (5),-5.6 (1)
Jaden Springer,-4.1 (0),1.7 (20),-5.8 (1)
Zavier Simpson,-3.3 (11),2.5 (2),-5.8 (0)
CJ Miles,-4.1 (0),1.9 (8),-6.0 (0)
Melvin Frazier Jr.,-3.6 (1),2.5 (2),-6.1 (0)
Georgios Kalaitzakis,-3.4 (11),2.8 (1),-6.2 (0)
Keljin Blevins,-3.3 (12),2.9 (0),-6.2 (0)
Elijah Hughes,-3.0 (17),3.2 (0),-6.2 (0)
R.J. Hampton,-3.9 (0),3.3 (0),-7.2 (0)
