Player,Team,Minutes,year
Corey Brewer,SAC,32.54833333333333,2020
Cory Joseph,SAC,1759.3966666666668,2020
Courtney Lee,DAL,345.48833333333334,2020
Cristiano Felicio,CHI,385.71666666666664,2020
D'Angelo Russell,MIN,1452.1283333333333,2020
D.J. Augustin,ORL,1420.415,2020
D.J. Wilson,MIL,362.94,2020
DaQuan Jeffries,SAC,141.11333333333334,2020
Damian Jones,ATL,886.9416666666667,2020
Damian Lillard,POR,2473.655,2020
Damion Lee,GSW,1422.5933333333332,2020
Damyean Dotson,NYK,836.0616666666666,2020
Daniel Gafford,CHI,609.0533333333333,2020
Daniel Theis,BOS,1566.135,2020
Danilo Gallinari,OKC,1833.9283333333333,2020
Danny Green,LAL,1686.72,2020
Danté Exum,CLE,485.62,2020
Danuel House Jr.,HOU,1912.6516666666666,2020
Dario Šarić,PHX,1631.7816666666668,2020
Darius Bazley,OKC,1129.46,2020
Darius Garland,CLE,1823.9683333333332,2020
Daryl Macon,MIA,14.1,2020
David Nwaba,HOU,268.46,2020
Davis Bertans,WAS,1583.0116666666668,2020
De'Aaron Fox,SAC,1634.3966666666668,2020
De'Andre Hunter,ATL,2017.935,2020
De'Anthony Melton,MEM,1167.3466666666666,2020
DeAndre Jordan,BKN,1234.1666666666667,2020
DeAndre' Bembry,ATL,915.36,2020
DeMar DeRozan,SAS,2316.2833333333333,2020
DeMarre Carroll,HOU,289.8666666666667,2020
Dean Wade,CLE,71.41666666666667,2020
Deandre Ayton,PHX,1236.335,2020
Dejounte Murray,SAS,1686.7633333333333,2020
Delon Wright,DAL,1569.7166666666667,2020
Dennis Schröder,OKC,1998.8966666666668,2020
Dennis Smith Jr.,NYK,537.4,2020
Denzel Valentine,CHI,487.895,2020
Deonte Burton,OKC,356.52666666666664,2020
Derrick Favors,NOP,1242.455,2020
Derrick Jones Jr.,MIA,1375.0833333333333,2020
Derrick Rose,DET,1297.66,2020
Derrick Walton Jr.,DET,248.30333333333334,2020
Derrick White,SAS,1676.735,2020
Devin Booker,PHX,2511.66,2020
Devon Hall,OKC,80.73833333333333,2020
Devontae Cacok,LAL,8.866666666666667,2020
Devonte' Graham,CHA,2211.2316666666666,2020
Dewan Hernandez,TOR,28.235,2020
Dewayne Dedmon,ATL,773.655,2020
Dillon Brooks,MEM,2111.9883333333332,2020
Dion Waiters,LAL,207.45,2020
Domantas Sabonis,IND,2158.65,2020
Donovan Mitchell,UTA,2363.9666666666667,2020
Donta Hall,BKN,133.14833333333334,2020
Donte DiVincenzo,MIL,1520.4066666666668,2020
Dorian Finney-Smith,DAL,2119.5383333333334,2020
Doug McDermott,IND,1372.3916666666667,2020
Dragan Bender,GSW,285.55,2020
Draymond Green,GSW,1221.6566666666668,2020
Drew Eubanks,SAS,272.22,2020
Duncan Robinson,MIA,2165.63,2020
Dusty Hannahs,MEM,13.433333333333334,2020
Dwayne Bacon,CHA,687.3033333333333,2020
Dwight Howard,LAL,1305.7133333333334,2020
Dwight Powell,DAL,1060.5383333333334,2020
Dzanan Musa,BKN,487.215,2020
E'Twaun Moore,NOP,1019.8866666666667,2020
Ed Davis,UTA,303.4716666666667,2020
Edmond Sumner,IND,446.785,2020
Elfrid Payton,NYK,1245.8833333333334,2020
Elie Okobo,PHX,718.7066666666667,2020
Emmanuel Mudiay,UTA,849.5966666666667,2020
Enes Freedom,BOS,983.3383333333334,2020
Eric Bledsoe,MIL,1646.2833333333333,2020
Eric Gordon,HOU,1016.205,2020
Eric Mika,SAC,19.041666666666668,2020
Eric Paschall,GSW,1653.795,2020
Ersan Ilyasova,MIL,986.3833333333333,2020
Evan Fournier,ORL,2075.64,2020
Evan Turner,MIN,251.46,2020
Frank Jackson,NOP,797.155,2020
Frank Kaminsky,PHX,777.4233333333333,2020
Frank Mason III,MIL,117.925,2020
Frank Ntilikina,NYK,1186.6733333333334,2020
Fred VanVleet,TOR,1928.1533333333334,2020
Furkan Korkmaz,PHI,1558.9133333333334,2020
Gabe Vincent,MIA,82.81166666666667,2020
Garrett Temple,BKN,1729.7716666666668,2020
Garrison Mathews,WAS,227.39666666666668,2020
Gary Clark,ORL,566.3666666666667,2020
Gary Harris,DEN,1780.2,2020
Gary Payton II,WAS,431.78,2020
Gary Trent Jr.,POR,1331.9966666666667,2020
George Hill,MIL,1271.2016666666666,2020
Georges Niang,UTA,923.1916666666667,2020
Giannis Antetokounmpo,MIL,1916.88,2020
Glenn Robinson III,PHI,1786.4316666666666,2020
Goga Bitadze,IND,471.2916666666667,2020
Goran Dragic,MIA,1662.8666666666666,2020
Gordon Hayward,BOS,1739.9883333333332,2020
Gorgui Dieng,MEM,1096.4966666666667,2020
Grant Williams,BOS,1043.2233333333334,2020
Grayson Allen,MEM,718.47,2020
Hamidou Diallo,OKC,895.5866666666667,2020
Harrison Barnes,SAC,2481.615,2020
Harry Giles III,SAC,667.0033333333333,2020
Hassan Whiteside,POR,2008.0833333333333,2020
Henry Ellenson,BKN,15.116666666666667,2020
Ian Mahinmi,WAS,807.825,2020
Ignas Brazdeikis,NYK,53.25,2020
Iman Shumpert,BKN,240.64333333333335,2020
Isaac Bonga,WAS,1249.6516666666666,2020
Isaiah Hartenstein,HOU,266.02166666666665,2020
Isaiah Roby,OKC,11.4,2020
Isaiah Thomas,WAS,924.6766666666666,2020
Ish Smith,WAS,1786.92,2020
Ivica Zubac,LAC,1326.0,2020
J.J. Barea,DAL,449.6816666666667,2020
J.P. Macura,CLE,0.6233333333333333,2020
JJ Redick,NOP,1580.9666666666667,2020
JR Smith,LAL,78.90333333333334,2020
Ja Morant,MEM,2074.3233333333333,2020
JaKarr Sampson,IND,470.645,2020
JaMychal Green,LAC,1307.0416666666667,2020
JaVale McGee,LAL,1130.0916666666667,2020
Jabari Parker,SAC,917.8116666666666,2020
Jacob Evans,MIN,418.12,2020
Jae Crowder,MIA,1874.7316666666666,2020
Jahlil Okafor,NOP,466.94166666666666,2020
Jake Layman,MIN,505.1766666666667,2020
Jakob Poeltl,SAS,1171.1166666666666,2020
Jalen Brunson,DAL,1022.0733333333334,2020
Jalen Lecque,PHX,31.60333333333333,2020
Jalen McDaniels,CHA,293.32166666666666,2020
Jamal Crawford,BKN,5.966666666666667,2020
Jamal Murray,DEN,1903.4816666666666,2020
James Ennis III,ORL,1265.905,2020
James Harden,HOU,2482.55,2020
James Johnson,MIN,619.5716666666667,2020
Jared Dudley,LAL,363.56666666666666,2020
Jared Harper,NYK,7.883333333333334,2020
Jaren Jackson Jr.,MEM,1621.9933333333333,2020
Jarred Vanderbilt,MIN,46.53666666666667,2020
Jarrell Brantley,UTA,96.03,2020
Jarrett Allen,BKN,1851.8633333333332,2020
Jarrett Culver,MIN,1505.6066666666666,2020
Jarrod Uthoff,WAS,53.15,2020
Javonte Green,BOS,467.84833333333336,2020
Jaxson Hayes,NOP,1079.715,2020
Jaylen Brown,BOS,1933.665,2020
Jaylen Hoard,POR,102.99833333333333,2020
Jaylen Nowell,MIN,151.20166666666665,2020
Jayson Tatum,BOS,2265.085,2020
Jeff Green,HOU,960.1016666666667,2020
Jeff Teague,ATL,1464.2766666666666,2020
Jerami Grant,DEN,1891.945,2020
Jeremiah Martin,BKN,99.10333333333334,2020
Jeremy Lamb,IND,1291.1533333333334,2020
Jeremy Pargo,GSW,44.31,2020
Jerian Grant,WAS,80.35166666666667,2020
Jerome Robinson,WAS,979.305,2020
Jevon Carter,PHX,945.1483333333333,2020
Jimmy Butler III,MIA,1959.1033333333332,2020
Joakim Noah,LAC,50.166666666666664,2020
Joe Chealey,CHA,33.44833333333333,2020
Joe Harris,BKN,2123.015,2020
Joe Ingles,UTA,2136.576666666667,2020
Joel Embiid,PHI,1505.815,2020
John Collins,ATL,1363.1616666666666,2020
John Henson,DET,600.2066666666667,2020
John Konchar,MEM,181.11333333333334,2020
Johnathan Motley,LAC,41.14666666666667,2020
Johnathan Williams,WAS,179.77666666666667,2020
Jonah Bolden,PHX,47.053333333333335,2020
Jonas Valančiūnas,MEM,1845.1033333333332,2020
Jonathan Isaac,ORL,979.895,2020
Jordan Bell,CLE,256.38666666666666,2020
Jordan Bone,DET,53.03,2020
Jordan Clarkson,UTA,1704.7283333333332,2020
Jordan McLaughlin,MIN,590.4466666666667,2020
Jordan McRae,DET,784.5383333333333,2020
Jordan Poole,GSW,1273.89,2020
Josh Gray,NOP,22.716666666666665,2020
Josh Hart,NOP,1755.215,2020
Josh Jackson,MEM,381.455,2020
Josh Magette,ORL,37.89333333333333,2020
Josh Okogie,MIN,1547.2933333333333,2020
Josh Reaves,DAL,28.31833333333333,2020
Josh Richardson,PHI,1693.185,2020
Jrue Holiday,NOP,2116.8166666666666,2020
Juan Toscano-Anderson,GSW,272.10333333333335,2020
Juancho Hernangomez,MIN,833.5116666666667,2020
Julius Randle,NYK,2080.4,2020
Justin Anderson,BKN,107.33333333333333,2020
Justin Holiday,IND,1825.7016666666666,2020
Justin Jackson,DAL,1044.6316666666667,2020
Justin James,SAC,232.36666666666667,2020
Justin Patton,DET,24.241666666666667,2020
Justin Robinson,WAS,48.68666666666667,2020
Justin Wright-Foreman,UTA,45.15,2020
Justise Winslow,MEM,352.25,2020
Jusuf Nurkić,POR,253.13833333333332,2020
Juwan Morgan,UTA,134.45666666666668,2020
KZ Okpala,MIA,25.975,2020
Kadeem Allen,NYK,117.05,2020
Karl-Anthony Towns,MIN,1187.03,2020
Kawhi Leonard,LAC,1848.1083333333333,2020
Keita Bates-Diop,DEN,744.3233333333334,2020
Kelan Martin,MIN,494.89666666666665,2020
Keldon Johnson,SAS,300.5966666666667,2020
Kelly Olynyk,MIA,1300.305,2020
Kelly Oubre Jr.,PHX,1933.3716666666667,2020
Kemba Walker,BOS,1742.405,2020
Kendrick Nunn,MIA,1962.4683333333332,2020
Kenrich Williams,NOP,831.8816666666667,2020
Kent Bazemore,SAC,1687.7166666666667,2020
Kentavious Caldwell-Pope,LAL,1761.9616666666666,2020
Kevin Hervey,OKC,52.12833333333333,2020
Kevin Huerter,ATL,1760.375,2020
Kevin Knox II,NYK,1166.1333333333334,2020
Kevin Love,CLE,1779.87,2020
Kevin Porter Jr.,CLE,1161.72,2020
Kevon Looney,GSW,261.6016666666667,2020
Khem Birch,ORL,922.0183333333333,2020
Khris Middleton,MIL,1852.6716666666666,2020
Khyri Thomas,DET,61.20666666666666,2020
Kostas Antetokounmpo,LAL,20.105,2020
Kris Dunn,CHI,1268.62,2020
Kristaps Porziņģis,DAL,1813.7766666666666,2020
Ky Bowman,GSW,1015.1866666666666,2020
Kyle Alexander,MIA,13.366666666666667,2020
Kyle Anderson,MEM,1329.8866666666668,2020
Kyle Guy,SAC,9.583333333333334,2020
Kyle Korver,MIL,959.98,2020
Kyle Kuzma,LAL,1526.185,2020
Kyle Lowry,TOR,2098.3216666666667,2020
Kyle O'Quinn,PHI,312.6333333333333,2020
Kyrie Irving,BKN,657.9666666666667,2020
LaMarcus Aldridge,SAS,1753.9383333333333,2020
Lance Thomas,BKN,97.75833333333334,2020
Landry Shamet,LAC,1451.93,2020
Langston Galloway,DET,1702.225,2020
Larry Nance Jr.,CLE,1472.1133333333332,2020
Lauri Markkanen,CHI,1491.5783333333334,2020
LeBron James,LAL,2316.266666666667,2020
Lonnie Walker IV,SAS,988.2983333333333,2020
Lonzo Ball,NOP,2025.215,2020
Lou Williams,LAC,1863.7083333333333,2020
Louis King,DET,62.2,2020
Luc Mbah a Moute,HOU,24.6,2020
Luguentz Dort,OKC,820.33,2020
Luka Dončić,DAL,2047.245,2020
Luka Samanic,SAS,48.416666666666664,2020
Luke Kennard,DET,921.9233333333333,2020
Luke Kornet,CHI,558.5433333333333,2020
Malcolm Brogdon,IND,1666.2683333333334,2020
Malcolm Miller,TOR,161.91833333333332,2020
Malik Beasley,MIN,1208.7116666666666,2020
Malik Monk,CHA,1169.1033333333332,2020
Malik Newman,CLE,3.683333333333333,2020
Marc Gasol,TOR,1161.1566666666668,2020
Marco Belinelli,SAS,883.4016666666666,2020
Marcus Morris Sr.,LAC,1936.2733333333333,2020
Marcus Smart,BOS,1919.27,2020
Marial Shayok,PHI,27.865,2020
Mario Hezonja,POR,871.405,2020
Markelle Fultz,ORL,1995.945,2020
Markieff Morris,LAL,1187.5333333333333,2020
Marko Guduric,MEM,483.615,2020
Marques Bolden,CLE,2.816666666666667,2020
Marquese Chriss,GSW,1196.1283333333333,2020
Marvin Bagley III,SAC,333.9266666666667,2020
Marvin Williams,MIL,1128.9166666666667,2020
Mason Plumlee,DEN,1057.2983333333334,2020
Matisse Thybulle,PHI,1287.4316666666666,2020
Matt Mooney,CLE,18.75,2020
Matt Thomas,TOR,440.02,2020
Matthew Dellavedova,CLE,820.7733333333333,2020
Maurice Harkless,NYK,1426.775,2020
Max Strus,CHI,6.233333333333333,2020
Maxi Kleber,DAL,1889.7033333333334,2020
Melvin Frazier Jr.,ORL,125.93,2020
Meyers Leonard,MIA,1033.9316666666666,2020
Mfiondu Kabengele,LAC,64.41666666666667,2020
Michael Carter-Williams,ORL,833.1433333333333,2020
Michael Frazier II,HOU,144.57,2020
Michael Kidd-Gilchrist,DAL,280.6933333333333,2020
Michael Porter Jr.,DEN,903.2866666666666,2020
Mikal Bridges,PHX,2042.1283333333333,2020
Mike Conley,UTA,1363.2733333333333,2020
Mike Muscala,OKC,571.7666666666667,2020
Mike Scott,PHI,1207.0116666666668,2020
Miles Bridges,CHA,1995.5766666666666,2020
Mitchell Robinson,NYK,1412.325,2020
Miye Oni,UTA,109.075,2020
Mo Bamba,ORL,878.3683333333333,2020
Montrezl Harrell,LAC,1749.1266666666668,2020
Monté Morris,DEN,1636.5516666666667,2020
Moritz Wagner,WAS,835.3316666666667,2020
Moses Brown,POR,32.843333333333334,2020
Mychal Mulder,GSW,203.68666666666667,2020
Myles Turner,IND,1825.8016666666667,2020
Nassir Little,POR,572.485,2020
Naz Mitrou-Long,IND,46.85,2020
Naz Reid,MIN,495.4633333333333,2020
Nemanja Bjelica,SAC,2011.1883333333333,2020
Nerlens Noel,OKC,1126.9333333333334,2020
Nic Claxton,BKN,186.85,2020
Nickeil Alexander-Walker,NOP,590.8033333333333,2020
Nicolas Batum,CHA,504.9816666666667,2020
Nicolo Melli,NOP,1042.1233333333332,2020
Nigel Williams-Goss,UTA,49.805,2020
Nikola Jokić,DEN,2335.405,2020
Nikola Vučević,ORL,1998.1783333333333,2020
Noah Vonleh,DEN,377.73833333333334,2020
Norman Powell,TOR,1478.825,2020
Norvel Pelle,PHI,231.73833333333334,2020
OG Anunoby,TOR,2065.6766666666667,2020
Omari Spellman,MIN,885.985,2020
Oshae Brissett,TOR,135.07333333333332,2020
Otto Porter Jr.,CHI,330.78,2020
P.J. Tucker,HOU,2467.233333333333,2020
P.J. Washington,CHA,1758.9916666666666,2020
PJ Dozier,DEN,411.56166666666667,2020
Pascal Siakam,TOR,2110.161666666667,2020
Pat Connaughton,MIL,1243.1333333333334,2020
Patrick Beverley,LAC,1341.7016666666666,2020
Patrick McCaw,TOR,908.1416666666667,2020
Patrick Patterson,LAC,776.1866666666666,2020
Patty Mills,SAS,1484.7483333333332,2020
Paul George,LAC,1418.8783333333333,2020
Paul Millsap,DEN,1239.95,2020
Paul Watson,TOR,87.21166666666667,2020
Quinn Cook,LAL,507.95166666666665,2020
Quinndary Weatherspoon,SAS,77.73833333333333,2020
RJ Barrett,NYK,1704.4216666666666,2020
Rajon Rondo,LAL,984.24,2020
Raul Neto,PHI,667.6,2020
Rayjon Tucker,UTA,161.44833333333332,2020
Reggie Bullock Jr.,NYK,684.325,2020
Reggie Jackson,LAC,742.66,2020
Richaun Holmes,SAC,1241.615,2020
Ricky Rubio,PHX,2016.3616666666667,2020
Robert Covington,HOU,2136.8083333333334,2020
Robert Williams III,BOS,387.7733333333333,2020
Robin Lopez,MIL,958.1083333333333,2020
Rodions Kurucs,BKN,683.525,2020
Rodney Hood,POR,618.6716666666666,2020
Rodney McGruder,LAC,871.0133333333333,2020
Romeo Langford,BOS,369.84833333333336,2020
Rondae Hollis-Jefferson,TOR,1121.895,2020
Royce O'Neale,UTA,2049.4683333333332,2020
Rudy Gay,SAS,1460.5833333333333,2020
Rudy Gobert,UTA,2332.7066666666665,2020
Rui Hachimura,WAS,1444.0316666666668,2020
Russell Westbrook,HOU,2049.1683333333335,2020
Ryan Anderson,HOU,13.966666666666667,2020
Ryan Arcidiacono,CHI,929.9733333333334,2020
Ryan Broekhoff,PHI,180.11833333333334,2020
Sekou Doumbouya,DET,753.7266666666667,2020
Semi Ojeleye,BOS,1010.595,2020
Serge Ibaka,TOR,1484.6266666666668,2020
Seth Curry,DAL,1575.7133333333334,2020
Shabazz Napier,WAS,1344.4933333333333,2020
Shai Gilgeous-Alexander,OKC,2428.335,2020
Shake Milton,PHI,805.365,2020
Shamorie Ponds,TOR,10.583333333333334,2020
Shaquille Harrison,CHI,484.3516666666667,2020
Sindarius Thornwell,NOP,35.483333333333334,2020
Skal Labissiere,ATL,566.79,2020
Solomon Hill,MIA,1088.3383333333334,2020
Spencer Dinwiddie,BKN,1994.15,2020
Stanley Johnson,TOR,149.72666666666666,2020
Stanton Kidd,UTA,15.283333333333333,2020
Stephen Curry,GSW,139.31666666666666,2020
Sterling Brown,MIL,766.68,2020
Steven Adams,OKC,1680.51,2020
Svi Mykhailiuk,DET,1265.0133333333333,2020
T.J. Leaf,IND,221.8,2020
T.J. McConnell,IND,1326.045,2020
T.J. Warren,IND,2202.3516666666665,2020
Tacko Fall,BOS,32.53666666666667,2020
Taj Gibson,NYK,1025.1666666666667,2020
Talen Horton-Tucker,LAL,81.15,2020
Tariq Owens,PHX,15.4,2020
Taurean Prince,BKN,1857.435,2020
Terance Mann,LAC,362.12,2020
Terence Davis,TOR,1209.1633333333334,2020
Terrance Ferguson,OKC,1257.4483333333333,2020
Terrence Ross,ORL,1889.0833333333333,2020
Terry Rozier,CHA,2164.46,2020
Thabo Sefolosha,HOU,435.8433333333333,2020
Thaddeus Young,CHI,1590.6616666666666,2020
Thanasis Antetokounmpo,MIL,128.63,2020
Theo Pinson,NYK,365.4116666666667,2020
Thomas Bryant,WAS,1146.7916666666667,2020
Thon Maker,DET,776.095,2020
Tim Frazier,DET,354.82666666666665,2020
Tim Hardaway Jr.,DAL,2091.3533333333335,2020
Timothe Luwawu-Cabarrot,BKN,852.6666666666666,2020
Tobias Harris,PHI,2469.1783333333333,2020
Tomas Satoransky,CHI,1877.9383333333333,2020
Tony Bradley,UTA,663.1633333333333,2020
Tony Snell,DET,1641.0766666666666,2020
Torrey Craig,DEN,1071.9316666666666,2020
Trae Young,ATL,2120.2083333333335,2020
Tremont Waters,BOS,118.64166666666667,2020
Treveon Graham,ATL,929.3316666666667,2020
Trevor Ariza,POR,1492.275,2020
Trey Burke,DAL,520.0333333333333,2020
Trey Lyles,SAS,1270.8233333333333,2020
Tristan Thompson,CLE,1721.525,2020
Troy Brown Jr.,WAS,1782.0183333333334,2020
Troy Daniels,DEN,531.9716666666667,2020
Ty Jerome,PHX,327.59,2020
Tyler Cook,DEN,54.071666666666665,2020
Tyler Herro,MIA,1508.08,2020
Tyler Johnson,BKN,709.3016666666666,2020
Tyler Zeller,SAS,3.875,2020
Tyrone Wallace,ATL,160.37833333333333,2020
Tyson Chandler,HOU,219.20666666666668,2020
Tyus Jones,MEM,1231.9766666666667,2020
Udonis Haslem,MIA,44.13,2020
Vic Law,ORL,61.888333333333335,2020
Victor Oladipo,IND,528.14,2020
Vince Carter,ATL,875.5666666666667,2020
Vincent Poirier,BOS,129.99166666666667,2020
Vlatko Čančar,DEN,45.42,2020
Wayne Ellington,NYK,558.385,2020
Wendell Carter Jr.,CHI,1255.7866666666666,2020
Wenyen Gabriel,POR,234.91833333333332,2020
Wes Iwundu,ORL,953.2933333333333,2020
Wesley Matthews,MIL,1634.865,2020
Will Barton,DEN,1915.8383333333334,2020
William Howard,HOU,13.266666666666667,2020
Willie Cauley-Stein,DAL,1097.4466666666667,2020
Willy Hernangomez,CHA,375.2183333333333,2020
Wilson Chandler,BKN,734.11,2020
Yogi Ferrell,SAC,529.76,2020
Yuta Watanabe,MEM,104.76833333333333,2020
Zach Collins,POR,289.9066666666667,2020
Zach LaVine,CHI,2085.41,2020
Zach Norvell Jr.,GSW,40.80166666666667,2020
Zhaire Smith,PHI,32.33166666666666,2020
Zion Williamson,NOP,668.1416666666667,2020
Zylan Cheatham,NOP,51.04333333333334,2020
Aaron Gordon,DEN,1383.78,2021
Aaron Holiday,IND,1176.0866666666666,2021
Aaron Nesmith,BOS,668.7316666666667,2021
Abdel Nader,PHX,355.25,2021
Adam Mokoka,CHI,56.178333333333335,2021
Al Horford,BOS,781.755,2021
Al-Farouq Aminu,CHI,434.14,2021
Alec Burks,NYK,1254.56,2021
Aleksej Pokusevski,OKC,1089.915,2021
Alen Smailagic,GSW,83.855,2021
Alex Caruso,LAL,1216.1233333333332,2021
Alex Len,WAS,978.7383333333333,2021
Alfonzo McKinnie,LAL,258.0083333333333,2021
Alize Johnson,BKN,188.69333333333333,2021
Amida Brimah,IND,29.278333333333332,2021
Amir Coffey,LAC,394.565,2021
Anderson Varejao,CLE,35.93333333333333,2021
Andre Drummond,LAL,1241.5883333333334,2021
Andre Iguodala,MIA,1338.8633333333332,2021
Andre Roberson,BKN,62.92666666666667,2021
Andrew Wiggins,GSW,2364.27,2021
Anfernee Simons,POR,1104.4566666666667,2021
Anthony Davis,LAL,1161.735,2021
Anthony Edwards,MIN,2314.1666666666665,2021
Anthony Gill,WAS,218.015,2021
Anthony Lamb,HOU,415.21,2021
Anthony Tolliver,PHI,98.97333333333333,2021
Anžejs Pasečņiks,WAS,6.316666666666666,2021
Armoni Brooks,HOU,520.36,2021
Aron Baynes,TOR,980.2766666666666,2021
Ashton Hagans,MIN,4.066666666666666,2021
Austin Rivers,DEN,844.9683333333334,2021
Avery Bradley,HOU,601.925,2021
Axel Toupane,MIL,61.21666666666667,2021
Bam Adebayo,MIA,2142.616666666667,2021
Ben McLemore,LAL,904.81,2021
Ben Simmons,PHI,1877.2883333333334,2021
Bismack Biyombo,CHA,1348.7816666666668,2021
Blake Griffin,BKN,1186.62,2021
Boban Marjanovic,DAL,271.3183333333333,2021
Bobby Portis,MIL,1372.1766666666667,2021
Bogdan Bogdanović,ATL,1305.4016666666666,2021
Bojan Bogdanovic,UTA,2215.565,2021
Bol Bol,DEN,159.65666666666667,2021
Brad Wanamaker,CHA,1053.3283333333334,2021
Bradley Beal,WAS,2146.9983333333334,2021
Brandon Clarke,MEM,1414.765,2021
Brandon Goodwin,ATL,619.5916666666667,2021
Brandon Ingram,NOP,2092.41,2021
Brian Bowen II,IND,14.865,2021
Brodric Thomas,CLE,399.27,2021
Brook Lopez,MIL,1901.7883333333334,2021
Bruce Brown,BKN,1451.1583333333333,2021
Bruno Caboclo,HOU,36.43333333333333,2021
Bruno Fernando,ATL,225.93333333333334,2021
Bryn Forbes,MIL,1354.36,2021
Buddy Hield,SAC,2432.858333333333,2021
CJ Elleby,POR,192.38333333333333,2021
CJ McCollum,POR,1599.7583333333334,2021
Caleb Martin,CHA,818.4866666666667,2021
Cam Reddish,ATL,750.3383333333334,2021
Cam Reynolds,HOU,40.483333333333334,2021
Cameron Johnson,PHX,1437.4433333333334,2021
Cameron Oliver,HOU,87.38333333333334,2021
Cameron Payne,PHX,1079.435,2021
Caris LeVert,IND,1485.34,2021
Carmelo Anthony,POR,1690.1433333333334,2021
Carsen Edwards,BOS,275.5833333333333,2021
Cassius Stanley,IND,93.31833333333333,2021
Cassius Winston,WAS,98.195,2021
Cedi Osman,CLE,1510.5083333333334,2021
Chandler Hutchison,WAS,345.80333333333334,2021
Charlie Brown Jr.,OKC,151.82666666666665,2021
Chasson Randle,ORL,837.0483333333333,2021
Chimezie Metu,SAC,488.0566666666667,2021
Chris Boucher,TOR,1452.6783333333333,2021
Chris Chiozza,BKN,232.345,2021
Chris Paul,PHX,2199.5333333333333,2021
Chris Silva,SAC,92.35833333333333,2021
Christian Wood,HOU,1325.8983333333333,2021
Chuma Okeke,ORL,1132.5533333333333,2021
Clint Capela,ATL,1898.3766666666668,2021
Coby White,CHI,2155.82,2021
Cody Martin,CHA,849.1916666666667,2021
Cody Zeller,CHA,1005.3433333333334,2021
Cole Anthony,ORL,1272.8433333333332,2021
Collin Sexton,CLE,2115.1683333333335,2021
Cory Joseph,DET,1446.1283333333333,2021
Cristiano Felicio,CHI,83.55,2021
D'Angelo Russell,MIN,1196.2566666666667,2021
D.J. Augustin,HOU,1128.8133333333333,2021
D.J. Wilson,HOU,432.63,2021
DaQuan Jeffries,SAS,492.7733333333333,2021
Dakota Mathias,PHI,123.46,2021
Damian Jones,SAC,545.7266666666667,2021
Damian Lillard,POR,2397.7966666666666,2021
Damion Lee,GSW,1079.0,2021
Damyean Dotson,CLE,907.2183333333334,2021
Daniel Gafford,WAS,791.3866666666667,2021
Daniel Oturu,LAC,160.90333333333334,2021
Daniel Theis,CHI,1600.6766666666667,2021
Danilo Gallinari,ATL,1221.8916666666667,2021
Danny Green,PHI,1934.3583333333333,2021
Danté Exum,HOU,116.14833333333333,2021
Danuel House Jr.,HOU,932.3383333333334,2021
Dario Šarić,PHX,870.4833333333333,2021
Darius Bazley,OKC,1714.205,2021
Darius Garland,CLE,1789.9433333333334,2021
Darius Miller,OKC,196.795,2021
David Nwaba,HOU,678.5633333333334,2021
Davis Bertans,WAS,1463.675,2021
De'Aaron Fox,SAC,2036.1416666666667,2021
De'Andre Hunter,ATL,677.7966666666666,2021
De'Anthony Melton,MEM,1045.2133333333334,2021
DeAndre Jordan,BKN,1246.0183333333334,2021
DeAndre' Bembry,TOR,971.875,2021
DeMar DeRozan,SAS,2056.46,2021
DeMarcus Cousins,LAC,712.8716666666667,2021
Dean Wade,CLE,1212.1083333333333,2021
Deandre Ayton,PHX,2114.59,2021
Deividas Sirvydis,DET,133.11333333333334,2021
Dejounte Murray,SAS,2139.415,2021
Delon Wright,SAC,1747.9483333333333,2021
Deni Avdija,WAS,1256.8766666666668,2021
Dennis Schröder,LAL,1956.2766666666666,2021
Dennis Smith Jr.,DET,420.0183333333333,2021
Denzel Valentine,CHI,1035.775,2021
Derrick Favors,UTA,1039.205,2021
Derrick Jones Jr.,POR,1317.9283333333333,2021
Derrick Rose,NYK,1278.8583333333333,2021
Derrick White,SAS,1063.5383333333334,2021
Desmond Bane,MEM,1518.965,2021
Devin Booker,PHX,2270.0533333333333,2021
Devin Cannady,ORL,74.35,2021
Devin Vassell,SAS,1055.9633333333334,2021
Devon Dotson,CHI,50.21333333333333,2021
Devontae Cacok,LAL,97.63333333333334,2021
Devonte' Graham,CHA,1658.6033333333332,2021
Dewayne Dedmon,MIA,210.47166666666666,2021
Didi Louzada,NOP,56.336666666666666,2021
Dillon Brooks,MEM,1996.6566666666668,2021
Domantas Sabonis,IND,2231.4466666666667,2021
Donovan Mitchell,UTA,1771.4366666666667,2021
Donta Hall,ORL,179.24833333333333,2021
Donte DiVincenzo,MIL,1814.6633333333334,2021
Dorian Finney-Smith,DAL,1920.5383333333334,2021
Doug McDermott,IND,1619.1316666666667,2021
Draymond Green,GSW,1981.7616666666668,2021
Drew Eubanks,SAS,755.2783333333333,2021
Duncan Robinson,MIA,2261.725,2021
Dwayne Bacon,ORL,1852.7833333333333,2021
Dwight Howard,PHI,1195.535,2021
Dwight Powell,DAL,965.5783333333334,2021
Dylan Windler,CLE,512.6516666666666,2021
E'Twaun Moore,PHX,388.74666666666667,2021
Ed Davis,MIN,298.93333333333334,2021
Edmond Sumner,IND,861.2033333333334,2021
Elfrid Payton,NYK,1484.41,2021
Elijah Bryant,MIL,31.57,2021
Elijah Hughes,UTA,63.715,2021
Enes Freedom,POR,1757.2366666666667,2021
