Player,Team,Minutes,year
AJ Price,CLE,323.49,2015
Aaron Brooks,CHI,1884.6133333333332,2015
Aaron Gordon,ORL,796.925,2015
Adreian Payne,MIN,739.6383333333333,2015
Al Horford,ATL,2318.1666666666665,2015
Al Jefferson,CHA,1991.7733333333333,2015
Al-Farouq Aminu,DAL,1365.7883333333334,2015
Alan Anderson,BKN,1744.2983333333334,2015
Alec Burks,UTA,899.0716666666667,2015
Alex Kirk,CLE,13.985,2015
Alex Len,PHX,1518.0,2015
Alexey Shved,NYK,767.24,2015
Alexis Ajinca,NOP,956.5366666666666,2015
Allen Crabbe,POR,682.9983333333333,2015
Alonzo Gee,POR,661.4866666666667,2015
Amar'e Stoudemire,DAL,1244.375,2015
Amir Johnson,TOR,1978.75,2015
Anderson Varejao,CLE,635.6016666666667,2015
Andre Dawkins,MIA,21.678333333333335,2015
Andre Drummond,DET,2501.858333333333,2015
Andre Iguodala,GSW,2068.5933333333332,2015
Andre Miller,SAC,1253.2716666666668,2015
Andre Roberson,OKC,1286.1133333333332,2015
Andrea Bargnani,NYK,785.3416666666667,2015
Andrei Kirilenko,BKN,36.39666666666667,2015
Andrew Bogut,GSW,1582.5333333333333,2015
Andrew Nicholson,ORL,492.0966666666667,2015
Andrew Wiggins,MIN,2968.7966666666666,2015
Anthony Bennett,MIN,893.825,2015
Anthony Davis,NOP,2454.695,2015
Anthony Morrow,OKC,1805.6133333333332,2015
Anthony Tolliver,DET,1432.785,2015
Archie Goodwin,PHX,534.8316666666667,2015
Arinze Onuaku,MIN,68.25833333333334,2015
Aron Baynes,SAS,1122.34,2015
Arron Afflalo,POR,2501.548333333333,2015
Austin Daye,ATL,343.99333333333334,2015
Austin Rivers,LAC,1562.99,2015
Avery Bradley,BOS,2427.5466666666666,2015
Ben Gordon,ORL,790.3716666666667,2015
Ben McLemore,SAC,2670.105,2015
Beno Udrih,MEM,1494.4666666666667,2015
Bernard James,DAL,157.65333333333334,2015
Bismack Biyombo,CHA,1243.1016666666667,2015
Blake Griffin,LAC,2355.7883333333334,2015
Bojan Bogdanovic,BKN,1853.8583333333333,2015
Boris Diaw,SAS,1984.3,2015
Bradley Beal,WAS,2107.4366666666665,2015
Brandan Wright,PHX,1448.5733333333333,2015
Brandon Bass,BOS,1928.67,2015
Brandon Davies,PHI,422.845,2015
Brandon Jennings,DET,1172.8066666666666,2015
Brandon Knight,PHX,2035.1916666666666,2015
Brandon Rush,GSW,271.06333333333333,2015
Brendan Haywood,CLE,119.03,2015
Brian Roberts,CHA,1329.9366666666667,2015
Brook Lopez,BKN,2100.275,2015
Bruno Caboclo,TOR,23.416666666666668,2015
Bryce Cotton,UTA,159.38666666666666,2015
C.J. Watson,IND,1421.9516666666666,2015
C.J. Wilcox,LAC,100.56666666666666,2015
CJ McCollum,POR,973.0983333333334,2015
CJ Miles,IND,1841.0616666666667,2015
Cameron Bairstow,CHI,63.531666666666666,2015
Carl Landry,SAC,1191.7133333333334,2015
Carlos Boozer,LAL,1691.71,2015
Carmelo Anthony,NYK,1427.625,2015
Caron Butler,DET,1623.4583333333333,2015
Cartier Martin,DET,198.20666666666668,2015
Chandler Parsons,DAL,2186.175,2015
Channing Frye,ORL,1869.7166666666667,2015
Charlie Villanueva,DAL,678.1,2015
Chase Budinger,MIN,1285.88,2015
Chris Andersen,MIA,1131.71,2015
Chris Bosh,MIA,1555.965,2015
Chris Copeland,IND,827.485,2015
Chris Douglas-Roberts,LAC,102.53833333333333,2015
Chris Johnson,UTA,526.765,2015
Chris Kaman,POR,1398.1716666666666,2015
Chris Paul,LAC,2857.2433333333333,2015
Chuck Hayes,TOR,255.35166666666666,2015
Cleanthony Early,NYK,647.045,2015
Clint Capela,HOU,89.63833333333334,2015
Cody Zeller,CHA,1486.685,2015
Cole Aldrich,NYK,976.2983333333333,2015
Corey Brewer,HOU,2087.385,2015
Cory Jefferson,BKN,531.1583333333333,2015
Cory Joseph,SAS,1443.6883333333333,2015
Courtney Lee,MEM,2354.4266666666667,2015
D.J. Augustin,OKC,1963.785,2015
Dahntay Jones,LAC,123.33,2015
Damian Lillard,POR,2924.565,2015
Damjan Rudez,IND,1047.395,2015
Danilo Gallinari,DEN,1425.8316666666667,2015
Danny Granger,PHX,612.7416666666667,2015
Danny Green,SAS,2311.4883333333332,2015
Dante Cunningham,NOP,1652.185,2015
Danté Exum,UTA,1817.05,2015
Darius Miller,NOP,43.36666666666667,2015
Darius Morris,BKN,299.22833333333335,2015
Darrell Arthur,DEN,987.855,2015
Darren Collison,SAC,1564.7233333333334,2015
David Lee,GSW,904.3733333333333,2015
David Stockton,SAC,33.083333333333336,2015
David Wear,SAC,6.966666666666667,2015
David West,IND,1895.31,2015
DeAndre Jordan,LAC,2820.0416666666665,2015
DeJuan Blair,WAS,180.36833333333334,2015
DeMar DeRozan,TOR,2100.2716666666665,2015
DeMarcus Cousins,SAC,2013.1816666666666,2015
DeMarre Carroll,ATL,2188.548333333333,2015
Dennis Schröder,ATL,1516.0566666666666,2015
Deron Williams,BKN,2114.036666666667,2015
Derrick Favors,UTA,2279.61,2015
Derrick Rose,CHI,1529.8816666666667,2015
Derrick Williams,SAC,1461.67,2015
Devin Harris,DAL,1685.15,2015
Devyn Marble,ORL,208.16166666666666,2015
Dewayne Dedmon,ORL,845.0616666666666,2015
Dion Waiters,OKC,2208.05,2015
Dirk Nowitzki,DAL,2281.625,2015
Donald Sloan,IND,1106.74,2015
Donatas Motiejunas,HOU,2036.9683333333332,2015
Dorell Wright,POR,592.4866666666667,2015
Doug McDermott,CHI,320.8333333333333,2015
Draymond Green,GSW,2489.991666666667,2015
Drew Gooden,WAS,863.73,2015
Drew Gordon,PHI,71.185,2015
Dwight Buycks,LAL,122.72833333333334,2015
Dwight Howard,HOU,1222.7733333333333,2015
Dwight Powell,DAL,236.35166666666666,2015
Dwyane Wade,MIA,1970.8766666666668,2015
E'Twaun Moore,CHI,504.28833333333336,2015
Earl Barron,PHX,142.83833333333334,2015
Earl Clark,BKN,93.11666666666666,2015
Ed Davis,LAL,1840.0333333333333,2015
Ekpe Udoh,LAC,128.45,2015
Elfrid Payton,ORL,2488.6666666666665,2015
Elijah Millsap,UTA,923.5983333333334,2015
Elliot Williams,PHI,118.755,2015
Elton Brand,ATL,485.67333333333335,2015
Enes Freedom,OKC,2135.64,2015
Eric Bledsoe,PHX,2799.5733333333333,2015
Eric Gordon,NOP,2018.1116666666667,2015
Eric Moreland,SAC,2.078333333333333,2015
Erick Green,DEN,409.8883333333333,2015
Ersan Ilyasova,MIL,1319.0066666666667,2015
Evan Fournier,ORL,1661.16,2015
Evan Turner,BOS,2259.7166666666667,2015
Festus Ezeli,GSW,503.625,2015
Francisco Garcia,HOU,200.40166666666667,2015
Furkan Aldemir,PHI,540.4933333333333,2015
Gal Mekel,DAL,43.48166666666667,2015
Garrett Temple,WAS,735.48,2015
Gary Harris,DEN,718.955,2015
Gary Neal,MIN,1192.3266666666666,2015
George Hill,IND,1267.1283333333333,2015
Gerald Green,PHX,1446.1833333333334,2015
Gerald Henderson,CHA,2315.055,2015
Gerald Wallace,BOS,286.1483333333333,2015
Giannis Antetokounmpo,MIL,2540.59,2015
Gigi Datome,BOS,209.21833333333333,2015
Glen Davis,LAC,904.0383333333333,2015
Glen Rice,WAS,42.60333333333333,2015
Glenn Robinson III,PHI,260.77166666666665,2015
Goran Dragic,MIA,2640.0233333333335,2015
Gordon Hayward,UTA,2617.51,2015
Gorgui Dieng,MIN,2193.028333333333,2015
Grant Jerrett,UTA,50.931666666666665,2015
Greg Monroe,DET,2137.1966666666667,2015
Greg Smith,DAL,362.805,2015
Greg Stiemsma,TOR,65.60166666666667,2015
Greivis Vasquez,TOR,1990.645,2015
Harrison Barnes,GSW,2318.3316666666665,2015
Hassan Whiteside,MIA,1142.2066666666667,2015
Hedo Turkoglu,LAC,704.6083333333333,2015
Henry Sims,PHI,1398.6116666666667,2015
Henry Walker,MIA,627.5483333333333,2015
Hollis Thompson,PHI,1775.97,2015
Ian Clark,DEN,192.19166666666666,2015
Ian Mahinmi,IND,1145.8516666666667,2015
Iman Shumpert,CLE,1544.63,2015
Isaiah Canaan,PHI,937.955,2015
Isaiah Thomas,BOS,1726.055,2015
Ish Smith,PHI,831.4566666666667,2015
J.J. Barea,DAL,1361.685,2015
JJ Hickson,DEN,1411.2733333333333,2015
JJ Redick,LAC,2409.0783333333334,2015
JR Smith,CLE,2079.4566666666665,2015
JaKarr Sampson,PHI,1131.1833333333334,2015
JaMychal Green,MEM,163.93,2015
JaVale McGee,DEN,256.02166666666665,2015
Jabari Brown,LAL,568.3616666666667,2015
Jabari Parker,MIL,738.435,2015
Jack Cooley,UTA,87.145,2015
Jae Crowder,BOS,1646.6283333333333,2015
Jamaal Franklin,DEN,13.178333333333333,2015
Jamal Crawford,LAC,1703.0366666666666,2015
Jameer Nelson,DEN,1406.015,2015
James Ennis III,MIA,1051.41,2015
James Harden,HOU,2980.865,2015
James Johnson,TOR,1369.9533333333334,2015
James Jones,CLE,669.3716666666667,2015
James Michael McAdoo,GSW,137.17,2015
James Young,BOS,332.075,2015
Jannero Pargo,CHA,73.185,2015
Jared Cunningham,LAC,89.00333333333333,2015
Jared Dudley,MIL,1716.7533333333333,2015
Jared Sullinger,BOS,1566.3483333333334,2015
Jarnell Stokes,MEM,126.14166666666667,2015
Jarrett Jack,BKN,2240.8783333333336,2015
Jason Maxiell,CHA,877.9033333333333,2015
Jason Richardson,PHI,416.46166666666664,2015
Jason Smith,NYK,1784.8666666666666,2015
Jason Terry,HOU,1641.26,2015
Jason Thompson,SAC,1990.995,2015
Jeff Adrien,HOU,215.33166666666668,2015
Jeff Ayres,SAS,382.77,2015
Jeff Green,MEM,2454.7733333333335,2015
Jeff Teague,ATL,2227.8616666666667,2015
Jeff Withey,NOP,258.585,2015
Jeffery Taylor,CHA,430.40833333333336,2015
Jerami Grant,PHI,1376.5483333333334,2015
Jerel McNeal,PHX,36.333333333333336,2015
Jeremy Evans,UTA,265.81333333333333,2015
Jeremy Lamb,OKC,632.6633333333333,2015
Jeremy Lin,LAL,1906.7233333333334,2015
Jerome Jordan,BKN,383.00666666666666,2015
Jerrelle Benimon,DEN,2.723333333333333,2015
Jerryd Bayless,MIL,1717.3783333333333,2015
Jimmer Fredette,NOP,508.9633333333333,2015
Jimmy Butler III,CHI,2513.4733333333334,2015
Joakim Noah,CHI,2048.645,2015
Jodie Meeks,DET,1462.3716666666667,2015
Joe Harris,CLE,492.99,2015
Joe Ingles,UTA,1672.6033333333332,2015
Joe Johnson,BKN,2790.8733333333334,2015
Joel Anthony,DET,406.44,2015
Joel Freeland,POR,616.655,2015
Joey Dorsey,HOU,854.33,2015
Joffrey Lauvergne,DEN,267.9533333333333,2015
John Henson,MIL,1228.465,2015
John Jenkins,ATL,297.12333333333333,2015
John Lucas III,DET,271.735,2015
John Salmons,NOP,269.695,2015
John Wall,WAS,2836.5333333333333,2015
Johnny O'Bryant III,MIL,367.62666666666667,2015
Jon Leuer,MEM,824.0133333333333,2015
Jonas Jerebko,BOS,1230.16,2015
Jonas Valančiūnas,TOR,2095.9133333333334,2015
Jordan Adams,MEM,248.41833333333332,2015
Jordan Clarkson,LAL,1475.8233333333333,2015
Jordan Farmar,LAC,529.44,2015
Jordan Hamilton,LAC,122.07,2015
Jordan Hill,LAL,1874.29,2015
Jorge Gutierrez,MIL,174.405,2015
Jose Calderon,NYK,1270.2283333333332,2015
Josh McRoberts,MIA,295.8933333333333,2015
Josh Smith,HOU,2300.5216666666665,2015
Jrue Holiday,NOP,1303.0033333333333,2015
Julius Randle,LAL,13.566666666666666,2015
Justin Hamilton,MIN,712.5566666666666,2015
Justin Holiday,GSW,657.4533333333334,2015
Jusuf Nurkić,DEN,1103.2583333333334,2015
KJ McDaniels,HOU,1351.895,2015
Kalin Lucas,MEM,5.53,2015
Kawhi Leonard,SAS,2032.9,2015
Kelly Olynyk,BOS,1423.4466666666667,2015
Kemba Walker,CHA,2118.6033333333335,2015
Kendall Marshall,MIL,417.45,2015
Kendrick Perkins,CLE,1148.2933333333333,2015
Kenneth Faried,DEN,2085.905,2015
Kent Bazemore,ATL,1323.49,2015
Kentavious Caldwell-Pope,DET,2586.805,2015
Kenyon Martin,MIL,104.065,2015
Kevin Durant,OKC,912.615,2015
Kevin Garnett,MIN,952.4616666666667,2015
Kevin Love,CLE,2531.765,2015
Kevin Martin,MIN,1302.4666666666667,2015
Kevin Seraphin,WAS,1235.1366666666668,2015
Khris Middleton,MIL,2378.1183333333333,2015
Kirk Hinrich,CHI,1609.9666666666667,2015
Klay Thompson,GSW,2454.59,2015
Kobe Bryant,LAL,1206.8683333333333,2015
Kosta Koufos,MEM,1348.2466666666667,2015
Kostas Papanikolaou,HOU,795.43,2015
Kris Humphries,WAS,1344.9566666666667,2015
Kyle Anderson,SAS,358.08,2015
Kyle Korver,ATL,2417.7816666666668,2015
Kyle Lowry,TOR,2414.4,2015
Kyle O'Quinn,ORL,823.9066666666666,2015
Kyle Singler,OKC,1743.6383333333333,2015
Kyrie Irving,CLE,2729.8633333333332,2015
LaMarcus Aldridge,POR,2511.588333333333,2015
Lance Stephenson,CHA,1573.2383333333332,2015
Lance Thomas,NYK,1490.645,2015
Landry Fields,TOR,216.47333333333333,2015
Langston Galloway,NYK,1457.4033333333334,2015
Larry Drew II,PHI,219.10666666666665,2015
Larry Sanders,MIL,585.5616666666666,2015
Lavoy Allen,IND,1070.0483333333334,2015
LeBron James,CLE,2493.4216666666666,2015
Leandro Barbosa,GSW,982.1566666666666,2015
Lester Hudson,LAC,55.553333333333335,2015
Lorenzo Brown,MIN,548.6133333333333,2015
Lou Amundson,NYK,937.2516666666667,2015
Lou Williams,TOR,2015.515,2015
Luc Mbah a Moute,PHI,1916.3766666666668,2015
Lucas Nogueira,TOR,23.05,2015
Luis Scola,IND,1659.0633333333333,2015
Luke Babbitt,NOP,829.5733333333334,2015
Luke Ridnour,ORL,682.925,2015
Luol Deng,MIA,2420.556666666667,2015
Malcolm Lee,PHI,2.0166666666666666,2015
Malcolm Thomas,PHI,194.28,2015
Manu Ginobili,SAS,1586.8683333333333,2015
Marc Gasol,MEM,2687.03,2015
Marcin Gortat,WAS,2452.7166666666667,2015
Marco Belinelli,SAS,1388.3433333333332,2015
Marcus Morris Sr.,PHX,2045.0033333333333,2015
Marcus Smart,BOS,1808.2266666666667,2015
Marcus Thornton,PHX,720.5916666666667,2015
Mario Chalmers,MIA,2368.358333333333,2015
Markel Brown,BKN,781.4166666666666,2015
Markieff Morris,PHX,2580.6883333333335,2015
Marreese Speights,GSW,1206.9533333333334,2015
Martell Webster,WAS,351.62833333333333,2015
Marvin Williams,CHA,2034.6916666666666,2015
Mason Plumlee,BKN,1742.62,2015
Matt Barnes,LAC,2271.2233333333334,2015
Matt Bonner,SAS,935.465,2015
Matthew Dellavedova,CLE,1380.2333333333333,2015
Maurice Harkless,ORL,674.2233333333334,2015
Meyers Leonard,POR,846.585,2015
Michael Beasley,MIA,504.805,2015
Michael Carter-Williams,MIL,2149.943333333333,2015
Michael Kidd-Gilchrist,CHA,1587.37,2015
Mike Conley,MEM,2224.985,2015
Mike Dunleavy,CHI,1837.7966666666666,2015
Mike Miller,CLE,701.18,2015
Mike Muscala,ATL,502.14,2015
Mike Scott,ATL,1123.0566666666666,2015
Miles Plumlee,MIL,1194.2366666666667,2015
Miroslav Raduljica,MIN,22.75,2015
Mirza Teletovic,BKN,892.3683333333333,2015
Mitch McGary,OKC,484.935,2015
Mo Williams,CHA,1980.1666666666667,2015
Monta Ellis,DAL,2699.245,2015
Nate Robinson,DEN,590.9333333333333,2015
Nate Wolters,MIL,246.67833333333334,2015
Nazr Mohammed,CHI,128.04333333333332,2015
Nene,WAS,1693.4733333333334,2015
Nerlens Noel,PHI,2311.2366666666667,2015
Nick Calathes,MEM,837.9366666666666,2015
Nick Collison,OKC,1100.7333333333333,2015
Nick Johnson,HOU,262.34833333333336,2015
Nick Young,LAL,1000.18,2015
Nicolas Batum,POR,2380.0933333333332,2015
Nik Stauskas,SAC,1126.52,2015
Nikola Mirotic,CHI,1654.1216666666667,2015
Nikola Pekovic,MIN,815.0616666666666,2015
Nikola Vučević,ORL,2528.6633333333334,2015
Noah Vonleh,CHA,258.51666666666665,2015
Norris Cole,NOP,1831.1083333333333,2015
O.J. Mayo,MIL,1697.365,2015
Ognjen Kuzmic,GSW,71.73666666666666,2015
Omer Asik,NOP,1981.8083333333334,2015
Omri Casspi,SAC,1416.3816666666667,2015
Otto Porter Jr.,WAS,1432.055,2015
P.J. Tucker,PHX,2383.45,2015
PJ Hairston,CHA,687.2733333333333,2015
Pablo Prigioni,HOU,1196.6283333333333,2015
Patrick Beverley,HOU,1726.6783333333333,2015
Patrick Christopher,MEM,28.733333333333334,2015
Patrick Patterson,TOR,2156.29,2015
Patty Mills,SAS,801.33,2015
Pau Gasol,CHI,2680.7433333333333,2015
Paul George,IND,90.91666666666667,2015
Paul Millsap,ATL,2389.5333333333333,2015
Paul Pierce,WAS,1913.665,2015
Pero Antic,ATL,1037.2133333333334,2015
Perry Jones III,OKC,631.1616666666666,2015
Phil Pressey,BOS,600.1483333333333,2015
Quincy Acy,NYK,1287.0816666666667,2015
Quincy Miller,DET,119.73166666666667,2015
Quincy Pondexter,NOP,1793.4766666666667,2015
Rajon Rondo,DAL,2018.8216666666667,2015
Ramon Sessions,WAS,1188.0733333333333,2015
Randy Foye,DEN,1086.48,2015
Rasual Butler,WAS,1504.6316666666667,2015
Ray McCallum,SAC,1435.7916666666667,2015
Raymond Felton,DAL,281.39,2015
Reggie Bullock Jr.,PHX,337.88166666666666,2015
Reggie Evans,SAC,763.8416666666667,2015
Reggie Jackson,DET,2268.2433333333333,2015
Reggie Williams,SAS,105.065,2015
Richard Jefferson,DAL,1244.1483333333333,2015
Ricky Ledo,NYK,244.04166666666666,2015
Ricky Rubio,MIN,692.1266666666667,2015
Robbie Hummel,MIN,741.79,2015
Robert Covington,PHI,1955.9216666666666,2015
Robert Sacre,LAL,1133.3183333333334,2015
Robin Lopez,POR,1637.8583333333333,2015
Rodney Hood,UTA,1064.38,2015
Rodney Stuckey,IND,1873.5033333333333,2015
Ronnie Price,LAL,982.0733333333334,2015
Ronny Turiaf,MIN,19.366666666666667,2015
Roy Hibbert,IND,1926.425,2015
Rudy Gay,SAC,2408.2483333333334,2015
Rudy Gobert,UTA,2158.425,2015
Russ Smith,MEM,65.06666666666666,2015
Russell Westbrook,OKC,2301.8233333333333,2015
Ryan Anderson,NOP,1674.66,2015
Ryan Hollins,SAC,441.0783333333333,2015
Ryan Kelly,LAL,1233.2366666666667,2015
Samuel Dalembert,NYK,543.5833333333334,2015
Sean Kilpatrick,MIN,71.515,2015
Sebastian Telfair,OKC,327.0833333333333,2015
Serge Ibaka,OKC,2115.785,2015
Sergey Karasev,BKN,555.2233333333334,2015
Seth Curry,PHX,7.8,2015
Shabazz Muhammad,MIN,865.6233333333333,2015
Shabazz Napier,MIA,1011.58,2015
Shane Larkin,NYK,1864.575,2015
Shannon Brown,MIA,88.76,2015
Shaun Livingston,GSW,1468.2283333333332,2015
Shavlik Randolph,PHX,126.24666666666667,2015
Shawn Marion,CLE,1100.8383333333334,2015
Shawne Williams,DET,1086.6966666666667,2015
Shayne Whittington,IND,108.16166666666666,2015
Shelvin Mack,ATL,832.7683333333333,2015
Sim Bhullar,SAC,2.685,2015
Solomon Hill,IND,2380.963333333333,2015
Spencer Dinwiddie,DET,455.26166666666666,2015
Spencer Hawes,LAC,1274.02,2015
Stephen Curry,GSW,2613.2,2015
Steve Blake,POR,1529.1816666666666,2015
Steve Novak,OKC,197.145,2015
Steven Adams,OKC,1770.55,2015
T.J. Warren,PHX,614.13,2015
Taj Gibson,CHI,1691.9033333333334,2015
Tarik Black,LAL,1195.3133333333333,2015
Tayshaun Prince,DET,1396.7416666666666,2015
Terrence Jones,HOU,889.4716666666667,2015
Terrence Ross,TOR,2091.7683333333334,2015
Thabo Sefolosha,ATL,975.6566666666666,2015
Thaddeus Young,BKN,2433.9816666666666,2015
Thomas Robinson,PHI,797.7066666666667,2015
Tiago Splitter,SAS,1029.815,2015
Tim Duncan,SAS,2226.8016666666667,2015
Tim Frazier,POR,239.49833333333333,2015
Tim Hardaway Jr.,NYK,1681.2633333333333,2015
Timofey Mozgov,CLE,2045.53,2015
Tobias Harris,ORL,2369.1366666666668,2015
Toney Douglas,NOP,176.56666666666666,2015
Tony Allen,MEM,1647.6983333333333,2015
Tony Parker,SAS,1952.615,2015
Tony Snell,CHI,1412.1583333333333,2015
Tony Wroten,PHI,894.57,2015
Toure' Murry,UTA,18.125,2015
Travis Wear,NYK,671.9933333333333,2015
Trevor Ariza,HOU,2930.12,2015
Trevor Booker,UTA,1563.8333333333333,2015
Trey Burke,UTA,2287.8416666666667,2015
Tristan Thompson,CLE,2193.9383333333335,2015
Troy Daniels,CHA,397.39666666666665,2015
Ty Lawson,DEN,2665.411666666667,2015
Tyler Ennis,MIL,411.42333333333335,2015
Tyler Hansbrough,TOR,1057.6,2015
Tyler Johnson,MIA,602.9966666666667,2015
Tyler Zeller,BOS,1730.775,2015
Tyreke Evans,NOP,2689.8166666666666,2015
Tyrus Thomas,MEM,6.516666666666667,2015
Tyson Chandler,DAL,2285.84,2015
Udonis Haslem,MIA,994.8116666666666,2015
Vander Blue,LAL,73.71666666666667,2015
Victor Claver,POR,75.98333333333333,2015
Victor Oladipo,ORL,2572.7883333333334,2015
Vince Carter,MEM,1091.2433333333333,2015
Wayne Ellington,LAL,1674.6383333333333,2015
Wesley Johnson,LAL,2244.5633333333335,2015
Wesley Matthews,POR,2024.1716666666666,2015
Will Barton,DEN,983.8633333333333,2015
Will Bynum,WAS,66.68666666666667,2015
Will Cherry,TOR,69.42166666666667,2015
Willie Green,ORL,951.1966666666667,2015
Wilson Chandler,DEN,2471.1516666666666,2015
Xavier Henry,LAL,85.56666666666666,2015
Zach LaVine,MIN,1901.7216666666666,2015
Zach Randolph,MEM,2303.59,2015
Zaza Pachulia,MIL,1729.6666666666667,2015
Zoran Dragic,MIA,75.22333333333333,2015
Aaron Brooks,CHI,1107.71,2016
Aaron Gordon,ORL,1863.12,2016
Aaron Harrison,CHA,93.3,2016
Adreian Payne,MIN,485.59,2016
Al Horford,ATL,2631.181666666667,2016
Al Jefferson,CHA,1096.4383333333333,2016
Al-Farouq Aminu,POR,2340.8883333333333,2016
Alan Anderson,WAS,192.18333333333334,2016
Alan Williams,PHX,68.15,2016
Alec Burks,UTA,797.2733333333333,2016
Alex Len,PHX,1820.795,2016
Alex Stepheson,MEM,72.15166666666667,2016
Alexis Ajinca,NOP,860.715,2016
Allen Crabbe,POR,2104.9583333333335,2016
Alonzo Gee,NOP,1632.0016666666668,2016
Amar'e Stoudemire,MIA,762.3016666666666,2016
Amir Johnson,BOS,1800.1283333333333,2016
Anderson Varejao,GSW,495.6066666666667,2016
Andre Drummond,DET,2665.4666666666667,2016
Andre Iguodala,GSW,1731.6416666666667,2016
Andre Miller,SAS,461.19,2016
Andre Roberson,OKC,1553.2916666666667,2016
Andrea Bargnani,BKN,633.66,2016
Andrew Bogut,GSW,1451.26,2016
Andrew Goudelock,HOU,49.708333333333336,2016
Andrew Nicholson,ORL,822.7716666666666,2016
Andrew Wiggins,MIN,2844.59,2016
Anthony Bennett,TOR,84.24666666666667,2016
Anthony Brown,LAL,598.6666666666666,2016
Anthony Davis,NOP,2164.26,2016
Anthony Morrow,OKC,926.4316666666666,2016
Anthony Tolliver,DET,1340.61,2016
Archie Goodwin,PHX,1113.7783333333334,2016
Aron Baynes,DET,1232.9466666666667,2016
Arron Afflalo,NYK,2370.923333333333,2016
Austin Rivers,LAC,1463.775,2016
Avery Bradley,BOS,2536.1233333333334,2016
Axel Toupane,DEN,305.425,2016
Ben McLemore,SAC,1442.7833333333333,2016
Beno Udrih,MEM,707.6533333333333,2016
Bismack Biyombo,TOR,1807.8433333333332,2016
Blake Griffin,LAC,1170.2816666666668,2016
Boban Marjanovic,SAS,507.805,2016
Bobby Portis,CHI,1102.08,2016
Bojan Bogdanovic,BKN,2114.6283333333336,2016
Boris Diaw,SAS,1385.53,2016
Bradley Beal,WAS,1708.245,2016
Brandan Wright,MEM,212.12333333333333,2016
Branden Dawson,LAC,28.865,2016
Brandon Bass,LAL,1342.4116666666666,2016
Brandon Jennings,ORL,867.505,2016
Brandon Knight,PHX,1870.3866666666668,2016
Brandon Rush,GSW,1054.7416666666666,2016
Brian Roberts,POR,470.14666666666665,2016
Briante Weber,MIA,168.655,2016
Brook Lopez,BKN,2456.548333333333,2016
Bruno Caboclo,TOR,42.68333333333333,2016
Bryce Cotton,MEM,38.75833333333333,2016
Bryce Dejean-Jones,NOP,278.5566666666667,2016
C.J. Watson,ORL,655.7033333333334,2016
C.J. Wilcox,LAC,166.81833333333333,2016
CJ McCollum,POR,2779.7616666666668,2016
CJ Miles,IND,1463.6066666666666,2016
Cameron Bairstow,DET,102.6,2016
Cameron Payne,OKC,697.6133333333333,2016
Carl Landry,PHI,569.39,2016
Carmelo Anthony,NYK,2529.8,2016
Caron Butler,SAC,175.66833333333332,2016
Chandler Parsons,DAL,1799.39,2016
Channing Frye,CLE,1199.4066666666668,2016
Charlie Villanueva,DAL,665.0366666666666,2016
Chase Budinger,PHX,929.7166666666667,2016
Chris Andersen,MEM,402.5316666666667,2016
Chris Bosh,MIA,1777.9183333333333,2016
Chris Copeland,MIL,155.93,2016
Chris Johnson,UTA,856.855,2016
Chris Kaman,POR,111.76666666666667,2016
Chris McCullough,BKN,362.385,2016
Chris Paul,LAC,2420.2383333333332,2016
Christian Wood,PHI,144.79833333333335,2016
Chuck Hayes,LAC,23.833333333333332,2016
Cleanthony Early,NYK,153.82333333333332,2016
Cliff Alexander,POR,35.958333333333336,2016
Clint Capela,HOU,1470.71,2016
Cody Zeller,CHA,1773.7316666666666,2016
Cole Aldrich,LAC,799.6366666666667,2016
Corey Brewer,HOU,1668.8833333333334,2016
Cory Jefferson,PHX,50.06333333333333,2016
Cory Joseph,TOR,2046.4016666666666,2016
Coty Clarke,BOS,5.801666666666667,2016
Courtney Lee,CHA,2334.4733333333334,2016
Cristiano Felicio,CHI,320.7033333333333,2016
D'Angelo Russell,LAL,2259.08,2016
D.J. Augustin,DEN,1177.6233333333332,2016
Dahntay Jones,CLE,42.35,2016
Damian Lillard,POR,2675.7616666666668,2016
Damien Inglis,MIL,156.35166666666666,2016
Damjan Rudez,MIN,277.285,2016
Danilo Gallinari,DEN,1838.7066666666667,2016
Danny Green,SAS,2061.525,2016
Dante Cunningham,NOP,1970.9483333333333,2016
Darrell Arthur,DEN,1515.9916666666666,2016
Darren Collison,SAC,2218.846666666667,2016
Darrun Hilliard,DET,383.01666666666665,2016
David Lee,DAL,902.93,2016
David West,SAS,1404.2283333333332,2016
DeAndre Jordan,LAC,2597.681666666667,2016
DeJuan Blair,WAS,218.07,2016
DeMar DeRozan,TOR,2803.795,2016
DeMarcus Cousins,SAC,2245.835,2016
DeMarre Carroll,TOR,786.4416666666667,2016
Delon Wright,TOR,229.275,2016
Dennis Schröder,ATL,1620.9583333333333,2016
Deron Williams,DAL,2106.0216666666665,2016
Derrick Favors,UTA,1983.2016666666666,2016
Derrick Rose,CHI,2097.423333333333,2016
Derrick Williams,NYK,1434.865,2016
Devin Booker,PHX,2107.665,2016
Devin Harris,DAL,1280.45,2016
Devyn Marble,ORL,248.74666666666667,2016
Dewayne Dedmon,ORL,704.875,2016
Dion Waiters,OKC,2151.6233333333334,2016
Dirk Nowitzki,DAL,2363.5066666666667,2016
Donald Sloan,BKN,1317.8033333333333,2016
Donatas Motiejunas,HOU,546.6933333333334,2016
