team,year,RAPM,win_pct
Washington Wizards,2018,0.28663350304140117,0.524390243902439
Minnesota Timberwolves,2018,-0.17020566556337147,0.573170731707317
Detroit Pistons,2018,-0.44973559528348633,0.4756097560975609
Denver Nuggets,2018,-0.5114332189934879,0.5609756097560976
Charlotte Hornets,2018,0.24808965049046777,0.4390243902439024
Los Angeles Clippers,2018,0.6155431524347661,0.5121951219512195
Los Angeles Lakers,2018,-0.7675779389953412,0.4268292682926829
New York Knicks,2018,-1.7869414568213844,0.3536585365853658
Sacramento Kings,2018,-1.7831677927129084,0.3292682926829268
Brooklyn Nets,2018,-1.4098485997213703,0.3414634146341463
Dallas Mavericks,2018,-0.9284704079213759,0.2926829268292683
Chicago Bulls,2018,-1.6952479208828735,0.3292682926829268
Orlando Magic,2018,-1.6776988754371653,0.3048780487804878
Memphis Grizzlies,2018,-1.0466408990476468,0.2682926829268293
Phoenix Suns,2018,-1.787932185970245,0.2560975609756097
Atlanta Hawks,2018,-1.8541457695356016,0.2926829268292683
Golden State Warriors,2019,1.5198736346040562,0.6951219512195121
Milwaukee Bucks,2019,1.5209010439174702,0.7317073170731707
Denver Nuggets,2019,-0.032296935356248016,0.6585365853658537
Toronto Raptors,2019,1.8145146058624595,0.7073170731707317
Portland Trail Blazers,2019,0.1527299074737614,0.6463414634146342
Philadelphia 76ers,2019,0.3517367014502572,0.6219512195121951
Houston Rockets,2019,1.4170624339674762,0.6463414634146342
Boston Celtics,2019,0.9925530652476044,0.5975609756097561
Indiana Pacers,2019,0.3130018601554169,0.5853658536585366
Utah Jazz,2019,1.28449683062281,0.6097560975609756
Brooklyn Nets,2019,-0.19075656713996422,0.5121951219512195
Oklahoma City Thunder,2019,0.6977284159814753,0.5975609756097561
San Antonio Spurs,2019,0.3729335229680162,0.5853658536585366
Orlando Magic,2019,-0.366969264875024,0.5121951219512195
Detroit Pistons,2019,-0.12165438798446142,0.5
Los Angeles Clippers,2019,-0.13851258019083273,0.5853658536585366
Charlotte Hornets,2019,-0.5225025446520472,0.4756097560975609
Sacramento Kings,2019,-0.35657528953974743,0.4756097560975609
Miami Heat,2019,0.3579669526691885,0.4756097560975609
Los Angeles Lakers,2019,-0.36040840894718285,0.4512195121951219
Washington Wizards,2019,-0.7558893014794966,0.3902439024390244
Minnesota Timberwolves,2019,-0.04996968439277655,0.4390243902439024
Atlanta Hawks,2019,-1.4031206160017393,0.3536585365853658
Memphis Grizzlies,2019,-0.3872243043935723,0.4024390243902439
New Orleans Pelicans,2019,-0.37214836413367847,0.4024390243902439
Chicago Bulls,2019,-1.555852707097522,0.2682926829268293
Dallas Mavericks,2019,-0.6076953992226591,0.4024390243902439
Cleveland Cavaliers,2019,-2.4717563804816973,0.2317073170731707
Phoenix Suns,2019,-1.658549824971922,0.2317073170731707
New York Knicks,2019,-2.328883891606386,0.2073170731707317
Los Angeles Lakers,2020,1.1031235822779688,0.7323943661971831
Milwaukee Bucks,2020,1.756680399356886,0.7671232876712328
Los Angeles Clippers,2020,1.4102101922830095,0.6805555555555556
Toronto Raptors,2020,1.2039613748990874,0.7361111111111112
Denver Nuggets,2020,-0.31754651038220677,0.6301369863013698
Boston Celtics,2020,1.3450523618282657,0.6666666666666666
Houston Rockets,2020,0.9286849325859873,0.6111111111111112
Indiana Pacers,2020,0.20658721150208095,0.6164383561643836
Miami Heat,2020,0.03709189993664389,0.6027397260273972
Oklahoma City Thunder,2020,0.21166488913976308,0.6111111111111112
Philadelphia 76ers,2020,0.32073566590664376,0.589041095890411
Utah Jazz,2020,0.6498583298795806,0.6111111111111112
Brooklyn Nets,2020,-0.3867263071285737,0.4861111111111111
Dallas Mavericks,2020,0.5497539243368935,0.5733333333333334
Orlando Magic,2020,-0.5661343836346872,0.4520547945205479
Portland Trail Blazers,2020,-0.3127991676086436,0.4729729729729729
Washington Wizards,2020,-1.0643993920683543,0.3472222222222222
Memphis Grizzlies,2020,-0.1952771059131914,0.4657534246575342
Charlotte Hornets,2020,-1.7562128839261928,0.3538461538461538
Phoenix Suns,2020,0.10743628022927348,0.4657534246575342
Chicago Bulls,2020,-0.8595193088782561,0.3384615384615385
San Antonio Spurs,2020,-0.08824170913015396,0.4507042253521127
New York Knicks,2020,-1.6245567356604411,0.3181818181818182
Sacramento Kings,2020,-0.2287516109568657,0.4305555555555556
Detroit Pistons,2020,-1.1190477911545813,0.303030303030303
New Orleans Pelicans,2020,-0.15703556129279014,0.4166666666666667
Atlanta Hawks,2020,-1.3450782141733282,0.2985074626865671
Minnesota Timberwolves,2020,-1.11917475923396,0.296875
Cleveland Cavaliers,2020,-1.7094007912171145,0.2923076923076923
Golden State Warriors,2020,-1.5088595408024446,0.2307692307692307
Philadelphia 76ers,2021,0.7045889954868975,0.6805555555555556
Utah Jazz,2021,1.4003882687775255,0.7222222222222222
Brooklyn Nets,2021,1.0990944718089868,0.6666666666666666
Phoenix Suns,2021,1.3752856100433517,0.7083333333333334
Denver Nuggets,2021,0.47036343362421895,0.6527777777777778
Milwaukee Bucks,2021,1.2053429597430685,0.6388888888888888
Los Angeles Clippers,2021,1.4220060514981405,0.6527777777777778
New York Knicks,2021,-0.048638395163218835,0.5694444444444444
Atlanta Hawks,2021,0.016734661083474454,0.5694444444444444
Dallas Mavericks,2021,0.2772542875195776,0.5833333333333334
Miami Heat,2021,-0.28188540426300307,0.5555555555555556
Portland Trail Blazers,2021,0.6453851646293318,0.5833333333333334
Boston Celtics,2021,-0.1321606597743375,0.5
Los Angeles Lakers,2021,0.6171937280850296,0.5833333333333334
Memphis Grizzlies,2021,-0.06414031567087912,0.5277777777777778
Washington Wizards,2021,-0.27869147998895605,0.4722222222222222
Golden State Warriors,2021,0.3180711420392593,0.5416666666666666
Indiana Pacers,2021,0.0545499889550653,0.4722222222222222
San Antonio Spurs,2021,-0.3349794042871415,0.4583333333333333
Charlotte Hornets,2021,-0.8310536050701868,0.4583333333333333
New Orleans Pelicans,2021,-0.06427553400321512,0.4305555555555556
Chicago Bulls,2021,-0.6866563448782536,0.4305555555555556
Sacramento Kings,2021,-0.4858078437156716,0.4305555555555556
Toronto Raptors,2021,-0.12400085024867122,0.375
Cleveland Cavaliers,2021,-1.5875522706401282,0.3055555555555556
Minnesota Timberwolves,2021,-0.7982282390117782,0.3194444444444444
Orlando Magic,2021,-2.371621863588538,0.2916666666666667
Oklahoma City Thunder,2021,-1.9143918335872347,0.3055555555555556
Houston Rockets,2021,-1.1554015410045184,0.2361111111111111
Detroit Pistons,2021,-1.441168883104125,0.2777777777777778
Miami Heat,2022,0.4971597507074541,0.6463414634146342
Phoenix Suns,2022,1.0379232930547972,0.7804878048780488
Boston Celtics,2022,2.244140547257284,0.6219512195121951
Memphis Grizzlies,2022,0.9425776106155158,0.6829268292682927
Milwaukee Bucks,2022,0.9927095766223666,0.6219512195121951
Golden State Warriors,2022,1.1783488870992844,0.6463414634146342
Philadelphia 76ers,2022,0.7071440529707985,0.6219512195121951
Dallas Mavericks,2022,0.8196069876698335,0.6341463414634146
Utah Jazz,2022,0.7749916800163096,0.5975609756097561
Toronto Raptors,2022,0.5265167435200317,0.5853658536585366
Chicago Bulls,2022,-0.35810620551080513,0.5609756097560976
Denver Nuggets,2022,-0.8001285001901756,0.5853658536585366
Minnesota Timberwolves,2022,0.29432534132132326,0.5609756097560976
Brooklyn Nets,2022,0.26696046566719916,0.5365853658536586
Cleveland Cavaliers,2022,0.0675414958965248,0.5365853658536586
Los Angeles Clippers,2022,0.47493537326163404,0.5121951219512195
Atlanta Hawks,2022,0.45720412962951407,0.524390243902439
New Orleans Pelicans,2022,-0.03024132803321761,0.4390243902439024
San Antonio Spurs,2022,-0.5920564122307551,0.4146341463414634
Charlotte Hornets,2022,0.2277058039863018,0.524390243902439
New York Knicks,2022,0.15777537626335394,0.4512195121951219
Los Angeles Lakers,2022,-0.5680808009952433,0.4024390243902439
Sacramento Kings,2022,-1.181033219496558,0.3658536585365853
Washington Wizards,2022,-0.8946765240543266,0.4268292682926829
Indiana Pacers,2022,-0.7187305983357481,0.3048780487804878
Portland Trail Blazers,2022,-2.180769070433607,0.3292682926829268
Detroit Pistons,2022,-1.507965999642903,0.2804878048780488
Oklahoma City Thunder,2022,-1.8713632256504045,0.2926829268292683
Houston Rockets,2022,-1.9497687250346123,0.2439024390243902
Orlando Magic,2022,-1.5944485192039146,0.2682926829268293
Milwaukee Bucks,2023,0.8365319916198063,0.7073170731707317
Denver Nuggets,2023,-0.026643327920943753,0.6463414634146342
Boston Celtics,2023,1.7858760057908651,0.6951219512195121
Memphis Grizzlies,2023,0.5868205144997091,0.6219512195121951
Philadelphia 76ers,2023,0.7831034364483933,0.6585365853658537
Sacramento Kings,2023,0.16625483102544644,0.5853658536585366
Phoenix Suns,2023,0.13273614096277614,0.5487804878048781
Cleveland Cavaliers,2023,0.9143040862261725,0.6219512195121951
Los Angeles Clippers,2023,0.06122405351005055,0.5365853658536586
New York Knicks,2023,0.924085334099871,0.573170731707317
Golden State Warriors,2023,0.6249141049056449,0.5365853658536586
Brooklyn Nets,2023,0.10107118932313656,0.5487804878048781
Miami Heat,2023,-0.009553461446175244,0.5365853658536586
Los Angeles Lakers,2023,0.33092923815891123,0.524390243902439
Atlanta Hawks,2023,0.07774611651836356,0.5
Minnesota Timberwolves,2023,0.07494553680360924,0.5121951219512195
New Orleans Pelicans,2023,0.3973802902498889,0.5121951219512195
Toronto Raptors,2023,0.42826547332181647,0.5
Chicago Bulls,2023,0.11609386828868877,0.4878048780487805
Oklahoma City Thunder,2023,-0.19258631499424547,0.4878048780487805
Indiana Pacers,2023,-0.7106414547949808,0.4268292682926829
Dallas Mavericks,2023,-0.30316427154893816,0.4634146341463415
Utah Jazz,2023,-0.48522609123441823,0.4512195121951219
Washington Wizards,2023,-0.5895107420051445,0.4268292682926829
Portland Trail Blazers,2023,-1.309729519222763,0.4024390243902439
Orlando Magic,2023,-0.43797736253742586,0.4146341463414634
Charlotte Hornets,2023,-1.1674533140130416,0.3292682926829268
Houston Rockets,2023,-2.001522607905948,0.2682926829268293
San Antonio Spurs,2023,-2.0865867479215474,0.2682926829268293
Detroit Pistons,2023,-2.333447553866913,0.2073170731707317
