expense_M,win_pct,source,income,income_M
193.70212765957444,0.7439024390243902,upper_bound,66397672.34042555,66.39767234042556
193.52315394242805,0.743765072193901,upper_bound,66576646.05757195,66.57664605757195
193.3441802252816,0.742849293323972,upper_bound,66755619.774718404,66.7556197747184
193.16520650813516,0.7419335144540431,upper_bound,66934593.49186483,66.93459349186483
192.98623279098874,0.7410177355841142,upper_bound,67113567.20901126,67.11356720901125
192.80725907384232,0.7401019567141854,upper_bound,67292540.92615768,67.29254092615768
192.62828535669587,0.7391861778442564,upper_bound,67471514.64330414,67.47151464330413
192.44931163954942,0.7382703989743276,upper_bound,67650488.36045057,67.65048836045057
192.270337922403,0.7373546201043988,upper_bound,67829462.07759699,67.82946207759699
192.09136420525658,0.7364388412344699,upper_bound,68008435.79474342,68.00843579474342
191.91239048811013,0.735523062364541,upper_bound,68187409.51188987,68.18740951188987
191.7334167709637,0.734607283494612,upper_bound,68366383.2290363,68.3663832290363
191.55444305381727,0.7336915046246832,upper_bound,68545356.94618273,68.54535694618272
191.37546933667085,0.7327757257547545,upper_bound,68724330.66332915,68.72433066332916
191.1964956195244,0.7318599468848255,upper_bound,68903304.38047561,68.90330438047562
191.01752190237795,0.7309441680148965,upper_bound,69082278.09762204,69.08227809762204
190.83854818523153,0.7300283891449677,upper_bound,69261251.81476846,69.26125181476846
190.6595744680851,0.7291126102750389,upper_bound,69440225.53191489,69.44022553191489
190.48060075093866,0.7281968314051099,upper_bound,69619199.24906135,69.61919924906135
190.30162703379224,0.7272810525351812,upper_bound,69798172.96620774,69.79817296620774
190.12265331664582,0.7263652736652524,upper_bound,69977146.68335417,69.97714668335416
189.94367959949938,0.7254494947953234,upper_bound,70156120.40050063,70.15612040050063
189.76470588235293,0.7245337159253945,upper_bound,70335094.11764708,70.33509411764709
189.5857321652065,0.7236179370554656,upper_bound,70514067.83479348,70.51406783479348
189.4067584480601,0.7227021581855368,upper_bound,70693041.5519399,70.6930415519399
189.22778473091364,0.7217863793156079,upper_bound,70872015.26908636,70.87201526908636
189.0488110137672,0.720870600445679,upper_bound,71050988.98623282,71.05098898623282
188.86983729662077,0.7199548215757502,upper_bound,71229962.70337921,71.22996270337921
188.69086357947435,0.7190390427058213,upper_bound,71408936.42052564,71.40893642052563
188.5118898623279,0.7181232638358924,upper_bound,71587910.1376721,71.5879101376721
188.33291614518146,0.7172074849659634,upper_bound,71766883.85481855,71.76688385481856
188.15394242803504,0.7162917060960347,upper_bound,71945857.57196495,71.94585757196495
187.97496871088862,0.7153759272261059,upper_bound,72124831.28911138,72.12483128911137
187.79599499374217,0.7144601483561769,upper_bound,72303805.00625783,72.30380500625783
187.61702127659572,0.7135443694862479,upper_bound,72482778.72340429,72.4827787234043
187.4380475594493,0.7126285906163191,upper_bound,72661752.44055068,72.66175244055069
187.25907384230288,0.7117128117463903,upper_bound,72840726.15769711,72.8407261576971
187.08010012515643,0.7107970328764613,upper_bound,73019699.87484357,73.01969987484357
186.90112640801001,0.7098812540065326,upper_bound,73198673.59199,73.19867359198999
186.7221526908636,0.7089654751366038,upper_bound,73377647.30913639,73.37764730913639
186.54317897371715,0.7080496962666748,upper_bound,73556621.02628285,73.55662102628284
186.3642052565707,0.7071339173967459,upper_bound,73735594.7434293,73.7355947434293
186.18523153942428,0.706218138526817,upper_bound,73914568.46057573,73.91456846057574
186.00625782227786,0.7053023596568883,upper_bound,74093542.17772213,74.09354217772213
185.8272841051314,0.7043865807869593,upper_bound,74272515.89486858,74.27251589486858
185.64831038798496,0.7034708019170304,upper_bound,74451489.61201504,74.45148961201504
185.46933667083854,0.7025550230471016,upper_bound,74630463.32916147,74.63046332916147
185.29036295369212,0.7016392441771727,upper_bound,74809437.04630786,74.80943704630786
185.11138923654568,0.7007234653072438,upper_bound,74988410.76345432,74.98841076345431
184.93241551939923,0.6998076864373148,upper_bound,75167384.48060077,75.16738448060077
184.7534418022528,0.6988919075673861,upper_bound,75346358.1977472,75.34635819774721
184.5744680851064,0.6979761286974573,upper_bound,75525331.9148936,75.5253319148936
184.39549436795994,0.6970603498275283,upper_bound,75704305.63204005,75.70430563204005
184.2165206508135,0.6961445709575993,upper_bound,75883279.34918651,75.88327934918651
184.0375469336671,0.6952287920876706,upper_bound,76062253.0663329,76.0622530663329
183.85857321652065,0.693616652223414,upper_bound,76241226.78347933,76.24122678347933
183.6795994993742,0.6919125401523591,upper_bound,76420200.50062579,76.42020050062578
183.5006257822278,0.6902084280813046,upper_bound,76599174.21777222,76.59917421777222
183.32165206508137,0.68850431601025,upper_bound,76778147.93491864,76.77814793491864
183.14267834793492,0.6868002039391952,upper_bound,76957121.65206507,76.95712165206507
182.96370463078847,0.6850960918681404,upper_bound,77136095.36921152,77.13609536921153
182.78473091364205,0.6833919797970858,upper_bound,77315069.08635795,77.31506908635795
182.60575719649563,0.6816878677260312,upper_bound,77494042.80350438,77.49404280350437
182.42678347934918,0.6799837556549764,upper_bound,77673016.5206508,77.6730165206508
182.24780976220273,0.6782796435839216,upper_bound,77851990.23779726,77.85199023779727
182.06883604505632,0.676575531512867,upper_bound,78030963.95494369,78.03096395494369
181.8898623279099,0.6748714194418124,upper_bound,78209937.67209011,78.2099376720901
181.71088861076345,0.6731673073707576,upper_bound,78388911.38923654,78.38891138923654
181.531914893617,0.6714631952997027,upper_bound,78567885.106383,78.567885106383
181.35294117647058,0.6697590832286482,upper_bound,78746858.82352942,78.74685882352942
181.17396745932416,0.6680549711575936,upper_bound,78925832.54067585,78.92583254067584
