Player,Offense,Defense(*),Total
Jarell Eddie,-3.1 (10),1.2 (26),-4.3 (11)
Brandon Rush,-1.7 (36),2.7 (1),-4.4 (11)
Joel Bolomboy,-3.3 (7),1.1 (29),-4.4 (11)
Georgios Papagiannis,-2.5 (20),1.9 (8),-4.4 (11)
Greivis Vasquez,-2.6 (19),1.9 (10),-4.5 (11)
Henry Ellenson,-3.2 (9),1.3 (25),-4.5 (10)
Aaron Harrison,-3.0 (11),1.5 (20),-4.5 (10)
James Jones,-2.6 (19),2.0 (7),-4.6 (10)
Deyonta Davis,-3.2 (9),1.4 (24),-4.6 (10)
Kay Felder,-3.3 (8),1.3 (25),-4.6 (10)
Josh Huestis,-3.1 (10),1.5 (19),-4.6 (9)
Joe Young,-2.8 (16),1.9 (10),-4.7 (9)
AJ Hammons,-3.3 (8),1.4 (24),-4.7 (9)
Edy Tavares,-3.0 (12),1.7 (13),-4.7 (9)
Wayne Selden,-3.3 (6),1.5 (19),-4.8 (9)
Bryn Forbes,-3.2 (10),1.7 (15),-4.9 (8)
Michael Gbinije,-3.3 (8),1.6 (18),-4.9 (8)
Georges Niang,-3.2 (9),1.7 (14),-4.9 (8)
Bobby Brown,-3.1 (11),1.8 (11),-4.9 (8)
Mike Miller,-3.4 (6),1.5 (20),-4.9 (8)
Tim Quarterman,-3.4 (5),1.5 (20),-4.9 (7)
Damian Jones,-3.4 (5),1.5 (19),-4.9 (7)
Jordan Mickey,-3.0 (11),2.0 (7),-5.0 (7)
Rakeem Christmas,-3.2 (8),1.8 (11),-5.0 (7)
Treveon Graham,-3.5 (4),1.5 (21),-5.0 (6)
Danuel House Jr.,-3.3 (7),1.7 (12),-5.0 (6)
Nicolas Laprovittola,-3.5 (5),1.6 (18),-5.1 (6)
Anthony Bennett,-2.1 (25),3.0 (0),-5.1 (6)
Bruno Caboclo,-3.6 (3),1.5 (20),-5.1 (6)
Briante Weber,-2.6 (17),2.5 (1),-5.1 (5)
Brice Johnson,-3.5 (4),1.6 (16),-5.1 (5)
Quinn Cook,-2.7 (16),2.4 (2),-5.1 (5)
Jahlil Okafor,-2.8 (15),2.4 (3),-5.2 (5)
Udonis Haslem,-3.7 (1),1.5 (21),-5.2 (5)
Demetrius Jackson,-3.5 (4),1.7 (13),-5.2 (4)
Mike Tobey,-3.7 (1),1.5 (19),-5.2 (4)
Daniel Ochefu,-3.4 (6),1.9 (9),-5.3 (4)
Cheick Diallo,-3.4 (6),1.9 (9),-5.3 (4)
Patricio Garino,-3.5 (3),1.8 (10),-5.3 (4)
Wade Baldwin IV,-3.7 (2),1.6 (17),-5.3 (3)
Nicolas Brussino,-2.6 (18),2.8 (0),-5.4 (3)
Alex Poythress,-3.3 (6),2.1 (5),-5.4 (3)
Isaiah Taylor,-3.4 (5),2.0 (6),-5.4 (3)
Kyle Wiltjer,-3.7 (2),1.8 (11),-5.5 (3)
Diamond Stone,-3.8 (0),1.7 (13),-5.5 (2)
Ben Bentil,-3.6 (2),1.9 (8),-5.5 (2)
Marcus Georges-Hunt,-3.6 (2),1.9 (8),-5.5 (2)
Dahntay Jones,-3.7 (0),1.8 (10),-5.5 (2)
Arinze Onuaku,-3.7 (1),1.9 (8),-5.6 (2)
Jonathan Gibson,-3.3 (7),2.3 (4),-5.6 (1)
Reggie Williams,-3.6 (3),2.0 (6),-5.6 (1)
Justin Harper,-3.5 (3),2.1 (5),-5.6 (1)
Stephen Zimmerman,-3.8 (0),1.9 (9),-5.7 (1)
John Lucas III,-4.1 (0),1.6 (17),-5.7 (1)
Manny Harris,-3.6 (2),2.1 (5),-5.7 (0)
Steve Novak,-3.8 (0),2.0 (7),-5.8 (0)
Chinanu Onuaku,-3.5 (4),2.4 (2),-5.9 (0)
Jarrod Uthoff,-3.4 (5),2.5 (1),-5.9 (0)
Gary Payton II,-3.7 (1),2.2 (4),-5.9 (0)
"Tony Bradley	-3.1 (8)	1.7 (18)	-4.8 (9)",,,
"Larry Drew II	-3.0 (9)	1.8 (13)	-4.8 (9)",,,
"Marquis Teague	-3.0 (9)	1.8 (12)	-4.8 (9)",,,
"Marcus Paige	-3.2 (6)	1.6 (22)	-4.8 (9)",,,
"Charles Cooke	-3.2 (6)	1.6 (21)	-4.8 (9)",,,
"Davon Reed	-3.2 (5)	1.6 (20)	-4.8 (8)",,,
"Markel Brown	-2.1 (27)	2.7 (1)	-4.8 (8)",,,
"Jonathan Gibson	-2.6 (17)	2.2 (4)	-4.8 (8)",,,
"Devin Robinson	-3.2 (3)	1.6 (19)	-4.8 (8)",,,
"Furkan Korkmaz	-2.8 (15)	2.1 (5)	-4.9 (8)",,,
"Daniel Hamilton	-3.2 (6)	1.7 (18)	-4.9 (7)",,,
"Nate Wolters	-3.1 (8)	1.8 (14)	-4.9 (7)",,,
"Jacob Pullen	-3.3 (3)	1.6 (21)	-4.9 (7)",,,
"Mont¨¦ Morris	-3.1 (8)	1.8 (14)	-4.9 (7)",,,
"Andrew White III	-3.1 (7)	1.8 (13)	-4.9 (7)",,,
"Trey McKinney-Jones	-3.2 (5)	1.7 (17)	-4.9 (7)",,,
"Jameel Warney	-3.1 (7)	1.8 (12)	-4.9 (6)",,,
"Justin Patton	-3.2 (4)	1.7 (16)	-4.9 (6)",,,
"Demetrius Jackson	-3.2 (7)	1.8 (16)	-5.0 (6)",,,
"Alfonzo McKinnie	-3.1 (9)	1.9 (10)	-5.0 (6)",,,
"Jahlil Okafor	-2.3 (25)	2.7 (1)	-5.0 (6)",,,
"Josh Smith	-4.0 (0)	1.0 (37)	-5.0 (5)",,,
"Udonis Haslem	-3.6 (0)	1.4 (26)	-5.0 (5)",,,
"Kobi Simmons	-1.9 (30)	3.1 (0)	-5.0 (5)",,,
"Erik McCree	-3.2 (5)	1.8 (13)	-5.0 (5)",,,
"PJ Dozier	-3.3 (2)	1.7 (17)	-5.0 (5)",,,
"Walt Lemon Jr.	-3.0 (9)	2.0 (7)	-5.0 (5)",,,
"Jaylen Morris	-3.4 (1)	1.6 (20)	-5.0 (4)",,,
"Xavier Rathan-Mayes	-3.2 (4)	1.8 (12)	-5.0 (4)",,,
"Chris Boucher	-3.3 (2)	1.7 (16)	-5.0 (4)",,,
"Xavier Silas	-3.2 (4)	1.8 (12)	-5.0 (4)",,,
"Jeremy Evans	-3.5 (0)	1.5 (23)	-5.0 (4)",,,
"Chinanu Onuaku	-2.9 (12)	2.1 (5)	-5.0 (3)",,,
"Patrick McCaw	-3.2 (7)	1.9 (11)	-5.1 (3)",,,
"Malik Monk	-2.1 (28)	3.0 (0)	-5.1 (3)",,,
"Quincy Pondexter	-3.4 (1)	1.7 (19)	-5.1 (3)",,,
"D.J. Wilson	-3.3 (3)	1.8 (15)	-5.1 (3)",,,
"Zhou Qi	-3.5 (0)	1.6 (22)	-5.1 (2)",,,
"Bobby Brown	-3.0 (11)	2.1 (5)	-5.1 (2)",,,
"Tyler Lydon	-3.2 (6)	1.9 (10)	-5.1 (2)",,,
"Luis Montero	-3.2 (5)	1.9 (10)	-5.1 (2)",,,
"Reggie Hearn	-3.3 (2)	1.8 (13)	-5.1 (2)",,,
"Scotty Hopson	-3.3 (2)	1.8 (13)	-5.1 (2)",,,
"David Stockton	-3.2 (4)	1.9 (9)	-5.1 (1)",,,
"Edmond Sumner	-3.3 (2)	1.8 (11)	-5.1 (1)",,,
"Aaron Jackson	-3.3 (2)	1.8 (11)	-5.1 (1)",,,
"Josh Jackson	-3.7 (0)	1.5 (25)	-5.2 (1)",,,
"Ike Anigbogu	-3.1 (8)	2.1 (6)	-5.2 (1)",,,
"London Perrantes	-3.1 (8)	2.1 (5)	-5.2 (0)",,,
"Kendrick Perkins	-3.2 (4)	2.0 (7)	-5.2 (0)",,,
"Ben Moore	-3.2 (5)	2.1 (5)	-5.3 (0)",,,
"Emmanuel Mudiay	-2.7 (16)	2.7 (1)	-5.4 (0)",,,
"Josh Gray	-3.4 (1)	2.0 (7)	-5.4 (0)",,,
"Briante Weber	-2.3 (24)	3.4 (0)	-5.7 (0)",,,
