Player,Offense,Defense(*),Total
Luke Kennard,1.2 (89),0.0 (64),1.2 (83)
Ja Morant,0.3 (78),-0.8 (80),1.1 (83)
D.J. Augustin,0.3 (78),-0.7 (79),1.0 (82)
Dillon Brooks,0.8 (84),-0.2 (68),1.0 (82)
Enes Freedom,1.3 (90),0.3 (58),1.0 (82)
Mike Conley,1.2 (89),0.2 (60),1.0 (82)
Royce O'Neale,-0.5 (64),-1.5 (90),1.0 (82)
Deandre Ayton,0.3 (77),-0.7 (79),1.0 (82)
Lonzo Ball,-0.4 (67),-1.4 (89),1.0 (81)
Tim Hardaway Jr.,1.6 (93),0.7 (44),0.9 (81)
Jonathan Isaac,-1.0 (55),-1.9 (94),0.9 (81)
Jaylen Brown,0.3 (78),-0.6 (77),0.9 (81)
Josh Richardson,0.2 (75),-0.6 (76),0.8 (81)
Donovan Mitchell,1.3 (90),0.5 (49),0.8 (80)
Bojan Bogdanovi?,1.5 (91),0.7 (44),0.8 (80)
Danuel House Jr.,0.5 (81),-0.3 (70),0.8 (80)
CJ McCollum,2.3 (95),1.5 (22),0.8 (80)
Joe Harris,1.1 (87),0.4 (55),0.7 (80)
Richaun Holmes,-0.1 (71),-0.8 (80),0.7 (79)
Jeremy Lamb,0.3 (78),-0.4 (74),0.7 (79)
Kevin Love,0.9 (86),0.2 (60),0.7 (79)
Kelly Olynyk,1.2 (89),0.5 (50),0.7 (79)
Maxi Kleber,-0.3 (68),-1.0 (84),0.7 (79)
Mikal Bridges,0.2 (75),-0.5 (75),0.7 (79)
Brad Wanamaker,-0.3 (68),-0.9 (82),0.6 (78)
Dario ?ari?,1.1 (87),0.5 (49),0.6 (78)
Gary Harris,-1.5 (40),-2.1 (95),0.6 (78)
Russell Westbrook,0.5 (81),-0.1 (65),0.6 (78)
Willie Cauley-Stein,-1.7 (36),-2.2 (96),0.5 (78)
Tobias Harris,0.9 (85),0.4 (54),0.5 (77)
Dejounte Murray,0.0 (73),-0.5 (75),0.5 (77)
Jakob Poeltl,0.4 (79),-0.1 (66),0.5 (77)
P.J. Tucker,-0.8 (59),-1.3 (87),0.5 (77)
Kyle Korver,-0.2 (69),-0.7 (78),0.5 (77)
Trae Young,4.2 (98),3.8 (0),0.4 (76)
Wes Iwundu,-1.4 (42),-1.8 (92),0.4 (76)
Aaron Holiday,0.2 (76),-0.2 (69),0.4 (76)
Larry Nance Jr.,-0.6 (63),-1.0 (84),0.4 (76)
David Nwaba,-0.4 (66),-0.8 (81),0.4 (76)
Tyus Jones,0.1 (74),-0.3 (71),0.4 (75)
Mont¨¦ Morris,0.2 (75),-0.2 (67),0.4 (75)
De'Aaron Fox,1.5 (91),1.1 (35),0.4 (75)
Buddy Hield,1.2 (88),0.8 (41),0.4 (75)
Aron Baynes,-0.8 (60),-1.2 (87),0.4 (75)
OG Anunoby,-0.5 (66),-0.8 (81),0.3 (75)
Lou Williams,2.1 (94),1.8 (12),0.3 (74)
Devonte' Graham,1.5 (92),1.2 (32),0.3 (74)
Kyle Anderson,-1.8 (35),-2.1 (95),0.3 (74)
Raul Neto,-0.8 (60),-1.1 (85),0.3 (74)
Clint Capela,-0.5 (64),-0.8 (79),0.3 (74)
Rondae Hollis-Jefferson,-0.6 (62),-0.9 (82),0.3 (73)
Aaron Gordon,-0.3 (68),-0.6 (77),0.3 (73)
Brandon Clarke,-0.0 (73),-0.3 (71),0.3 (73)
Doug McDermott,0.7 (83),0.4 (55),0.3 (73)
Nerlens Noel,-1.9 (33),-2.1 (95),0.2 (73)
Andre Drummond,0.2 (76),-0.0 (65),0.2 (72)
Eric Gordon,0.3 (77),0.1 (61),0.2 (72)
Evan Fournier,1.5 (92),1.3 (28),0.2 (72)
Marcus Morris Sr.,0.7 (83),0.5 (50),0.2 (72)
Rudy Gay,-0.8 (60),-1.0 (84),0.2 (72)
Delon Wright,0.2 (75),0.1 (62),0.1 (72)
Lauri Markkanen,0.6 (82),0.5 (51),0.1 (71)
Bogdan Bogdanovi?,0.7 (82),0.6 (47),0.1 (71)
Svi Mykhailiuk,-0.2 (69),-0.3 (69),0.1 (71)
Ante Zizic,-0.2 (68),-0.3 (69),0.1 (71)
Serge Ibaka,-0.5 (65),-0.5 (75),0.0 (71)
Norman Powell,-0.5 (65),-0.5 (75),0.0 (70)
Josh Hart,-0.4 (67),-0.4 (74),0.0 (70)
Wendell Carter Jr.,-2.2 (27),-2.2 (96),0.0 (70)
Justin Holiday,-0.6 (64),-0.6 (77),0.0 (70)
Derrick Jones Jr.,-0.9 (58),-0.9 (83),0.0 (70)
Furkan Korkmaz,0.4 (80),0.4 (54),0.0 (69)
Jalen Brunson,-0.2 (69),-0.2 (68),0.0 (69)
Yogi Ferrell,-0.8 (60),-0.8 (80),0.0 (69)
Gorgui Dieng,-2.1 (28),-2.1 (95),0.0 (69)
Shaquille Harrison,-1.2 (48),-1.2 (86),0.0 (69)
Trey Burke,1.4 (91),1.4 (24),0.0 (68)
Kris Dunn,-1.4 (44),-1.3 (88),-0.1 (68)
Brandon Ingram,0.4 (80),0.5 (52),-0.1 (68)
Caris LeVert,0.6 (82),0.7 (44),-0.1 (68)
Matisse Thybulle,-1.0 (54),-0.9 (82),-0.1 (68)
Julius Randle,0.4 (79),0.5 (50),-0.1 (68)
Cory Joseph,-1.0 (54),-0.9 (82),-0.1 (67)
Mason Plumlee,-0.9 (57),-0.8 (80),-0.1 (67)
P.J. Washington,-1.1 (52),-1.0 (84),-0.1 (67)
Al-Farouq Aminu,-1.8 (35),-1.7 (92),-0.1 (67)
Jevon Carter,-1.1 (51),-1.0 (83),-0.1 (67)
Michael Kidd-Gilchrist,-1.8 (34),-1.7 (91),-0.1 (66)
Damion Lee,-0.7 (61),-0.5 (74),-0.2 (66)
Terrence Ross,-0.1 (72),0.1 (62),-0.2 (66)
Shai Gilgeous-Alexander,0.7 (83),0.9 (40),-0.2 (66)
Grant Williams,-1.4 (43),-1.1 (85),-0.3 (66)
Frank Ntilikina,-1.2 (48),-0.9 (82),-0.3 (65)
Nicolas Batum,-0.6 (64),-0.3 (72),-0.3 (65)
Mike Scott,-0.6 (63),-0.3 (71),-0.3 (65)
Boban Marjanovi?,0.2 (74),0.5 (48),-0.3 (65)
Noah Vonleh,-1.1 (52),-0.8 (81),-0.3 (65)
Alex Len,-0.9 (56),-0.6 (76),-0.3 (65)
D'Angelo Russell,1.7 (93),2.0 (6),-0.3 (64)
Chris Boucher,-0.1 (71),0.2 (59),-0.3 (64)
DeMarre Carroll,-1.2 (47),-0.8 (79),-0.4 (64)
Langston Galloway,0.2 (76),0.6 (47),-0.4 (64)
Thaddeus Young,-1.0 (55),-0.6 (78),-0.4 (64)
Ish Smith,-0.1 (72),0.3 (57),-0.4 (63)
Kelly Oubre Jr.,-0.2 (69),0.2 (60),-0.4 (63)
Jared Dudley,-1.6 (39),-1.2 (87),-0.4 (63)
Myles Turner,-1.8 (35),-1.4 (89),-0.4 (63)
Jaren Jackson Jr.,-0.5 (65),0.0 (64),-0.5 (63)
De'Anthony Melton,-0.6 (63),-0.1 (66),-0.5 (62)
Jerami Grant,0.1 (73),0.6 (46),-0.5 (62)
Kevin Huerter,0.1 (73),0.6 (46),-0.5 (62)
JJ Redick,0.8 (85),1.4 (26),-0.6 (62)
Derrick Rose,1.1 (88),1.7 (15),-0.6 (62)
Ed Davis,-1.7 (37),-1.1 (85),-0.6 (62)
Harrison Barnes,-0.1 (71),0.5 (49),-0.6 (61)
Avery Bradley,-1.8 (36),-1.2 (87),-0.6 (61)
Bruce Brown,-1.3 (46),-0.7 (79),-0.6 (61)
Mike Muscala,-0.8 (60),-0.2 (67),-0.6 (61)
Austin Rivers,0.3 (77),0.9 (39),-0.6 (61)
Michael Carter-Williams,-0.2 (70),0.5 (51),-0.7 (60)
DeMar DeRozan,1.2 (89),1.9 (9),-0.7 (60)
Zach Collins,0.0 (72),0.7 (43),-0.7 (60)
Cameron Johnson,-0.1 (70),0.6 (46),-0.7 (60)
Kenrich Williams,-1.3 (47),-0.6 (78),-0.7 (60)
Kentavious Caldwell-Pope,0.1 (74),0.8 (42),-0.7 (59)
Thabo Sefolosha,-1.3 (44),-0.6 (76),-0.7 (59)
Ben McLemore,0.9 (85),1.6 (18),-0.7 (59)
Stanley Johnson,-2.6 (20),-1.9 (93),-0.7 (59)
Jordan Clarkson,1.1 (87),1.9 (9),-0.8 (59)
Jake Layman,-1.2 (50),-0.4 (74),-0.8 (58)
Rodions Kurucs,-1.8 (35),-1.0 (84),-0.8 (58)
Kyle Kuzma,-0.6 (62),0.2 (59),-0.8 (58)
Frank Kaminsky,-0.3 (67),0.6 (47),-0.9 (58)
Will Barton,-0.6 (63),0.3 (57),-0.9 (58)
Landry Shamet,0.1 (74),1.0 (37),-0.9 (58)
Josh Okogie,-0.9 (58),0.0 (64),-0.9 (57)
Malik Beasley,0.4 (79),1.3 (28),-0.9 (57)
Matthew Dellavedova,-1.6 (38),-0.7 (79),-0.9 (57)
Shabazz Napier,-1.1 (51),-0.2 (68),-0.9 (57)
Cody Zeller,-0.2 (70),0.8 (42),-1.0 (57)
Taurean Prince,-0.3 (68),0.7 (44),-1.0 (56)
Trey Lyles,-0.5 (65),0.5 (50),-1.0 (56)
Elfrid Payton,0.0 (72),1.0 (37),-1.0 (56)
Pat Connaughton,-1.1 (51),-0.1 (65),-1.0 (56)
Ryan Arcidiacono,-1.4 (43),-0.3 (72),-1.1 (56)
Cody Martin,-1.4 (42),-0.3 (70),-1.1 (55)
Khem Birch,-1.2 (47),-0.1 (65),-1.1 (55)
Marvin Williams,-1.3 (46),-0.2 (69),-1.1 (55)
Markelle Fultz,-0.8 (61),0.3 (58),-1.1 (55)
Garrett Temple,-1.5 (41),-0.4 (73),-1.1 (55)
Bruno Caboclo,-1.3 (45),-0.2 (68),-1.1 (55)
Trevor Ariza,-1.3 (45),-0.2 (67),-1.1 (54)
Kent Bazemore,-2.6 (20),-1.5 (90),-1.1 (54)
Michael Porter Jr.,0.4 (78),1.5 (21),-1.1 (54)
T.J. McConnell,-0.6 (64),0.6 (47),-1.2 (54)
Luguentz Dort,-1.0 (53),0.2 (58),-1.2 (54)
Luke Kornet,-1.1 (52),0.1 (62),-1.2 (53)
D.J. Wilson,-1.8 (33),-0.6 (76),-1.2 (53)
Zion Williamson,-0.8 (58),0.4 (52),-1.2 (53)
Joakim Noah,-2.1 (27),-0.9 (81),-1.2 (53)
Thomas Bryant,0.4 (79),1.7 (15),-1.3 (53)
Jabari Parker,0.1 (73),1.4 (25),-1.3 (52)
Tyson Chandler,-2.6 (20),-1.3 (87),-1.3 (52)
Jordan Bell,-0.8 (59),0.5 (48),-1.3 (52)
Gary Trent Jr.,0.2 (75),1.5 (22),-1.3 (52)
Dragan Bender,-0.8 (59),0.5 (48),-1.3 (52)
Cameron Payne,-0.8 (58),0.5 (48),-1.3 (51)
Andrew Wiggins,-0.2 (70),1.2 (32),-1.4 (51)
Darius Bazley,-2.9 (15),-1.5 (90),-1.4 (51)
Ian Mahinmi,-1.4 (41),-0.0 (63),-1.4 (51)
Patrick Patterson,-1.2 (50),0.3 (58),-1.5 (51)
Maurice Harkless,-1.3 (46),0.2 (61),-1.5 (51)
Zach LaVine,0.9 (86),2.4 (2),-1.5 (50)
Hamidou Diallo,-1.8 (34),-0.3 (70),-1.5 (50)
Dewayne Dedmon,-1.4 (42),0.1 (62),-1.5 (50)
Robin Lopez,-1.7 (37),-0.2 (67),-1.5 (50)
Ky Bowman,-1.9 (32),-0.4 (72),-1.5 (50)
Willy Hernangomez,-0.6 (63),0.9 (39),-1.5 (49)
Damyean Dotson,-1.2 (48),0.3 (56),-1.5 (49)
Tyrone Wallace,-1.9 (32),-0.4 (72),-1.5 (49)
Alec Burks,-0.8 (59),0.7 (43),-1.5 (49)
JaKarr Sampson,-1.9 (31),-0.4 (72),-1.5 (49)
Reggie Bullock Jr.,-1.2 (47),0.3 (55),-1.5 (48)
Tristan Thompson,-1.2 (50),0.4 (55),-1.6 (48)
Kendrick Nunn,-0.5 (65),1.1 (35),-1.6 (48)
Meyers Leonard,-0.7 (61),0.9 (40),-1.6 (48)
Taj Gibson,-2.1 (29),-0.5 (75),-1.6 (48)
Isaiah Hartenstein,-1.5 (40),0.1 (61),-1.6 (48)
Wayne Ellington,-1.2 (49),0.5 (49),-1.7 (47)
Jeff Green,-1.0 (54),0.7 (43),-1.7 (47)
Matt Thomas,-1.7 (37),0.0 (63),-1.7 (47)
JaMychal Green,-1.3 (47),0.4 (55),-1.7 (47)
Jae Crowder,-0.4 (66),1.3 (28),-1.7 (47)
Skal Labissiere,-1.1 (51),0.6 (46),-1.7 (46)
De'Andre Hunter,-1.3 (44),0.4 (53),-1.7 (46)
Ryan Broekhoff,-1.1 (50),0.6 (45),-1.7 (46)
T.J. Leaf,-1.4 (43),0.4 (55),-1.8 (46)
Robert Williams III,-1.2 (49),0.6 (47),-1.8 (46)
Dwight Howard,-1.1 (52),0.7 (44),-1.8 (45)
Jarrett Culver,-1.3 (46),0.5 (51),-1.8 (45)
Rodney Hood,-1.0 (53),0.8 (41),-1.8 (45)
Tony Bradley,-0.9 (56),0.9 (39),-1.8 (45)
Jaxson Hayes,-0.9 (56),0.9 (38),-1.8 (45)
Juancho Hernangomez,-1.1 (51),0.7 (43),-1.8 (44)
Theo Pinson,-2.7 (18),-0.9 (81),-1.8 (44)
JaVale McGee,-1.4 (44),0.5 (51),-1.9 (44)
Cedi Osman,-0.5 (65),1.4 (26),-1.9 (44)
Courtney Lee,-1.4 (43),0.5 (50),-1.9 (44)
Jordan McRae,-0.9 (57),1.0 (37),-1.9 (44)
Dant¨¦ Exum,-1.7 (36),0.2 (58),-1.9 (43)
Dion Waiters,-1.5 (39),0.4 (52),-1.9 (43)
Dwayne Bacon,-2.1 (29),-0.2 (69),-1.9 (43)
Semi Ojeleye,-2.1 (29),-0.2 (68),-1.9 (43)
Chris Chiozza,-2.2 (27),-0.3 (71),-1.9 (43)
Bryn Forbes,-0.1 (71),1.8 (11),-1.9 (42)
Anthony Tolliver,-1.6 (38),0.3 (57),-1.9 (42)
Justin Jackson,-0.9 (57),1.1 (35),-2.0 (42)
Sterling Brown,-2.1 (28),-0.1 (65),-2.0 (42)
Rodney McGruder,-1.9 (31),0.1 (61),-2.0 (42)
Iman Shumpert,-1.8 (33),0.2 (59),-2.0 (41)
Timothe Luwawu-Cabarrot,-1.5 (40),0.5 (48),-2.0 (41)
J.J. Barea,-0.7 (61),1.4 (24),-2.1 (41)
Bobby Portis,-0.3 (68),1.8 (11),-2.1 (41)
Cheick Diallo,-1.3 (45),0.8 (41),-2.1 (41)
Gary Clark,-0.9 (55),1.2 (29),-2.1 (41)
Johnathan Williams,-1.6 (38),0.5 (48),-2.1 (40)
Naz Reid,-1.9 (31),0.3 (56),-2.2 (40)
Kyle O'Quinn,-1.3 (45),0.9 (40),-2.2 (40)
Marco Belinelli,-0.9 (57),1.3 (28),-2.2 (40)
Marvin Bagley III,-1.0 (54),1.2 (31),-2.2 (40)
Bismack Biyombo,-1.8 (34),0.4 (53),-2.2 (39)
Denzel Valentine,-2.0 (30),0.2 (59),-2.2 (39)
Lonnie Walker IV,-1.3 (44),0.9 (39),-2.2 (39)
Troy Brown Jr.,-0.4 (66),1.8 (11),-2.2 (39)
Jerian Grant,-1.5 (39),0.7 (42),-2.2 (39)
Jahlil Okafor,-0.7 (62),1.6 (19),-2.3 (38)
E'Twaun Moore,-1.0 (55),1.3 (29),-2.3 (38)
Nicolo Melli,-1.1 (52),1.2 (32),-2.3 (38)
Jeff Teague,-0.7 (62),1.6 (18),-2.3 (38)
Cam Reddish,-1.9 (32),0.4 (54),-2.3 (38)
Omari Spellman,-1.2 (48),1.1 (34),-2.3 (37)
Jerome Robinson,-1.8 (34),0.5 (49),-2.3 (37)
Andre Roberson,-3.0 (12),-0.7 (78),-2.3 (37)
Vince Carter,-2.1 (28),0.2 (59),-2.3 (37)
Kelan Martin,-2.6 (19),-0.3 (70),-2.3 (37)
Daniel Gafford,-2.2 (26),0.1 (61),-2.3 (37)
Henry Ellenson,-2.1 (27),0.2 (58),-2.3 (36)
Markieff Morris,-1.9 (33),0.5 (51),-2.4 (36)
Georges Niang,-0.3 (67),2.1 (5),-2.4 (36)
Chandler Hutchison,-2.4 (23),0.0 (63),-2.4 (36)
Romeo Langford,-2.1 (27),0.3 (56),-2.4 (36)
Troy Daniels,-1.3 (46),1.1 (36),-2.4 (35)
Treveon Graham,-1.6 (38),0.8 (42),-2.4 (35)
DeAndre' Bembry,-2.7 (19),-0.3 (70),-2.4 (35)
Tim Frazier,-1.4 (43),1.1 (36),-2.5 (35)
Jordan Poole,-2.1 (28),0.4 (53),-2.5 (35)
John Henson,-2.2 (26),0.3 (56),-2.5 (34)
Jonah Bolden,-1.7 (36),0.8 (41),-2.5 (34)
James Johnson,-1.9 (31),0.6 (46),-2.5 (34)
Josh Jackson,-1.9 (30),0.6 (45),-2.5 (34)
Sindarius Thornwell,-2.5 (21),-0.0 (63),-2.5 (34)
Kadeem Allen,-1.4 (41),1.2 (29),-2.6 (34)
Bruno Fernando,-2.6 (20),0.0 (63),-2.6 (33)
Goga Bitadze,-2.2 (26),0.4 (53),-2.6 (33)
Patrick McCaw,-1.7 (36),0.9 (39),-2.6 (33)
Keldon Johnson,-2.2 (25),0.4 (52),-2.6 (33)
Chasson Randle,-1.5 (39),1.1 (33),-2.6 (33)
Garrison Mathews,-2.3 (24),0.4 (54),-2.7 (32)
Terry Rozier,-1.8 (35),0.9 (40),-2.7 (32)
Marquese Chriss,-1.0 (53),1.7 (15),-2.7 (32)
Jordan McLaughlin,-1.5 (40),1.2 (30),-2.7 (32)
Carmelo Anthony,-1.0 (53),1.7 (14),-2.7 (32)
Frank Mason III,-1.9 (31),0.8 (40),-2.7 (31)
Tyler Herro,-1.0 (54),1.8 (12),-2.8 (31)
James Ennis III,-0.9 (57),1.9 (9),-2.8 (31)
Moritz Wagner,-1.8 (34),1.0 (37),-2.8 (31)
Evan Turner,-3.3 (7),-0.5 (75),-2.8 (31)
Caleb Martin,-2.5 (21),0.3 (56),-2.8 (31)
Rajon Rondo,-1.3 (44),1.5 (21),-2.8 (30)
Mo Bamba,-2.7 (19),0.1 (62),-2.8 (30)
Shake Milton,0.4 (79),3.3 (0),-2.9 (30)
Tyler Johnson,-1.9 (32),1.0 (36),-2.9 (30)
Juwan Morgan,-2.3 (24),0.6 (45),-2.9 (30)
Justin Anderson,-2.0 (29),0.9 (38),-2.9 (29)
Torrey Craig,-0.7 (61),2.2 (4),-2.9 (29)
Glenn Robinson III,-0.8 (59),2.1 (5),-2.9 (29)
Nassir Little,-1.7 (37),1.3 (27),-3.0 (29)
Dzanan Musa,-1.9 (32),1.1 (34),-3.0 (29)
Edmond Sumner,-2.3 (25),0.8 (42),-3.1 (28)
Emmanuel Mudiay,-1.7 (37),1.4 (26),-3.1 (28)
Javonte Green,-2.3 (24),0.8 (41),-3.1 (28)
Alfonzo McKinnie,-1.2 (48),1.9 (8),-3.1 (28)
Coby White,-1.5 (41),1.6 (19),-3.1 (28)
Tony Snell,-1.0 (55),2.1 (6),-3.1 (27)
Terance Mann,-2.7 (18),0.4 (53),-3.1 (27)
Allen Crabbe,-2.5 (21),0.6 (45),-3.1 (27)
Keita Bates-Diop,-2.0 (30),1.1 (33),-3.1 (27)
Miles Bridges,-0.9 (58),2.3 (3),-3.2 (27)
Yuta Watanabe,-2.3 (24),0.9 (38),-3.2 (27)
Mychal Mulder,-2.3 (23),0.9 (38),-3.2 (26)
Darius Garland,-1.6 (39),1.6 (18),-3.2 (26)
Grayson Allen,-1.2 (49),2.0 (7),-3.2 (26)
Allonzo Trier,-1.2 (49),2.0 (6),-3.2 (26)
Malcolm Miller,-2.2 (26),1.0 (36),-3.2 (26)
Brandon Knight,-1.4 (42),1.8 (10),-3.2 (25)
Dennis Smith Jr.,-2.6 (20),0.7 (44),-3.3 (25)
Solomon Hill,-1.0 (53),2.3 (3),-3.3 (25)
An?ejs Pase??iks,-1.8 (33),1.5 (20),-3.3 (25)
Lance Thomas,-2.4 (22),0.9 (37),-3.3 (25)
CJ Miles,-2.2 (25),1.1 (34),-3.3 (24)
Jaylen Nowell,-2.7 (18),0.6 (45),-3.3 (24)
Quinn Cook,-1.5 (41),1.9 (9),-3.4 (24)
Deonte Burton,-3.5 (2),-0.1 (65),-3.4 (24)
Wilson Chandler,-1.9 (31),1.5 (20),-3.4 (24)
PJ Dozier,-2.0 (29),1.4 (23),-3.4 (24)
Marko Guduric,-2.3 (25),1.2 (31),-3.5 (23)
Terrance Ferguson,-1.4 (42),2.1 (5),-3.5 (23)
Alize Johnson,-2.4 (23),1.1 (33),-3.5 (23)
Jalen McDaniels,-2.4 (23),1.2 (31),-3.6 (23)
Oshae Brissett,-2.8 (17),0.8 (41),-3.6 (23)
Adam Mokoka,-2.4 (22),1.2 (29),-3.6 (22)
Thon Maker,-2.0 (30),1.6 (19),-3.6 (22)
Caleb Swanigan,-2.5 (22),1.1 (35),-3.6 (22)
Elie Okobo,-2.2 (26),1.4 (25),-3.6 (22)
Chandler Parsons,-2.1 (28),1.5 (21),-3.6 (22)
Corey Brewer,-2.5 (21),1.1 (32),-3.6 (21)
Luc Mbah a Moute,-3.2 (8),0.4 (52),-3.6 (21)
Mario Hezonja,-2.3 (24),1.4 (25),-3.7 (21)
Amile Jefferson,-2.8 (17),0.9 (38),-3.7 (21)
Frank Jackson,-1.2 (50),2.5 (2),-3.7 (21)
John Konchar,-2.4 (22),1.3 (27),-3.7 (20)
Carsen Edwards,-3.4 (5),0.4 (54),-3.8 (20)
Rui Hachimura,-1.2 (49),2.6 (2),-3.8 (20)
Eric Paschall,-0.9 (56),2.9 (1),-3.8 (20)
Jacob Evans,-2.7 (18),1.1 (34),-3.8 (20)
Johnathan Motley,-2.4 (23),1.5 (22),-3.9 (20)
Tyler Zeller,-2.8 (16),1.1 (32),-3.9 (19)
Ryan Anderson,-2.6 (19),1.3 (27),-3.9 (19)
Nickeil Alexander-Walker,-1.5 (41),2.5 (2),-4.0 (19)
RJ Barrett,-1.8 (34),2.2 (4),-4.0 (19)
Abdel Nader,-2.9 (15),1.1 (34),-4.0 (19)
