player,team,year,attendance_rate
Tyler Hansbrough,Toronto Raptors,2015,0.9024390243902439
Tyler Johnson,Miami Heat,2015,0.3902439024390244
Tyler Zeller,Boston Celtics,2015,1.0
Tyreke Evans,New Orleans Pelicans,2015,0.9634146341463414
Tyrus Thomas,Memphis Grizzlies,2015,0.024390243902439025
Tyson Chandler,Dallas Mavericks,2015,0.9146341463414634
Udonis Haslem,Miami Heat,2015,0.7560975609756098
Vander Blue,Los Angeles Lakers,2015,0.024390243902439025
Victor Claver,Portland Trail Blazers,2015,0.12195121951219512
Victor Oladipo,Orlando Magic,2015,0.8780487804878049
Vince Carter,Memphis Grizzlies,2015,0.8048780487804879
Wayne Ellington,Los Angeles Lakers,2015,0.7926829268292683
Wesley Johnson,Los Angeles Lakers,2015,0.926829268292683
Wesley Matthews,Portland Trail Blazers,2015,0.7317073170731707
Will Barton,Denver Nuggets,2015,0.7073170731707317
Will Bynum,Washington Wizards,2015,0.08536585365853659
Will Cherry,Toronto Raptors,2015,0.0975609756097561
Willie Green,Orlando Magic,2015,0.6341463414634146
Wilson Chandler,Denver Nuggets,2015,0.9512195121951219
Xavier Henry,Los Angeles Lakers,2015,0.10975609756097561
Zach LaVine,Minnesota Timberwolves,2015,0.9390243902439024
Zach Randolph,Memphis Grizzlies,2015,0.8658536585365854
Zaza Pachulia,Milwaukee Bucks,2015,0.8902439024390244
Zoran Dragic,Miami Heat,2015,0.1951219512195122
Aaron Brooks,Chicago Bulls,2016,0.8414634146341463
Aaron Gordon,Orlando Magic,2016,0.9512195121951219
Aaron Harrison,Charlotte Hornets,2016,0.25609756097560976
Adreian Payne,Minnesota Timberwolves,2016,0.6341463414634146
Al Horford,Atlanta Hawks,2016,1.0
Al Jefferson,Charlotte Hornets,2016,0.573170731707317
Al-Farouq Aminu,Portland Trail Blazers,2016,1.0
Alan Anderson,Washington Wizards,2016,0.15853658536585366
Alan Williams,Phoenix Suns,2016,0.12195121951219512
Alec Burks,Utah Jazz,2016,0.3780487804878049
Alex Len,Phoenix Suns,2016,0.9512195121951219
Alex Stepheson,Memphis Grizzlies,2016,0.0975609756097561
Alexis Ajinca,New Orleans Pelicans,2016,0.7195121951219512
Allen Crabbe,Portland Trail Blazers,2016,0.9878048780487805
Alonzo Gee,New Orleans Pelicans,2016,0.8902439024390244
Amar'e Stoudemire,Miami Heat,2016,0.6341463414634146
Amir Johnson,Boston Celtics,2016,0.9634146341463414
Anderson Varejao,Golden State Warriors,2016,0.6463414634146342
Andre Drummond,Detroit Pistons,2016,0.9878048780487805
Andre Iguodala,Golden State Warriors,2016,0.7926829268292683
Andre Miller,San Antonio Spurs,2016,0.47560975609756095
Andre Roberson,Oklahoma City Thunder,2016,0.8536585365853658
Andrea Bargnani,Brooklyn Nets,2016,0.5609756097560976
Andrew Bogut,Golden State Warriors,2016,0.8536585365853658
Andrew Goudelock,Houston Rockets,2016,0.0975609756097561
Andrew Nicholson,Orlando Magic,2016,0.6829268292682927
Andrew Wiggins,Minnesota Timberwolves,2016,0.9878048780487805
Anthony Bennett,Toronto Raptors,2016,0.23170731707317074
Anthony Brown,Los Angeles Lakers,2016,0.35365853658536583
Anthony Davis,New Orleans Pelicans,2016,0.7439024390243902
Anthony Morrow,Oklahoma City Thunder,2016,0.8292682926829268
Anthony Tolliver,Detroit Pistons,2016,0.8780487804878049
Archie Goodwin,Phoenix Suns,2016,0.6951219512195121
Aron Baynes,Detroit Pistons,2016,0.9878048780487805
Arron Afflalo,New York Knicks,2016,0.8658536585365854
Austin Rivers,Los Angeles Clippers,2016,0.8170731707317073
Avery Bradley,Boston Celtics,2016,0.926829268292683
Axel Toupane,Denver Nuggets,2016,0.25609756097560976
Ben McLemore,Sacramento Kings,2016,0.8292682926829268
Beno Udrih,Memphis Grizzlies,2016,0.5365853658536586
Bismack Biyombo,Toronto Raptors,2016,1.0
Blake Griffin,Los Angeles Clippers,2016,0.4268292682926829
Boban Marjanovic,San Antonio Spurs,2016,0.6585365853658537
Bobby Portis,Chicago Bulls,2016,0.7560975609756098
Bojan Bogdanovic,Brooklyn Nets,2016,0.9634146341463414
Boris Diaw,San Antonio Spurs,2016,0.926829268292683
Bradley Beal,Washington Wizards,2016,0.6707317073170732
Brandan Wright,Memphis Grizzlies,2016,0.14634146341463414
Branden Dawson,Los Angeles Clippers,2016,0.07317073170731707
Brandon Bass,Los Angeles Lakers,2016,0.8048780487804879
Brandon Jennings,Orlando Magic,2016,0.5853658536585366
Brandon Knight,Phoenix Suns,2016,0.6341463414634146
Brandon Rush,Golden State Warriors,2016,0.8780487804878049
Brian Roberts,Portland Trail Blazers,2016,0.6219512195121951
Briante Weber,Miami Heat,2016,0.08536585365853659
Brook Lopez,Brooklyn Nets,2016,0.8902439024390244
Bruno Caboclo,Toronto Raptors,2016,0.07317073170731707
Bryce Cotton,Memphis Grizzlies,2016,0.0975609756097561
Bryce Dejean-Jones,New Orleans Pelicans,2016,0.17073170731707318
C.J. Watson,Orlando Magic,2016,0.4024390243902439
C.J. Wilcox,Los Angeles Clippers,2016,0.2804878048780488
CJ McCollum,Portland Trail Blazers,2016,0.975609756097561
CJ Miles,Indiana Pacers,2016,0.7804878048780488
Cameron Bairstow,Detroit Pistons,2016,0.21951219512195122
Cameron Payne,Oklahoma City Thunder,2016,0.6951219512195121
Carl Landry,Philadelphia 76ers,2016,0.43902439024390244
Carmelo Anthony,New York Knicks,2016,0.8780487804878049
Caron Butler,Sacramento Kings,2016,0.2073170731707317
Chandler Parsons,Dallas Mavericks,2016,0.7439024390243902
Channing Frye,Cleveland Cavaliers,2016,0.8536585365853658
Charlie Villanueva,Dallas Mavericks,2016,0.7560975609756098
Chase Budinger,Phoenix Suns,2016,0.8048780487804879
Chris Andersen,Memphis Grizzlies,2016,0.32926829268292684
Chris Bosh,Miami Heat,2016,0.6463414634146342
Chris Copeland,Milwaukee Bucks,2016,0.2926829268292683
Chris Johnson,Utah Jazz,2016,0.8536585365853658
Chris Kaman,Portland Trail Blazers,2016,0.1951219512195122
Chris McCullough,Brooklyn Nets,2016,0.2926829268292683
Chris Paul,Los Angeles Clippers,2016,0.9024390243902439
Christian Wood,Philadelphia 76ers,2016,0.2073170731707317
Chuck Hayes,Los Angeles Clippers,2016,0.024390243902439025
Cleanthony Early,New York Knicks,2016,0.2073170731707317
Cliff Alexander,Portland Trail Blazers,2016,0.0975609756097561
Clint Capela,Houston Rockets,2016,0.9390243902439024
Cody Zeller,Charlotte Hornets,2016,0.8902439024390244
Cole Aldrich,Los Angeles Clippers,2016,0.7317073170731707
Corey Brewer,Houston Rockets,2016,1.0
Cory Jefferson,Phoenix Suns,2016,0.0975609756097561
Cory Joseph,Toronto Raptors,2016,0.975609756097561
Coty Clarke,Boston Celtics,2016,0.036585365853658534
Courtney Lee,Charlotte Hornets,2016,0.9634146341463414
Cristiano Felicio,Chicago Bulls,2016,0.3780487804878049
D'Angelo Russell,Los Angeles Lakers,2016,0.975609756097561
D.J. Augustin,Denver Nuggets,2016,0.7560975609756098
Dahntay Jones,Cleveland Cavaliers,2016,0.012195121951219513
Damian Lillard,Portland Trail Blazers,2016,0.9146341463414634
Damien Inglis,Milwaukee Bucks,2016,0.24390243902439024
Damjan Rudez,Minnesota Timberwolves,2016,0.4024390243902439
Danilo Gallinari,Denver Nuggets,2016,0.6463414634146342
Danny Green,San Antonio Spurs,2016,0.9634146341463414
Dante Cunningham,New Orleans Pelicans,2016,0.975609756097561
Darrell Arthur,Denver Nuggets,2016,0.8536585365853658
Darren Collison,Sacramento Kings,2016,0.9024390243902439
Darrun Hilliard,Detroit Pistons,2016,0.4634146341463415
David Lee,Dallas Mavericks,2016,0.6707317073170732
David West,San Antonio Spurs,2016,0.9512195121951219
DeAndre Jordan,Los Angeles Clippers,2016,0.9390243902439024
DeJuan Blair,Washington Wizards,2016,0.35365853658536583
DeMar DeRozan,Toronto Raptors,2016,0.9512195121951219
DeMarcus Cousins,Sacramento Kings,2016,0.7926829268292683
DeMarre Carroll,Toronto Raptors,2016,0.3170731707317073
Delon Wright,Toronto Raptors,2016,0.32926829268292684
Dennis Schröder,Atlanta Hawks,2016,0.975609756097561
Deron Williams,Dallas Mavericks,2016,0.7926829268292683
Derrick Favors,Utah Jazz,2016,0.7560975609756098
Derrick Rose,Chicago Bulls,2016,0.8048780487804879
Derrick Williams,New York Knicks,2016,0.975609756097561
Devin Booker,Phoenix Suns,2016,0.926829268292683
Devin Harris,Dallas Mavericks,2016,0.7804878048780488
Devyn Marble,Orlando Magic,2016,0.34146341463414637
Dewayne Dedmon,Orlando Magic,2016,0.7073170731707317
Dion Waiters,Oklahoma City Thunder,2016,0.9512195121951219
Dirk Nowitzki,Dallas Mavericks,2016,0.9146341463414634
Donald Sloan,Brooklyn Nets,2016,0.7439024390243902
Donatas Motiejunas,Houston Rockets,2016,0.45121951219512196
Doug McDermott,Chicago Bulls,2016,0.9878048780487805
Draymond Green,Golden State Warriors,2016,0.9878048780487805
Drew Gooden,Washington Wizards,2016,0.36585365853658536
Duje Dukan,Sacramento Kings,2016,0.012195121951219513
Dwight Howard,Houston Rockets,2016,0.8658536585365854
Dwight Powell,Dallas Mavericks,2016,0.8414634146341463
Dwyane Wade,Miami Heat,2016,0.9024390243902439
E'Twaun Moore,Chicago Bulls,2016,0.7195121951219512
Ed Davis,Portland Trail Blazers,2016,0.9878048780487805
Edy Tavares,Atlanta Hawks,2016,0.13414634146341464
Elfrid Payton,Orlando Magic,2016,0.8902439024390244
Elijah Millsap,Utah Jazz,2016,0.24390243902439024
Elliot Williams,Charlotte Hornets,2016,0.06097560975609756
Elton Brand,Philadelphia 76ers,2016,0.2073170731707317
Emmanuel Mudiay,Denver Nuggets,2016,0.8292682926829268
Enes Freedom,Oklahoma City Thunder,2016,1.0
Eric Bledsoe,Phoenix Suns,2016,0.3780487804878049
Eric Gordon,New Orleans Pelicans,2016,0.5487804878048781
Eric Moreland,Sacramento Kings,2016,0.0975609756097561
Erick Green,Denver Nuggets,2016,0.10975609756097561
Ersan Ilyasova,Orlando Magic,2016,0.9024390243902439
Evan Fournier,Orlando Magic,2016,0.9634146341463414
Evan Turner,Boston Celtics,2016,0.9878048780487805
Festus Ezeli,Golden State Warriors,2016,0.5609756097560976
Frank Kaminsky,Charlotte Hornets,2016,0.9878048780487805
Garrett Temple,Washington Wizards,2016,0.975609756097561
Gary Harris,Denver Nuggets,2016,0.926829268292683
Gary Neal,Washington Wizards,2016,0.4878048780487805
George Hill,Indiana Pacers,2016,0.9024390243902439
Gerald Green,Miami Heat,2016,0.8414634146341463
Gerald Henderson,Portland Trail Blazers,2016,0.8780487804878049
Giannis Antetokounmpo,Milwaukee Bucks,2016,0.975609756097561
Glenn Robinson III,Indiana Pacers,2016,0.5487804878048781
Goran Dragic,Miami Heat,2016,0.8780487804878049
Gordon Hayward,Utah Jazz,2016,0.975609756097561
Gorgui Dieng,Minnesota Timberwolves,2016,1.0
Greg Monroe,Milwaukee Bucks,2016,0.9634146341463414
Greg Smith,Minnesota Timberwolves,2016,0.21951219512195122
Greivis Vasquez,Milwaukee Bucks,2016,0.2804878048780488
Harrison Barnes,Golden State Warriors,2016,0.8048780487804879
Hassan Whiteside,Miami Heat,2016,0.8902439024390244
Henry Sims,Brooklyn Nets,2016,0.17073170731707318
Hollis Thompson,Philadelphia 76ers,2016,0.9390243902439024
Ian Clark,Golden State Warriors,2016,0.8048780487804879
Ian Mahinmi,Indiana Pacers,2016,0.8658536585365854
Iman Shumpert,Cleveland Cavaliers,2016,0.6585365853658537
Isaiah Canaan,Philadelphia 76ers,2016,0.9390243902439024
Isaiah Thomas,Boston Celtics,2016,1.0
Ish Smith,Philadelphia 76ers,2016,0.9390243902439024
J.J. Barea,Dallas Mavericks,2016,0.9024390243902439
JJ Hickson,Washington Wizards,2016,0.4268292682926829
JJ O'Brien,Utah Jazz,2016,0.024390243902439025
JJ Redick,Los Angeles Clippers,2016,0.9146341463414634
JR Smith,Cleveland Cavaliers,2016,0.9390243902439024
JaKarr Sampson,Denver Nuggets,2016,0.8902439024390244
JaMychal Green,Memphis Grizzlies,2016,0.9512195121951219
JaVale McGee,Dallas Mavericks,2016,0.4146341463414634
Jabari Parker,Milwaukee Bucks,2016,0.926829268292683
Jae Crowder,Boston Celtics,2016,0.8902439024390244
Jahlil Okafor,Philadelphia 76ers,2016,0.6463414634146342
Jamal Crawford,Los Angeles Clippers,2016,0.9634146341463414
Jameer Nelson,Denver Nuggets,2016,0.47560975609756095
James Anderson,Sacramento Kings,2016,0.6219512195121951
James Ennis III,New Orleans Pelicans,2016,0.2682926829268293
James Harden,Houston Rockets,2016,1.0
James Johnson,Toronto Raptors,2016,0.6951219512195121
James Jones,Cleveland Cavaliers,2016,0.5853658536585366
James Michael McAdoo,Golden State Warriors,2016,0.5
James Young,Boston Celtics,2016,0.35365853658536583
Jared Cunningham,Cleveland Cavaliers,2016,0.5365853658536586
Jared Dudley,Washington Wizards,2016,0.9878048780487805
Jared Sullinger,Boston Celtics,2016,0.9878048780487805
Jarell Eddie,Washington Wizards,2016,0.3170731707317073
Jarell Martin,Memphis Grizzlies,2016,0.32926829268292684
Jarnell Stokes,Memphis Grizzlies,2016,0.08536585365853659
Jarrett Jack,Brooklyn Nets,2016,0.3902439024390244
Jason Smith,Orlando Magic,2016,0.926829268292683
Jason Terry,Houston Rockets,2016,0.8780487804878049
Jason Thompson,Toronto Raptors,2016,0.573170731707317
Jeff Ayres,Los Angeles Clippers,2016,0.2073170731707317
Jeff Green,Los Angeles Clippers,2016,0.975609756097561
Jeff Teague,Atlanta Hawks,2016,0.9634146341463414
Jeff Withey,Utah Jazz,2016,0.6219512195121951
Jerami Grant,Philadelphia 76ers,2016,0.9390243902439024
Jeremy Evans,Dallas Mavericks,2016,0.36585365853658536
Jeremy Lamb,Charlotte Hornets,2016,0.8048780487804879
Jeremy Lin,Charlotte Hornets,2016,0.9512195121951219
Jerian Grant,New York Knicks,2016,0.926829268292683
Jerryd Bayless,Milwaukee Bucks,2016,0.6341463414634146
Jimmer Fredette,San Antonio Spurs,2016,0.07317073170731707
Jimmy Butler III,Chicago Bulls,2016,0.8170731707317073
Joakim Noah,Chicago Bulls,2016,0.35365853658536583
Jodie Meeks,Detroit Pistons,2016,0.036585365853658534
Joe Harris,Cleveland Cavaliers,2016,0.06097560975609756
Joe Ingles,Utah Jazz,2016,0.9878048780487805
Joe Johnson,Miami Heat,2016,0.9878048780487805
Joe Young,Indiana Pacers,2016,0.5
Joel Anthony,Detroit Pistons,2016,0.23170731707317074
Joffrey Lauvergne,Denver Nuggets,2016,0.7195121951219512
John Henson,Milwaukee Bucks,2016,0.6951219512195121
John Jenkins,Phoenix Suns,2016,0.524390243902439
John Wall,Washington Wizards,2016,0.9390243902439024
Johnny O'Bryant III,Milwaukee Bucks,2016,0.8048780487804879
Jon Leuer,Phoenix Suns,2016,0.8170731707317073
Jonas Jerebko,Boston Celtics,2016,0.9512195121951219
Jonas Valanciūnas,Toronto Raptors,2016,0.7317073170731707
Jonathon Simmons,San Antonio Spurs,2016,0.6707317073170732
Jordan Adams,Memphis Grizzlies,2016,0.024390243902439025
Jordan Clarkson,Los Angeles Lakers,2016,0.9634146341463414
Jordan Farmar,Memphis Grizzlies,2016,0.14634146341463414
Jordan Hamilton,New Orleans Pelicans,2016,0.13414634146341464
Jordan Hill,Indiana Pacers,2016,0.8902439024390244
Jordan McRae,Cleveland Cavaliers,2016,0.2682926829268293
Jordan Mickey,Boston Celtics,2016,0.1951219512195122
Jorge Gutierrez,Charlotte Hornets,2016,0.14634146341463414
Jose Calderon,New York Knicks,2016,0.8780487804878049
Josh Huestis,Oklahoma City Thunder,2016,0.06097560975609756
Josh McRoberts,Miami Heat,2016,0.5121951219512195
Josh Richardson,Miami Heat,2016,0.6341463414634146
Josh Smith,Houston Rockets,2016,0.6707317073170732
Jrue Holiday,New Orleans Pelicans,2016,0.7926829268292683
Julius Randle,Los Angeles Lakers,2016,0.9878048780487805
Justin Anderson,Dallas Mavericks,2016,0.6707317073170732
Justin Harper,Brooklyn Nets,2016,0.06097560975609756
Justin Holiday,Chicago Bulls,2016,0.6463414634146342
Justise Winslow,Miami Heat,2016,0.9512195121951219
Jusuf Nurkic,Denver Nuggets,2016,0.3902439024390244
KJ McDaniels,Houston Rockets,2016,0.45121951219512196
Karl-Anthony Towns,Minnesota Timberwolves,2016,1.0
Kawhi Leonard,San Antonio Spurs,2016,0.8780487804878049
Keith Appling,Orlando Magic,2016,0.06097560975609756
Kelly Olynyk,Boston Celtics,2016,0.8414634146341463
Kelly Oubre Jr.,Washington Wizards,2016,0.7682926829268293
Kemba Walker,Charlotte Hornets,2016,0.9878048780487805
Kendall Marshall,Philadelphia 76ers,2016,0.36585365853658536
Kendrick Perkins,New Orleans Pelicans,2016,0.45121951219512196
Kenneth Faried,Denver Nuggets,2016,0.8170731707317073
Kent Bazemore,Atlanta Hawks,2016,0.9146341463414634
Kentavious Caldwell-Pope,Detroit Pistons,2016,0.926829268292683
Kevin Durant,Oklahoma City Thunder,2016,0.8780487804878049
Kevin Garnett,Minnesota Timberwolves,2016,0.4634146341463415
Kevin Love,Cleveland Cavaliers,2016,0.9390243902439024
Kevin Martin,San Antonio Spurs,2016,0.6707317073170732
Kevin Seraphin,New York Knicks,2016,0.5853658536585366
Kevon Looney,Golden State Warriors,2016,0.06097560975609756
Khris Middleton,Milwaukee Bucks,2016,0.9634146341463414
Kirk Hinrich,Atlanta Hawks,2016,0.5609756097560976
Klay Thompson,Golden State Warriors,2016,0.975609756097561
Kobe Bryant,Los Angeles Lakers,2016,0.8048780487804879
Kosta Koufos,Sacramento Kings,2016,0.9512195121951219
Kostas Papanikolaou,Denver Nuggets,2016,0.3170731707317073
Kris Humphries,Atlanta Hawks,2016,0.6463414634146342
Kristaps Porziņģis,New York Knicks,2016,0.8780487804878049
Kyle Anderson,San Antonio Spurs,2016,0.9512195121951219
Kyle Korver,Atlanta Hawks,2016,0.975609756097561
Kyle Lowry,Toronto Raptors,2016,0.9390243902439024
Kyle O'Quinn,New York Knicks,2016,0.7926829268292683
Kyle Singler,Oklahoma City Thunder,2016,0.8292682926829268
Kyrie Irving,Cleveland Cavaliers,2016,0.6463414634146342
LaMarcus Aldridge,San Antonio Spurs,2016,0.9024390243902439
Lamar Patterson,Atlanta Hawks,2016,0.4268292682926829
Lance Stephenson,Memphis Grizzlies,2016,0.8414634146341463
Lance Thomas,New York Knicks,2016,0.7195121951219512
Langston Galloway,New York Knicks,2016,1.0
Larry Nance Jr.,Los Angeles Lakers,2016,0.7682926829268293
Lavoy Allen,Indiana Pacers,2016,0.9634146341463414
LeBron James,Cleveland Cavaliers,2016,0.926829268292683
Leandro Barbosa,Golden State Warriors,2016,0.8292682926829268
Lorenzo Brown,Detroit Pistons,2016,0.0975609756097561
Lou Amundson,New York Knicks,2016,0.35365853658536583
Lou Williams,Los Angeles Lakers,2016,0.8170731707317073
Luc Mbah a Moute,Los Angeles Clippers,2016,0.9146341463414634
Lucas Nogueira,Toronto Raptors,2016,0.35365853658536583
Luis Montero,Portland Trail Blazers,2016,0.14634146341463414
Luis Scola,Toronto Raptors,2016,0.926829268292683
Luke Babbitt,New Orleans Pelicans,2016,0.573170731707317
Luol Deng,Miami Heat,2016,0.9024390243902439
Manu Ginobili,San Antonio Spurs,2016,0.7073170731707317
Marc Gasol,Memphis Grizzlies,2016,0.6341463414634146
Marcelo Huertas,Los Angeles Lakers,2016,0.6463414634146342
Marcin Gortat,Washington Wizards,2016,0.9146341463414634
Marco Belinelli,Sacramento Kings,2016,0.8292682926829268
Marcus Morris Sr.,Detroit Pistons,2016,0.975609756097561
Marcus Smart,Boston Celtics,2016,0.7439024390243902
Marcus Thornton,Washington Wizards,2016,0.7439024390243902
Mario Chalmers,Miami Heat,2016,0.7439024390243902
Mario Hezonja,Orlando Magic,2016,0.9634146341463414
Markel Brown,Brooklyn Nets,2016,0.7560975609756098
Markieff Morris,Washington Wizards,2016,0.7804878048780488
Marreese Speights,Golden State Warriors,2016,0.8780487804878049
Marvin Williams,Charlotte Hornets,2016,0.9878048780487805
Mason Plumlee,Portland Trail Blazers,2016,1.0
Matt Barnes,Memphis Grizzlies,2016,0.926829268292683
Matt Bonner,San Antonio Spurs,2016,0.36585365853658536
Matthew Dellavedova,Cleveland Cavaliers,2016,0.926829268292683
Maurice Harkless,Portland Trail Blazers,2016,0.9512195121951219
