Player,Team,Offense,Defense,Total,Offense_value,Offense_percentile,Defense(*)_value,Defense(*)_percentile,Total_value,Total_percentile,PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,AGE,GP,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,REB,AST,STL,BLK,TOV,PTS,PLUS_MINUS,USG_PCT,TS_PCT,EFG_PCT,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,REB_PCT,PIE,ATTENDANCE_RATE,MPG
Trey Murphy III,NOP,-0.9 (36),0.5 (26),-1.4 (28),-0.9,36,0.5,26,-1.4,28,1630530.0,Trey Murphy III,NOP,25.0,53.0,1854.23,381.0,839.0,0.454,158.0,438.0,0.361,204.0,230.0,0.887,268.0,188.0,56.0,39.0,103.0,1124.0,-384.0,0.229,0.598,0.548,109.0,118.7,-9.7,0.157,0.069,0.11,64.63,35.0
Taze Moore,POR,-1.4 (19),0.0 (54),-1.4 (28),-1.4,19,0.0,54,-1.4,28,1631386.0,Taze Moore,POR,27.0,2.0,19.85,2.0,10.0,0.2,1.0,4.0,0.25,1.0,2.0,0.5,8.0,1.0,2.0,0.0,2.0,6.0,-7.0,0.224,0.276,0.25,58.7,77.3,-18.6,0.125,0.138,0.105,2.44,9.9
Alexandre Sarr,WAS,-1.2 (25),0.2 (42),-1.4 (27),-1.2,25,0.2,42,-1.4,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dillon Jones,OKC,-1.7 (13),-0.3 (68),-1.4 (27),-1.7,13,-0.3,68,-1.4,27,1641794.0,Dillon Jones,OKC,23.0,54.0,551.4933333333333,51.0,133.0,0.383,16.0,63.0,0.254,17.0,28.0,0.607,121.0,58.0,16.0,4.0,28.0,135.0,75.0,0.131,0.464,0.444,108.9,102.9,6.0,0.143,0.102,0.066,65.85,10.2
Damion Lee,PHX,-1.4 (19),0.0 (53),-1.4 (27),-1.4,19,0.0,53,-1.4,27,1627814.0,Damion Lee,PHX,32.0,25.0,144.01833333333335,27.0,74.0,0.365,9.0,37.0,0.243,20.0,21.0,0.952,20.0,11.0,6.0,0.0,10.0,83.0,25.0,0.269,0.499,0.426,104.7,98.7,6.0,0.121,0.064,0.089,30.49,5.8
Xavier Tillman,BOS,-1.6 (16),-0.2 (66),-1.4 (27),-1.6,16,-0.2,66,-1.4,27,1630214.0,Xavier Tillman,BOS,26.0,33.0,230.90333333333334,13.0,53.0,0.245,5.0,32.0,0.156,3.0,4.0,0.75,43.0,7.0,11.0,5.0,14.0,34.0,-12.0,0.125,0.31,0.292,106.6,108.9,-2.3,0.043,0.091,0.022,40.24,7.0
Jack McVeigh,HOU,-1.6 (15),-0.2 (63),-1.4 (27),-1.6,15,-0.2,63,-1.4,27,1629098.0,Jack McVeigh,HOU,29.0,9.0,43.25,5.0,17.0,0.294,4.0,13.0,0.308,0.0,0.0,0.0,5.0,1.0,0.0,2.0,2.0,14.0,-10.0,0.176,0.412,0.412,84.7,93.9,-9.2,0.038,0.048,0.02,10.98,4.8
Malevy Leons,GSW,-1.1 (28),0.3 (36),-1.4 (27),-1.1,28,0.3,36,-1.4,27,1642502.0,Malevy Leons,OKC,25.0,6.0,20.966666666666665,0.0,2.0,0.0,0.0,1.0,0.0,2.0,4.0,0.5,3.0,1.0,0.0,0.0,1.0,2.0,-18.0,0.102,0.266,0.0,61.4,104.7,-43.3,0.111,0.065,-0.069,7.32,3.5
Kentavious Caldwell-Pope,MEM,-2.3 (5),-0.8 (84),-1.5 (26),-2.3,5,-0.8,84,-1.5,26,203484.0,Kentavious Caldwell-Pope,MEM,32.0,77.0,2279.036666666667,239.0,544.0,0.439,113.0,330.0,0.342,82.0,95.0,0.863,169.0,136.0,99.0,34.0,62.0,673.0,11.0,0.121,0.574,0.543,109.1,108.6,0.5,0.086,0.038,0.065,93.9,29.6
Thomas Bryant,CLE,-1.0 (35),0.5 (29),-1.5 (26),-1.0,35,0.5,29,-1.5,26,1628418.0,Thomas Bryant,IND,27.0,66.0,963.0166666666667,163.0,321.0,0.508,48.0,148.0,0.324,55.0,64.0,0.859,251.0,53.0,28.0,41.0,30.0,429.0,-37.0,0.162,0.614,0.583,109.9,113.4,-3.5,0.078,0.128,0.11,80.49,14.6
Lonnie Walker IV,PHI,-0.7 (44),0.8 (17),-1.5 (26),-0.7,44,0.8,17,-1.5,26,1629022.0,Lonnie Walker IV,PHI,26.0,20.0,476.7033333333333,89.0,212.0,0.42,45.0,127.0,0.354,24.0,30.0,0.8,63.0,50.0,10.0,5.0,25.0,247.0,-142.0,0.214,0.548,0.526,104.7,118.7,-14.1,0.167,0.063,0.091,24.39,23.8
Vasilije Micić,PHX,-1.7 (15),-0.2 (66),-1.5 (26),-1.7,15,-0.2,66,-1.5,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Terance Mann,BKN,0.1 (71),1.6 (3),-1.5 (26),0.1,71,1.6,3,-1.5,26,1629611.0,Terance Mann,ATL,28.0,67.0,1414.25,205.0,413.0,0.496,60.0,163.0,0.368,47.0,68.0,0.691,199.0,121.0,47.0,15.0,47.0,517.0,-95.0,0.145,0.584,0.569,112.9,115.2,-2.3,0.118,0.07,0.074,81.71,21.1
Cam Reddish,LAL,-1.3 (22),0.2 (43),-1.5 (26),-1.3,22,0.2,43,-1.5,26,1629629.0,Cam Reddish,LAL,25.0,33.0,589.45,38.0,94.0,0.404,13.0,47.0,0.277,16.0,26.0,0.615,66.0,22.0,33.0,10.0,12.0,105.0,-91.0,0.084,0.498,0.473,107.6,115.9,-8.4,0.049,0.056,0.04,40.24,17.9
Moses Brown,DAL,-0.9 (36),0.6 (23),-1.5 (26),-0.9,36,0.6,23,-1.5,26,1629650.0,Moses Brown,DAL,25.0,13.0,118.57666666666667,34.0,49.0,0.694,0.0,0.0,0.0,8.0,11.0,0.727,44.0,2.0,6.0,4.0,11.0,76.0,-14.0,0.216,0.706,0.694,101.5,105.9,-4.4,0.029,0.165,0.154,15.85,9.1
Anfernee Simons,BOS,-0.6 (46),0.9 (13),-1.5 (25),-0.6,46,0.9,13,-1.5,25,1629014.0,Anfernee Simons,POR,26.0,70.0,2291.8983333333335,479.0,1125.0,0.426,215.0,593.0,0.363,175.0,194.0,0.902,189.0,337.0,60.0,5.0,143.0,1348.0,-220.0,0.241,0.557,0.521,108.8,113.4,-4.6,0.241,0.039,0.106,85.37,32.7
Brandon Boston Jr.,NOP,-0.7 (42),0.8 (15),-1.5 (25),-0.7,42,0.8,15,-1.5,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tosan Evbuomwan,NYK,-1.7 (13),-0.2 (63),-1.5 (25),-1.7,13,-0.2,63,-1.5,25,1641787.0,Tosan Evbuomwan,BKN,24.0,28.0,664.93,94.0,220.0,0.427,24.0,77.0,0.312,55.0,73.0,0.753,120.0,55.0,24.0,10.0,39.0,267.0,-66.0,0.183,0.53,0.482,103.4,108.4,-5.0,0.132,0.087,0.087,34.15,23.7
Tristan da Silva,ORL,-1.3 (21),0.2 (42),-1.5 (25),-1.3,21,0.2,42,-1.5,25,1641783.0,Tristan da Silva,ORL,24.0,74.0,1628.6116666666667,199.0,483.0,0.412,80.0,239.0,0.335,55.0,63.0,0.873,245.0,113.0,33.0,18.0,56.0,533.0,-127.0,0.149,0.522,0.495,106.1,110.3,-4.2,0.105,0.076,0.074,90.24,22.0
Karlo Matković,NOP,-1.5 (17),-0.0 (53),-1.5 (25),-1.5,17,-0.0,53,-1.5,25,1631255.0,Karlo Matković,NOP,24.0,42.0,790.585,135.0,235.0,0.574,21.0,66.0,0.318,34.0,44.0,0.773,209.0,46.0,22.0,41.0,43.0,325.0,-89.0,0.155,0.639,0.619,109.4,114.1,-4.7,0.083,0.129,0.096,51.22,18.8
Luke Travers,CLE,-1.6 (15),-0.1 (59),-1.5 (25),-1.6,15,-0.1,59,-1.5,25,1631247.0,Luke Travers,CLE,23.0,12.0,87.86,5.0,20.0,0.25,0.0,9.0,0.0,2.0,2.0,1.0,20.0,8.0,1.0,1.0,8.0,12.0,-1.0,0.132,0.287,0.25,109.1,109.7,-0.5,0.113,0.097,0.022,14.63,7.3
Marcus Garrett,CHA,-1.2 (24),0.3 (36),-1.5 (24),-1.2,24,0.3,36,-1.5,24,1630585.0,Marcus Garrett,CHA,26.0,4.0,79.38333333333334,11.0,27.0,0.407,3.0,8.0,0.375,3.0,4.0,0.75,6.0,13.0,3.0,2.0,6.0,28.0,-39.0,0.193,0.487,0.463,95.6,119.3,-23.6,0.255,0.036,0.057,4.88,19.8
Drew Timme,LAL,-1.2 (24),0.3 (35),-1.5 (24),-1.2,24,0.3,35,-1.5,24,1631166.0,Drew Timme,BKN,24.0,9.0,253.87833333333333,45.0,102.0,0.441,9.0,35.0,0.257,10.0,16.0,0.625,65.0,20.0,4.0,1.0,15.0,109.0,-66.0,0.205,0.5,0.485,102.8,115.5,-12.6,0.137,0.123,0.086,10.98,28.2
Carter Bryant,SAS,-1.7 (12),-0.2 (62),-1.5 (24),-1.7,12,-0.2,62,-1.5,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Quentin Grimes,PHI,-1.4 (20),0.2 (45),-1.6 (24),-1.4,20,0.2,45,-1.6,24,1629656.0,Quentin Grimes,PHI,25.0,75.0,2013.09,384.0,823.0,0.467,162.0,421.0,0.385,162.0,214.0,0.757,324.0,228.0,74.0,22.0,141.0,1092.0,-261.0,0.218,0.595,0.565,111.9,118.1,-6.2,0.172,0.077,0.105,91.46,26.8
Zaccharie Risacher,ATL,-0.2 (63),1.4 (5),-1.6 (24),-0.2,63,1.4,5,-1.6,24,1642258.0,Zaccharie Risacher,ATL,20.0,75.0,1843.3866666666668,357.0,779.0,0.458,122.0,344.0,0.355,106.0,149.0,0.711,268.0,92.0,52.0,37.0,92.0,942.0,-121.0,0.203,0.558,0.537,112.3,115.0,-2.7,0.068,0.071,0.071,91.46,24.6
Kyle Lowry,PHI,-2.2 (7),-0.6 (81),-1.6 (24),-2.2,7,-0.6,81,-1.6,24,200768.0,Kyle Lowry,PHI,39.0,35.0,659.4483333333334,41.0,117.0,0.35,29.0,88.0,0.33,27.0,33.0,0.818,67.0,96.0,33.0,11.0,21.0,138.0,-71.0,0.1,0.525,0.474,103.8,109.6,-5.8,0.206,0.05,0.067,42.68,18.8
Johnny Davis,WAS,-1.2 (27),0.4 (34),-1.6 (23),-1.2,27,0.4,34,-1.6,23,1631098.0,Johnny Davis,WAS,23.0,34.0,241.65833333333333,32.0,78.0,0.41,7.0,29.0,0.241,9.0,15.0,0.6,38.0,11.0,15.0,6.0,7.0,80.0,-26.0,0.15,0.473,0.455,104.7,107.2,-2.5,0.064,0.069,0.067,41.46,7.1
Andrew Wiggins,MIA,-1.0 (35),0.6 (24),-1.6 (23),-1.0,35,0.6,24,-1.6,23,203952.0,Andrew Wiggins,MIA,30.0,60.0,1842.2816666666668,376.0,839.0,0.448,130.0,348.0,0.374,196.0,257.0,0.763,269.0,158.0,60.0,50.0,99.0,1078.0,-100.0,0.238,0.566,0.526,109.4,111.7,-2.3,0.137,0.069,0.105,73.17,30.7
Chris Paul,LAC,-0.8 (41),0.8 (17),-1.6 (23),-0.8,41,0.8,17,-1.6,23,101108.0,Chris Paul,SAS,40.0,82.0,2292.1633333333334,249.0,583.0,0.427,140.0,371.0,0.377,85.0,92.0,0.924,296.0,605.0,103.0,22.0,129.0,723.0,4.0,0.137,0.58,0.547,114.2,115.0,-0.8,0.342,0.062,0.102,100.0,28.0
Bryce McGowens,NOP,-0.4 (56),1.2 (9),-1.6 (23),-0.4,56,1.2,9,-1.6,23,1631121.0,Bryce McGowens,POR,22.0,13.0,32.016666666666666,4.0,14.0,0.286,0.0,4.0,0.0,5.0,6.0,0.833,3.0,2.0,1.0,0.0,4.0,13.0,-4.0,0.244,0.391,0.286,89.9,97.1,-7.2,0.105,0.046,0.0,15.85,2.5
Dejounte Murray,NOP,-0.3 (60),1.3 (7),-1.6 (23),-0.3,60,1.3,7,-1.6,23,1627749.0,Dejounte Murray,NOP,28.0,31.0,1012.1483333333333,194.0,494.0,0.393,52.0,174.0,0.299,102.0,124.0,0.823,200.0,228.0,63.0,12.0,106.0,542.0,-207.0,0.263,0.494,0.445,109.0,118.1,-9.1,0.347,0.094,0.118,37.8,32.6
Jaden Ivey,DET,-0.5 (51),1.1 (10),-1.6 (23),-0.5,51,1.1,10,-1.6,23,1631093.0,Jaden Ivey,DET,23.0,30.0,898.0333333333333,190.0,413.0,0.46,63.0,154.0,0.409,85.0,116.0,0.733,124.0,119.0,28.0,11.0,89.0,528.0,-62.0,0.256,0.569,0.536,110.5,114.6,-4.1,0.207,0.067,0.099,36.59,29.9
Jett Howard,ORL,-0.8 (40),0.8 (16),-1.6 (23),-0.8,40,0.8,16,-1.6,23,1641724.0,Jett Howard,ORL,21.0,60.0,701.1066666666667,98.0,262.0,0.374,55.0,186.0,0.296,16.0,23.0,0.696,70.0,44.0,13.0,11.0,36.0,267.0,-86.0,0.181,0.491,0.479,103.0,108.7,-5.7,0.102,0.048,0.045,73.17,11.7
Dennis Schröder,SAC,-1.0 (33),0.6 (23),-1.6 (22),-1.0,33,0.6,23,-1.6,22,203471.0,Dennis Schröder,DET,31.0,75.0,2104.778333333333,336.0,827.0,0.406,127.0,371.0,0.342,181.0,216.0,0.838,198.0,404.0,66.0,12.0,142.0,980.0,-72.0,0.211,0.531,0.483,111.8,112.8,-0.9,0.287,0.046,0.091,91.46,28.1
Gradey Dick,TOR,-0.3 (60),1.3 (7),-1.6 (22),-0.3,60,1.3,7,-1.6,22,1641711.0,Gradey Dick,TOR,21.0,54.0,1587.3733333333332,265.0,647.0,0.41,114.0,326.0,0.35,133.0,155.0,0.858,193.0,98.0,48.0,10.0,83.0,777.0,-210.0,0.209,0.543,0.498,110.3,116.1,-5.8,0.087,0.059,0.071,65.85,29.4
Cam Whitmore,WAS,-0.1 (66),1.5 (4),-1.6 (22),-0.1,66,1.5,4,-1.6,22,1641715.0,Cam Whitmore,HOU,20.0,51.0,826.585,179.0,403.0,0.444,65.0,183.0,0.355,54.0,72.0,0.75,151.0,49.0,31.0,13.0,46.0,477.0,-1.0,0.231,0.549,0.525,113.4,112.3,1.1,0.09,0.086,0.108,62.2,16.2
Orlando Robinson,ORL,-1.1 (29),0.5 (26),-1.6 (22),-1.1,29,0.5,26,-1.6,22,1631115.0,Orlando Robinson,TOR,24.0,44.0,769.8016666666666,116.0,261.0,0.444,17.0,52.0,0.327,54.0,70.0,0.771,220.0,77.0,17.0,16.0,49.0,303.0,-87.0,0.177,0.519,0.477,104.5,109.2,-4.8,0.152,0.127,0.088,53.66,17.5
Kel'el Ware,MIA,-0.8 (39),0.8 (15),-1.6 (22),-0.8,39,0.8,15,-1.6,22,1642276.0,Kel'el Ware,MIA,21.0,64.0,1422.4866666666667,257.0,464.0,0.554,35.0,111.0,0.315,46.0,67.0,0.687,473.0,60.0,39.0,71.0,57.0,595.0,39.0,0.169,0.603,0.592,112.8,110.9,1.9,0.062,0.167,0.119,78.05,22.2
Jamison Battle,TOR,-1.2 (25),0.4 (31),-1.6 (22),-1.2,25,0.4,31,-1.6,22,1642419.0,Jamison Battle,TOR,24.0,59.0,1041.6783333333333,149.0,347.0,0.429,105.0,259.0,0.405,16.0,18.0,0.889,158.0,53.0,17.0,10.0,27.0,419.0,-183.0,0.147,0.59,0.581,105.0,113.4,-8.4,0.073,0.072,0.072,71.95,17.7
Armel Traore,LAL,-1.2 (24),0.4 (30),-1.6 (21),-1.2,24,0.4,30,-1.6,21,1642422.0,Armel Traore,LAL,22.0,9.0,66.66666666666667,6.0,19.0,0.316,0.0,7.0,0.0,2.0,7.0,0.286,15.0,1.0,4.0,2.0,3.0,14.0,-49.0,0.153,0.317,0.316,81.9,119.3,-37.3,0.026,0.111,0.027,10.98,7.4
Ben Saraf,BKN,-1.1 (27),0.5 (25),-1.6 (21),-1.1,27,0.5,25,-1.6,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Keaton Wallace,ATL,-2.3 (5),-0.6 (79),-1.7 (21),-2.3,5,-0.6,79,-1.7,21,1630811.0,Keaton Wallace,ATL,26.0,31.0,501.1666666666667,65.0,162.0,0.401,27.0,82.0,0.329,11.0,11.0,1.0,50.0,81.0,28.0,9.0,33.0,168.0,-19.0,0.164,0.503,0.485,106.2,108.4,-2.2,0.224,0.047,0.074,37.8,16.2
Stanley Umude,MIL,-1.7 (14),0.0 (56),-1.7 (21),-1.7,14,0.0,56,-1.7,21,1630649.0,Stanley Umude,MIL,26.0,22.0,85.77666666666667,5.0,26.0,0.192,3.0,15.0,0.2,2.0,4.0,0.5,17.0,4.0,3.0,6.0,3.0,15.0,-15.0,0.137,0.27,0.25,85.6,95.8,-10.1,0.071,0.089,0.022,26.83,3.9
Larry Nance Jr.,CLE,-2.0 (9),-0.3 (70),-1.7 (21),-2.0,9,-0.3,70,-1.7,21,1626204.0,Larry Nance Jr.,ATL,32.0,24.0,463.2266666666667,80.0,155.0,0.516,34.0,76.0,0.447,9.0,13.0,0.692,103.0,38.0,20.0,13.0,16.0,203.0,-95.0,0.155,0.632,0.626,107.5,116.5,-9.0,0.125,0.108,0.106,29.27,19.3
Jeremy Sochan,SAS,-1.2 (26),0.5 (28),-1.7 (21),-1.2,26,0.5,28,-1.7,21,1631110.0,Jeremy Sochan,SAS,22.0,54.0,1363.9683333333332,251.0,469.0,0.535,28.0,91.0,0.308,87.0,125.0,0.696,352.0,128.0,45.0,27.0,84.0,617.0,-88.0,0.184,0.589,0.565,111.9,114.5,-2.7,0.138,0.121,0.101,65.85,25.3
Emoni Bates,CLE,-1.0 (33),0.7 (19),-1.7 (21),-1.0,33,0.7,19,-1.7,21,1641734.0,Emoni Bates,CLE,21.0,10.0,74.78333333333333,13.0,38.0,0.342,11.0,30.0,0.367,0.0,0.0,0.0,7.0,8.0,1.0,1.0,2.0,37.0,-34.0,0.201,0.487,0.487,89.0,110.5,-21.5,0.2,0.036,0.08,12.2,7.5
GG Jackson,MEM,-0.3 (60),1.4 (6),-1.7 (20),-0.3,60,1.4,6,-1.7,20,1641713.0,GG Jackson,MEM,20.0,29.0,458.615,74.0,199.0,0.372,32.0,95.0,0.337,29.0,40.0,0.725,92.0,29.0,12.0,5.0,31.0,209.0,-68.0,0.219,0.482,0.452,112.7,118.6,-5.9,0.085,0.093,0.064,35.37,15.8
Mo Bamba,TOR,-1.7 (13),-0.0 (54),-1.7 (20),-1.7,13,-0.0,54,-1.7,20,1628964.0,Mo Bamba,NOP,27.0,32.0,413.485,52.0,112.0,0.464,15.0,54.0,0.278,19.0,27.0,0.704,145.0,18.0,9.0,31.0,20.0,138.0,-75.0,0.15,0.557,0.531,103.5,112.5,-9.0,0.068,0.175,0.1,39.02,12.9
Colin Castleton,TOR,-1.8 (11),-0.1 (60),-1.7 (20),-1.8,11,-0.1,60,-1.7,20,1630658.0,Colin Castleton,TOR,25.0,26.0,431.99,46.0,98.0,0.469,2.0,16.0,0.125,29.0,38.0,0.763,122.0,28.0,8.0,10.0,23.0,123.0,-30.0,0.125,0.536,0.48,106.1,108.2,-2.1,0.092,0.123,0.074,31.71,16.6
Dalton Knecht,LAL,-0.7 (42),1.0 (12),-1.7 (20),-0.7,42,1.0,12,-1.7,20,1642261.0,Dalton Knecht,LAL,24.0,78.0,1493.795,257.0,557.0,0.461,128.0,340.0,0.376,64.0,84.0,0.762,216.0,66.0,24.0,8.0,37.0,706.0,-73.0,0.181,0.594,0.576,112.2,114.9,-2.8,0.067,0.073,0.087,95.12,19.2
Yang Hansen,POR,-1.7 (12),-0.0 (51),-1.7 (20),-1.7,12,-0.0,51,-1.7,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bilal Coulibaly,WAS,-1.1 (30),0.6 (24),-1.7 (20),-1.1,30,0.6,24,-1.7,20,1641731.0,Bilal Coulibaly,WAS,20.0,59.0,1947.5066666666667,263.0,624.0,0.421,63.0,224.0,0.281,138.0,185.0,0.746,294.0,199.0,78.0,41.0,125.0,727.0,-587.0,0.175,0.515,0.472,104.5,118.3,-13.8,0.15,0.07,0.07,71.95,33.0
Monté Morris,IND,-2.2 (6),-0.5 (76),-1.7 (19),-2.2,6,-0.5,76,-1.7,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marcus Bagley,PHI,-1.1 (27),0.6 (22),-1.7 (19),-1.1,27,0.6,22,-1.7,19,1630542.0,Marcus Bagley,PHI,23.0,10.0,253.155,27.0,69.0,0.391,5.0,32.0,0.156,8.0,10.0,0.8,70.0,10.0,9.0,12.0,7.0,67.0,-84.0,0.128,0.456,0.428,101.1,117.0,-15.9,0.056,0.124,0.077,12.2,25.3
Onyeka Okongwu,ATL,-1.4 (19),0.4 (33),-1.8 (19),-1.4,19,0.4,33,-1.8,19,1630168.0,Onyeka Okongwu,ATL,24.0,74.0,2063.9266666666667,388.0,684.0,0.567,48.0,148.0,0.324,164.0,216.0,0.759,660.0,168.0,69.0,68.0,90.0,988.0,40.0,0.169,0.634,0.602,114.9,113.7,1.1,0.113,0.157,0.122,90.24,27.9
Jalen Hood-Schifino,PHI,-0.6 (46),1.2 (8),-1.8 (19),-0.6,46,1.2,8,-1.8,19,1641720.0,Jalen Hood-Schifino,PHI,22.0,15.0,314.6766666666667,37.0,98.0,0.378,14.0,46.0,0.304,18.0,21.0,0.857,27.0,37.0,5.0,7.0,18.0,106.0,-96.0,0.164,0.494,0.449,107.2,123.5,-16.4,0.165,0.041,0.049,18.29,21.0
Mohamed Diawara,NYK,-1.2 (24),0.6 (22),-1.8 (19),-1.2,24,0.6,22,-1.8,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jerami Grant,POR,-1.1 (30),0.7 (21),-1.8 (19),-1.1,30,0.7,21,-1.8,19,203924.0,Jerami Grant,POR,31.0,47.0,1523.5866666666666,214.0,574.0,0.373,108.0,296.0,0.365,141.0,166.0,0.849,163.0,101.0,41.0,46.0,65.0,677.0,-202.0,0.192,0.523,0.467,107.4,113.4,-6.1,0.099,0.05,0.07,57.32,32.4
Kelly Oubre Jr.,PHI,-1.0 (34),0.8 (17),-1.8 (19),-1.0,34,0.8,17,-1.8,19,1626162.0,Kelly Oubre Jr.,PHI,29.0,60.0,2078.19,348.0,741.0,0.47,71.0,242.0,0.293,139.0,185.0,0.751,368.0,108.0,92.0,30.0,80.0,906.0,-258.0,0.186,0.551,0.518,110.7,116.4,-5.7,0.079,0.091,0.084,73.17,34.6
Dalano Banton,POR,-0.9 (37),0.9 (14),-1.8 (18),-0.9,37,0.9,14,-1.8,18,1630625.0,Dalano Banton,POR,25.0,67.0,1119.945,198.0,507.0,0.391,72.0,222.0,0.324,91.0,125.0,0.728,135.0,160.0,43.0,34.0,86.0,559.0,-55.0,0.237,0.497,0.462,110.2,111.8,-1.5,0.213,0.056,0.089,81.71,16.7
Jared Butler,PHI,-1.1 (29),0.7 (20),-1.8 (18),-1.1,29,0.7,20,-1.8,18,1630215.0,Jared Butler,PHI,24.0,60.0,1043.735,203.0,453.0,0.448,60.0,169.0,0.355,75.0,91.0,0.824,110.0,220.0,42.0,13.0,80.0,541.0,-131.0,0.222,0.549,0.514,108.5,114.5,-6.0,0.317,0.049,0.102,73.17,17.4
Malachi Flynn,CHA,-1.0 (33),0.8 (16),-1.8 (18),-1.0,33,0.8,16,-1.8,18,1630201.0,Malachi Flynn,SAS,27.0,4.0,43.68,5.0,13.0,0.385,1.0,4.0,0.25,5.0,6.0,0.833,7.0,7.0,3.0,0.0,4.0,16.0,1.0,0.196,0.512,0.423,112.8,109.1,3.7,0.233,0.079,0.084,4.88,10.9
Trevelin Queen,ORL,-1.5 (17),0.3 (37),-1.8 (18),-1.5,17,0.3,37,-1.8,18,1630243.0,Trevelin Queen,ORL,28.0,31.0,430.28,56.0,147.0,0.381,22.0,77.0,0.286,18.0,21.0,0.857,54.0,38.0,31.0,10.0,22.0,152.0,-86.0,0.176,0.486,0.456,101.9,111.1,-9.2,0.141,0.063,0.071,37.8,13.9
Jeff Dowtin Jr.,PHI,-1.1 (28),0.7 (18),-1.8 (18),-1.1,28,0.7,18,-1.8,18,1630288.0,Jeff Dowtin Jr.,PHI,28.0,41.0,620.77,112.0,230.0,0.487,28.0,70.0,0.4,33.0,45.0,0.733,60.0,78.0,24.0,12.0,15.0,285.0,-103.0,0.176,0.57,0.548,107.6,116.7,-9.2,0.196,0.047,0.106,50.0,15.1
Kyshawn George,WAS,-1.1 (28),0.7 (18),-1.8 (18),-1.1,28,0.7,18,-1.8,18,1642273.0,Kyshawn George,WAS,21.0,68.0,1802.1833333333334,203.0,546.0,0.372,114.0,354.0,0.322,70.0,93.0,0.753,285.0,169.0,68.0,50.0,97.0,590.0,-361.0,0.156,0.503,0.476,105.4,115.5,-10.1,0.133,0.074,0.058,82.93,26.5
Vlatko Čančar,DEN,-2.1 (8),-0.3 (68),-1.8 (17),-2.1,8,-0.3,68,-1.8,17,1628427.0,Vlatko Čančar,DEN,28.0,13.0,135.82833333333335,10.0,26.0,0.385,4.0,15.0,0.267,0.0,0.0,0.0,32.0,9.0,3.0,2.0,11.0,24.0,-18.0,0.109,0.462,0.462,93.5,100.3,-6.9,0.095,0.102,0.062,15.85,10.4
Nolan Traore,BKN,-1.0 (31),0.8 (14),-1.8 (17),-1.0,31,0.8,14,-1.8,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corey Kispert,ATL,-0.5 (52),1.4 (6),-1.9 (17),-0.5,52,1.4,6,-1.9,17,1630557.0,Corey Kispert,WAS,26.0,61.0,1601.5233333333333,255.0,565.0,0.451,120.0,330.0,0.364,75.0,88.0,0.852,181.0,103.0,26.0,14.0,64.0,705.0,-274.0,0.169,0.584,0.558,108.7,117.1,-8.5,0.094,0.053,0.074,74.39,26.3
Jalen McDaniels,WAS,-1.5 (17),0.4 (32),-1.9 (17),-1.5,17,0.4,32,-1.9,17,1629667.0,Jalen McDaniels,SAC,27.0,4.0,7.335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-1.0,0.0,0.0,0.0,81.3,77.8,3.5,0.25,0.0,0.114,4.88,1.8
JD Davison,HOU,-1.3 (21),0.6 (22),-1.9 (17),-1.3,21,0.6,22,-1.9,17,1631120.0,JD Davison,BOS,22.0,16.0,92.915,12.0,34.0,0.353,4.0,18.0,0.222,5.0,7.0,0.714,13.0,13.0,5.0,1.0,13.0,33.0,-28.0,0.228,0.445,0.412,91.7,105.4,-13.7,0.277,0.067,0.079,19.51,5.8
RayJ Dennis,ATL,-2.3 (4),-0.4 (72),-1.9 (17),-2.3,4,-0.4,72,-1.9,17,1642484.0,RayJ Dennis,IND,24.0,11.0,70.38333333333334,11.0,33.0,0.333,6.0,21.0,0.286,2.0,2.0,1.0,12.0,14.0,7.0,2.0,5.0,30.0,44.0,0.212,0.443,0.424,113.5,86.3,27.3,0.255,0.073,0.11,13.41,6.4
Trey Jemison III,NYK,-1.6 (16),0.3 (37),-1.9 (17),-1.6,16,0.3,37,-1.9,17,1641998.0,Trey Jemison III,LAL,25.0,38.0,392.0233333333333,41.0,74.0,0.554,0.0,0.0,0.0,13.0,33.0,0.394,105.0,16.0,9.0,15.0,24.0,95.0,-18.0,0.121,0.537,0.554,105.6,107.8,-2.2,0.058,0.128,0.044,46.34,10.3
