AGE,Performance
19.0,2.0
19.0,3.076923076923077
19.0,10.074074074074074
19.0,11.533333333333331
20.0,2.333333333333333
20.0,3.740740740740741
20.0,4.130434782608695
20.0,4.2
20.0,6.836734693877551
20.0,7.35
20.0,7.94
20.0,10.89655172413793
20.0,11.551724137931034
20.0,13.235294117647058
20.0,13.326923076923077
20.0,13.4375
20.0,13.91304347826087
20.0,16.47887323943662
20.0,17.32
20.0,20.57627118644068
20.0,21.45679012345679
21.0,2.4615384615384617
21.0,2.727272727272727
21.0,3.2857142857142856
21.0,3.3846153846153846
21.0,4.615384615384615
21.0,5.2
21.0,6.15
21.0,7.634615384615385
21.0,7.658227848101266
21.0,8.5
21.0,8.8
21.0,10.68
21.0,12.666666666666666
21.0,13.416666666666666
21.0,14.633802816901408
21.0,15.30379746835443
21.0,15.318181818181818
21.0,15.397435897435898
21.0,15.661764705882351
21.0,15.676470588235292
21.0,16.597014925373134
21.0,17.194444444444443
21.0,18.453125
21.0,19.303030303030305
21.0,19.314814814814813
21.0,19.39130434782609
21.0,19.42465753424657
21.0,19.55555555555556
21.0,24.28358208955224
21.0,24.884615384615383
21.0,40.630434782608695
22.0,1.1538461538461535
22.0,2.0625
22.0,2.208333333333333
22.0,3.25
22.0,3.375
22.0,3.6
22.0,3.6666666666666665
22.0,3.875
22.0,4.3478260869565215
22.0,4.930232558139535
22.0,6.275862068965517
22.0,6.319148936170213
22.0,6.446808510638298
22.0,6.568965517241379
22.0,6.65
22.0,6.857142857142857
22.0,7.027027027027027
22.0,7.403846153846154
22.0,7.575342465753424
22.0,7.771428571428571
22.0,9.278688524590164
22.0,9.433333333333334
22.0,10.125
22.0,10.824561403508772
22.0,10.933333333333334
22.0,11.086206896551724
22.0,11.87837837837838
22.0,12.2
22.0,12.393939393939394
22.0,13.52777777777778
22.0,14.028571428571428
22.0,14.161764705882351
22.0,14.871794871794872
22.0,17.304347826086957
22.0,18.45762711864407
22.0,20.09259259259259
22.0,20.296875
22.0,20.385964912280706
22.0,21.87234042553192
22.0,24.791666666666668
22.0,26.105263157894736
22.0,26.768115942028984
22.0,28.51851851851852
22.0,28.82857142857143
22.0,33.68421052631579
22.0,36.58695652173913
23.0,1.3333333333333333
23.0,1.5714285714285714
23.0,1.6
23.0,2.833333333333333
23.0,3.210526315789474
23.0,3.357142857142857
23.0,3.5
23.0,4.0
23.0,4.0
23.0,4.2
23.0,4.205882352941177
23.0,5.666666666666667
23.0,5.805555555555555
23.0,6.8
23.0,7.238805970149253
23.0,7.277777777777778
23.0,7.794871794871795
23.0,7.916666666666667
23.0,8.428571428571429
23.0,9.904761904761903
23.0,10.166666666666666
23.0,11.452054794520548
23.0,12.476923076923075
23.0,12.75
23.0,13.242424242424242
23.0,13.73015873015873
23.0,14.12162162162162
23.0,14.382978723404255
23.0,14.61904761904762
23.0,14.696428571428571
23.0,14.8
23.0,16.1
23.0,16.285714285714285
23.0,16.544303797468356
23.0,16.76
23.0,17.0
23.0,19.03030303030303
23.0,22.375
23.0,24.03333333333333
23.0,26.15625
23.0,26.43103448275862
23.0,27.76829268292683
23.0,28.227272727272727
23.0,29.24
23.0,32.36923076923077
23.0,33.5
23.0,33.88333333333333
23.0,35.361702127659576
23.0,36.44303797468354
23.0,38.68571428571428
24.0,0.0
24.0,1.0
24.0,1.0
24.0,1.125
24.0,1.3333333333333333
24.0,1.5
24.0,2.0
24.0,2.0
24.0,2.65
24.0,2.75
24.0,2.909090909090909
24.0,3.1666666666666665
24.0,3.238095238095238
24.0,3.5428571428571427
24.0,3.863636363636364
24.0,4.2926829268292686
24.0,4.5
24.0,5.0
24.0,5.05
24.0,5.454545454545454
24.0,5.5
24.0,6.0701754385964914
24.0,6.6875
24.0,7.0
24.0,7.032258064516129
24.0,7.69090909090909
24.0,7.913043478260869
24.0,8.272727272727273
24.0,8.458333333333334
24.0,8.65
24.0,8.7
24.0,9.136363636363637
24.0,9.2
24.0,9.23076923076923
24.0,9.551724137931034
24.0,9.63888888888889
24.0,9.894736842105264
24.0,10.181818181818182
24.0,10.677966101694915
24.0,10.744186046511627
24.0,11.6
24.0,11.77777777777778
24.0,11.838235294117649
24.0,11.972972972972974
24.0,12.363636363636363
24.0,12.602564102564102
24.0,13.03125
24.0,13.272727272727272
24.0,13.4
24.0,13.73076923076923
24.0,14.1
24.0,14.13888888888889
24.0,14.285714285714286
24.0,14.30379746835443
24.0,15.196969696969695
24.0,15.439024390243905
24.0,15.477272727272728
24.0,15.607142857142858
24.0,15.65625
24.0,15.785714285714286
24.0,16.20967741935484
24.0,17.468354430379748
24.0,18.923076923076923
24.0,20.0
24.0,20.444444444444443
24.0,21.0
24.0,21.28070175438597
24.0,21.42105263157895
24.0,21.923076923076923
24.0,23.4
24.0,23.5625
24.0,23.72151898734177
24.0,25.17567567567568
24.0,26.83333333333333
24.0,31.408450704225352
24.0,32.17391304347826
24.0,35.53846153846154
24.0,36.2
25.0,0.5
25.0,0.8333333333333334
25.0,1.0
25.0,1.6153846153846154
25.0,2.5294117647058822
25.0,3.0
25.0,3.5
25.0,4.0
25.0,4.125
25.0,4.24
25.0,4.588235294117647
25.0,5.0
25.0,5.307692307692308
25.0,5.675675675675675
25.0,5.684210526315789
25.0,6.2745098039215685
25.0,6.333333333333333
25.0,6.486486486486487
25.0,6.787878787878788
25.0,6.9
25.0,6.96
25.0,7.714285714285714
25.0,9.307692307692308
25.0,9.85483870967742
25.0,10.285714285714286
25.0,10.307692307692308
25.0,10.666666666666666
25.0,11.32876712328767
25.0,12.090909090909092
25.0,12.611940298507465
25.0,12.75438596491228
25.0,12.785714285714286
25.0,12.976190476190476
25.0,13.0
25.0,13.375
25.0,13.516129032258064
25.0,13.8875
25.0,13.947368421052632
25.0,14.130434782608695
25.0,14.72972972972973
25.0,14.91044776119403
25.0,15.15625
25.0,16.265625
25.0,16.814285714285713
25.0,16.84
25.0,17.285714285714285
25.0,17.511111111111113
25.0,18.04615384615385
25.0,19.07792207792208
25.0,20.05128205128205
25.0,20.15217391304348
25.0,21.32
25.0,22.7625
25.0,27.2972972972973
25.0,29.026666666666667
25.0,29.660377358490567
25.0,30.513513513513512
25.0,31.03448275862069
25.0,31.83561643835617
25.0,32.32
25.0,33.12987012987013
26.0,1.9090909090909087
26.0,1.947368421052632
26.0,2.0
26.0,2.606060606060606
26.0,4.25
26.0,4.3
26.0,5.128205128205129
26.0,6.0
26.0,6.0
26.0,6.113207547169812
26.0,6.53125
26.0,7.411764705882353
26.0,7.612903225806452
26.0,8.45945945945946
26.0,8.644444444444444
26.0,8.666666666666666
26.0,9.1
26.0,9.333333333333334
26.0,9.4
26.0,9.607142857142858
26.0,9.774193548387096
26.0,10.37704918032787
26.0,10.72222222222222
26.0,10.87878787878788
26.0,11.379310344827584
26.0,11.5
26.0,11.625
26.0,13.444444444444445
26.0,13.883333333333333
26.0,14.567567567567568
26.0,15.04054054054054
26.0,15.195121951219512
26.0,15.420289855072465
26.0,15.81967213114754
26.0,16.816901408450704
26.0,17.5
26.0,17.789473684210527
26.0,17.95
26.0,18.0
26.0,18.529411764705884
26.0,21.01428571428572
26.0,21.54385964912281
26.0,23.603174603174605
26.0,24.80701754385965
26.0,25.484848484848484
26.0,25.65714285714286
26.0,26.175
26.0,26.558823529411764
26.0,35.5921052631579
26.0,42.62
26.0,44.39473684210526
27.0,0.5
27.0,5.0
27.0,6.941176470588236
27.0,7.25
27.0,7.5
27.0,8.214285714285714
27.0,8.384615384615385
27.0,9.31578947368421
27.0,10.03125
27.0,10.0625
27.0,11.04255319148936
27.0,11.142857142857142
27.0,11.696969696969695
27.0,11.859154929577464
27.0,12.5625
27.0,12.833333333333334
27.0,13.014084507042254
27.0,13.235294117647058
27.0,14.2
27.0,14.942857142857145
27.0,16.265822784810126
27.0,16.333333333333332
27.0,17.428571428571427
27.0,18.105263157894736
27.0,18.242857142857144
27.0,19.91525423728813
27.0,20.565217391304348
27.0,21.6375
27.0,22.171875
27.0,25.6
27.0,25.75609756097561
27.0,25.96491228070176
27.0,26.04054054054054
27.0,27.103896103896105
27.0,28.525
27.0,29.46575342465753
27.0,29.7536231884058
27.0,30.61111111111111
27.0,30.96875
27.0,31.871794871794872
27.0,33.725806451612904
27.0,40.15277777777778
28.0,1.8888888888888888
28.0,2.0
28.0,2.0
28.0,2.0
28.0,3.764705882352941
28.0,4.538461538461538
28.0,4.897435897435898
28.0,6.666666666666667
28.0,7.54
28.0,7.967741935483871
28.0,8.483870967741936
28.0,8.947368421052632
28.0,9.344262295081966
28.0,10.829268292682928
28.0,10.851063829787234
28.0,11.610169491525424
28.0,12.067567567567568
28.0,12.473684210526317
28.0,12.71641791044776
28.0,13.0
28.0,14.46341463414634
28.0,14.529411764705882
28.0,14.733333333333333
28.0,14.935064935064934
28.0,15.203125
28.0,18.766666666666666
28.0,18.82258064516129
28.0,20.536585365853657
28.0,24.32926829268293
28.0,26.04255319148936
28.0,30.29032258064516
28.0,31.13432835820896
28.0,31.46031746031746
28.0,32.275
28.0,32.95774647887324
28.0,34.707692307692305
28.0,34.93333333333333
29.0,2.2222222222222223
29.0,2.25
29.0,3.9130434782608696
29.0,6.583333333333333
29.0,6.980769230769231
29.0,7.0
29.0,7.239130434782608
29.0,8.952380952380953
29.0,9.34722222222222
29.0,9.533333333333331
29.0,11.352112676056338
29.0,12.666666666666666
29.0,12.736842105263158
29.0,12.8
29.0,13.660377358490566
29.0,14.0
29.0,14.244444444444444
29.0,14.723076923076922
29.0,15.765625
29.0,16.6
29.0,17.77777777777778
29.0,18.65714285714286
29.0,19.41333333333333
29.0,20.03448275862069
29.0,21.46153846153846
29.0,22.01960784313725
29.0,23.73333333333333
29.0,24.68055555555556
29.0,26.140350877192983
29.0,27.28070175438597
29.0,29.285714285714285
29.0,37.2
29.0,39.30555555555556
30.0,5.416666666666667
30.0,11.25
30.0,11.420289855072465
30.0,18.49019607843137
30.0,18.875
30.0,24.46938775510204
30.0,25.266666666666666
30.0,25.93421052631579
30.0,28.47826086956522
30.0,28.948051948051948
30.0,29.87837837837838
31.0,7.125
31.0,7.625
31.0,10.073529411764708
31.0,10.586206896551724
31.0,12.19672131147541
31.0,12.75
31.0,13.72972972972973
31.0,13.8375
31.0,14.037037037037036
31.0,14.117647058823527
31.0,14.838709677419354
31.0,15.135135135135137
31.0,15.975
31.0,16.515625
31.0,19.25454545454545
31.0,20.24
31.0,20.48936170212766
31.0,23.83333333333333
31.0,30.56410256410257
31.0,34.8421052631579
32.0,4.15686274509804
32.0,4.4
32.0,4.717391304347826
32.0,9.53658536585366
32.0,11.258064516129032
32.0,12.321428571428571
32.0,13.623376623376624
32.0,14.265822784810126
32.0,14.46031746031746
32.0,15.041666666666666
32.0,15.58
32.0,15.98780487804878
32.0,16.037037037037038
32.0,16.36
32.0,17.911392405063292
32.0,19.75
32.0,22.493150684931507
32.0,23.79245283018868
32.0,26.58333333333333
32.0,40.94117647058823
33.0,4.190476190476191
33.0,5.6
33.0,6.7
33.0,7.176470588235294
33.0,7.325
33.0,10.5
33.0,11.040816326530612
33.0,14.896103896103895
33.0,15.936708860759492
33.0,17.804878048780488
33.0,19.2972972972973
33.0,19.71604938271605
33.0,21.89189189189189
33.0,25.68055555555556
33.0,28.321428571428573
33.0,33.66
34.0,5.333333333333333
34.0,5.65
34.0,8.076923076923077
34.0,9.102941176470589
34.0,15.772727272727272
34.0,30.67567567567568
34.0,31.972602739726028
34.0,35.293103448275865
