Rank,Player,Team,AGE,RAPM_offense,RAPM_defense,USG_percent,PLUS_MINUS_value,Attendance,Performance,Athletic_Score
238,Jusuf Nurkić,UTA,30.0,-1.0,-1.3,0.202,-184.0,62.2,18.49019607843137,0.45045188192121083
239,Zach Collins,CHI,27.0,-1.1,-0.2,0.166,-29.0,78.05,12.5625,0.449734425846331
240,Aaron Nesmith,IND,25.0,0.8,0.2,0.171,198.0,54.88,17.511111111111113,0.44781272883371354
241,Dereck Lively II,DAL,21.0,2.3,-1.3,0.132,121.0,43.9,19.55555555555556,0.4474099994230555
242,Trayce Jackson-Davis,GSW,25.0,-0.7,0.5,0.164,-61.0,75.61,13.516129032258064,0.44659793539294934
243,Brandon Ingram,TOR,27.0,0.5,-0.4,0.305,-128.0,21.95,30.61111111111111,0.4463185961510554
244,Thomas Bryant,CLE,27.0,-1.0,0.5,0.162,-37.0,80.49,11.696969696969695,0.44594287769220575
245,Max Strus,CLE,29.0,-0.4,-0.3,0.143,221.0,60.98,16.6,0.4448621437264498
246,Corey Kispert,ATL,26.0,-0.5,1.4,0.169,-274.0,74.39,15.81967213114754,0.44399804204238535
247,Jared Butler,PHI,24.0,-1.1,0.7,0.222,-131.0,73.17,14.1,0.4434629003631339
248,Gary Payton II,GSW,32.0,-0.4,-0.0,0.156,45.0,75.61,11.258064516129032,0.44265956683508095
249,Jaylin Williams,OKC,23.0,0.2,-1.9,0.141,302.0,57.32,14.382978723404255,0.4418201204948503
250,Deandre Ayton,LAL,26.0,-1.3,1.1,0.197,-162.0,48.78,26.175,0.44166566929973017
251,Ziaire Williams,BKN,23.0,-1.9,0.8,0.179,-330.0,76.83,16.285714285714285,0.4403689047163376
252,Julian Strawther,DEN,23.0,-1.7,0.7,0.173,-71.0,79.27,12.476923076923075,0.43749401030822993
253,Patrick Williams,CHI,23.0,-2.3,0.2,0.165,-182.0,76.83,14.61904761904762,0.43370531442671145
254,Jarace Walker,IND,21.0,-3.5,0.8,0.165,-146.0,91.46,10.68,0.4331750986570478
255,Nikola Jović,MIA,22.0,-0.4,-0.9,0.178,-20.0,56.1,17.304347826086957,0.43260105673713656
256,Josh Green,CHA,24.0,-0.7,0.4,0.115,-364.0,82.93,11.838235294117649,0.4324145209694962
257,Nick Richards,PHX,27.0,-1.2,2.2,0.169,-235.0,69.51,18.105263157894736,0.43236207923233766
258,Javonte Green,DET,31.0,-1.4,-1.2,0.113,-212.0,82.93,10.073529411764708,0.43124139212724666
259,Jerami Grant,POR,31.0,-1.1,0.7,0.192,-202.0,57.32,20.48936170212766,0.43036721151491214
260,Dalen Terry,CHI,22.0,-1.7,-0.3,0.142,-172.0,89.02,7.575342465753424,0.42929562989272085
261,Oso Ighodaro,PHX,22.0,-0.1,-1.8,0.103,-21.0,74.39,9.278688524590164,0.4290801696555868
262,Isaac Okoro,CHI,24.0,0.7,0.0,0.124,253.0,67.07,10.181818181818182,0.42837669897311137
263,Talen Horton-Tucker,CHI,24.0,0.3,0.6,0.208,19.0,70.73,9.551724137931034,0.42816232702784174
264,Johnny Juzang,MIN,24.0,-1.2,0.8,0.174,-357.0,78.05,13.03125,0.42771411133484166
265,Kris Murray,POR,24.0,-1.7,-0.9,0.133,-50.0,84.15,7.913043478260869,0.42631778924814406
266,Jabari Walker,PHI,22.0,0.1,0.1,0.156,15.0,73.17,9.433333333333334,0.4263030870035578
267,Seth Curry,GSW,34.0,-1.5,-0.1,0.151,-171.0,82.93,9.102941176470589,0.42408468418208745
268,Jeremiah Robinson-Earl,DAL,24.0,-0.5,2.4,0.14,-331.0,80.49,12.363636363636363,0.42245399029975955
269,Jaxson Hayes,LAL,25.0,-1.3,-0.2,0.12,87.0,68.29,13.375,0.4209617270641065
270,Aaron Holiday,HOU,28.0,-1.2,-0.9,0.162,88.0,75.61,7.967741935483871,0.4197408699802414
271,Cam Whitmore,WAS,20.0,-0.1,1.5,0.231,-1.0,62.2,13.235294117647058,0.4191688372460137
272,Ryan Rollins,MIL,22.0,-0.6,-0.4,0.179,83.0,68.29,10.125,0.41909931944765866
273,Khris Middleton,WAS,33.0,0.2,0.6,0.208,39.0,45.12,19.2972972972973,0.4179488459634889
274,Kyle Anderson,UTA,31.0,-2.8,-0.7,0.152,-22.0,74.39,12.19672131147541,0.4161165991875882
275,Jaden Ivey,DET,23.0,-0.5,1.1,0.256,-62.0,36.59,24.03333333333333,0.4157131192811704
276,Ayo Dosunmu,CHI,25.0,-0.9,1.4,0.163,-234.0,56.1,20.15217391304348,0.41444355268519634
277,Ben Sheppard,IND,23.0,-0.6,0.8,0.108,-59.0,76.83,9.904761904761903,0.41385418674073
278,Jonathan Mogbo,TOR,23.0,-2.8,0.3,0.145,-241.0,76.83,13.73015873015873,0.4135149757917072
279,Vít Krejčí,ATL,25.0,-1.1,0.2,0.131,-66.0,69.51,12.75438596491228,0.41348271266933007
280,Gui Santos,GSW,23.0,-0.2,-1.2,0.126,165.0,68.29,8.428571428571429,0.4130636508736277
281,Jordan Clarkson,NYK,33.0,-1.5,0.6,0.269,-204.0,45.12,21.89189189189189,0.41256845955390586
282,Jay Huff,IND,27.0,-3.9,-1.1,0.194,25.0,78.05,10.0625,0.4117679518622351
283,Ben Simmons,LAC,28.0,-0.6,0.1,0.133,-56.0,62.2,14.529411764705882,0.41152964561502947
284,Jaden Hardy,DAL,22.0,-1.7,0.5,0.244,-65.0,69.51,10.824561403508772,0.4108792140918545
285,Marcus Sasser,DET,24.0,-1.0,0.3,0.187,41.0,69.51,9.894736842105264,0.41005859859728255
286,Tyrese Martin,BKN,26.0,-2.1,1.3,0.179,-258.0,73.17,13.883333333333333,0.40996940485825784
287,Trendon Watford,PHI,24.0,-0.6,-0.0,0.226,-65.0,53.66,15.477272727272728,0.4093382383497395
288,Precious Achiuwa,SAC,25.0,-2.3,0.5,0.143,-48.0,69.51,13.947368421052632,0.40763613412698024
289,Jordan Hawkins,NOP,23.0,-1.5,1.6,0.204,-317.0,68.29,14.696428571428571,0.4073867410322736
290,Adem Bona,PHI,22.0,-1.0,-0.1,0.135,-112.0,70.73,11.086206896551724,0.4072560281661531
291,Andre Jackson Jr.,MIL,23.0,-1.3,0.9,0.115,-33.0,81.71,7.238805970149253,0.4032204762312478
292,Tre Jones,CHI,25.0,0.1,0.0,0.136,-31.0,56.1,14.130434782608695,0.4015622754570973
293,Jamison Battle,TOR,24.0,-1.2,0.4,0.147,-183.0,71.95,10.677966101694915,0.40014255583354763
294,Cody Martin,IND,29.0,-2.2,-1.0,0.142,-105.0,64.63,13.660377358490566,0.3999573199446009
295,Kelly Olynyk,SAS,34.0,-0.8,0.5,0.185,-58.0,53.66,15.772727272727272,0.39798704375897265
296,Pelle Larsson,MIA,24.0,0.4,-0.0,0.141,10.0,67.07,7.69090909090909,0.3969284436416004
297,Moritz Wagner,ORL,28.0,0.2,0.3,0.254,-17.0,36.59,18.766666666666666,0.3957422839037064
298,Tidjane Salaün,CHA,19.0,-2.2,-0.3,0.15,-321.0,73.17,11.533333333333331,0.39553366241009863
299,Nick Smith Jr.,LAL,21.0,-2.8,1.6,0.205,-398.0,73.17,13.416666666666666,0.3927000251944766
300,Ja'Kobe Walter,TOR,20.0,-2.0,0.9,0.179,-83.0,63.41,13.326923076923077,0.3900588137970238
301,Alec Burks,MIA,33.0,-0.7,0.5,0.16,110.0,59.76,11.040816326530612,0.389359516889084
302,Blake Wesley,POR,22.0,-0.5,0.4,0.165,-9.0,70.73,6.568965517241379,0.38925216624234726
303,Drew Eubanks,SAC,28.0,-2.3,0.3,0.149,-126.0,74.39,9.344262295081966,0.38862887212162334
304,Noah Clowney,BKN,20.0,-0.3,0.6,0.185,-261.0,56.1,13.91304347826087,0.38684528995497935
305,Quinten Post,GSW,25.0,-0.8,-0.5,0.197,43.0,51.22,12.976190476190476,0.38618300881491646
306,Jett Howard,ORL,21.0,-0.8,0.8,0.181,-86.0,73.17,6.15,0.38569516973434786
307,Marcus Smart,LAL,31.0,0.4,-1.1,0.198,42.0,41.46,14.117647058823527,0.3841020896426988
308,Reed Sheppard,HOU,21.0,0.2,0.2,0.171,-50.0,63.41,7.634615384615385,0.383509721139302
309,Paul Reed,DET,26.0,0.5,-0.9,0.179,43.0,54.88,8.644444444444444,0.3831239465482546
310,DeAndre Jordan,NOP,36.0,-1.9,0.1,0.126,-47.0,68.29,9.803571428571429,0.37984536807239194
311,Shake Milton,LAL,28.0,-1.9,0.2,0.162,-118.0,69.51,8.947368421052632,0.37952784407230855
312,Ajay Mitchell,OKC,23.0,0.3,-3.4,0.159,127.0,43.9,10.166666666666666,0.3774639309057197
313,Dwight Powell,DAL,33.0,0.7,-0.6,0.073,-14.0,67.07,5.6,0.37680124402665516
314,Landry Shamet,NYK,28.0,-0.3,-0.3,0.143,88.0,60.98,7.54,0.37530369894982546
315,Josh Okogie,HOU,26.0,-0.0,-0.6,0.185,-13.0,48.78,11.625,0.3748164406569236
316,Orlando Robinson,ORL,24.0,-1.1,0.5,0.177,-87.0,53.66,13.272727272727272,0.3736176453857203
317,Caleb Houstan,ATL,22.0,-0.7,0.3,0.115,-66.0,70.73,6.275862068965517,0.37314475992252116
318,Svi Mykhailiuk,UTA,28.0,0.6,0.2,0.198,-106.0,46.34,12.473684210526317,0.3721187517941479
319,Lindy Waters III,SAS,27.0,-1.0,0.3,0.145,13.0,63.41,8.384615384615385,0.3715679253552589
320,Malcolm Brogdon,WAS,32.0,0.1,-0.0,0.231,-121.0,29.27,19.75,0.3713226238887302
321,Lonzo Ball,CLE,27.0,-1.2,-1.5,0.152,100.0,42.68,14.942857142857145,0.3712105951653278
322,Jared McCain,PHI,21.0,-0.4,-0.6,0.243,-27.0,28.05,19.39130434782609,0.3706415071727803
323,Jalen Pickett,DEN,25.0,-0.6,-0.8,0.13,52.0,59.76,7.714285714285714,0.36842576274946964
324,Karlo Matković,NOP,24.0,-1.5,-0.0,0.155,-89.0,51.22,14.285714285714286,0.36783920771520673
325,Garrison Mathews,IND,28.0,-1.0,0.3,0.153,-60.0,57.32,10.851063829787234,0.3676899803356221
326,Cory Joseph,ORL,33.0,0.3,0.4,0.126,35.0,60.98,6.7,0.3656813666618435
327,Jae'Sean Tate,HOU,29.0,-1.5,-1.1,0.126,51.0,63.41,6.980769230769231,0.36457894513731265
328,Caleb Martin,DAL,29.0,-2.6,-0.4,0.143,-155.0,54.88,14.244444444444444,0.3620827574480382
329,Jaylon Tyson,CLE,22.0,0.4,0.0,0.164,-2.0,57.32,6.319148936170213,0.3610222016688806
330,Andre Drummond,PHI,31.0,-1.7,0.7,0.183,-245.0,48.78,15.975,0.3609983743423893
331,Collin Gillespie,PHX,26.0,1.4,-0.9,0.17,-29.0,40.24,10.87878787878788,0.3597383206369343
332,Mouhamed Gueye,ATL,22.0,-0.0,-1.2,0.155,87.0,40.24,12.393939393939394,0.35857623374783365
333,Craig Porter Jr.,CLE,25.0,-0.1,0.9,0.155,-45.0,62.2,6.2745098039215685,0.3585464269936132
334,Jordan Walsh,BOS,21.0,1.2,0.3,0.11,25.0,63.41,3.3846153846153846,0.3584955302055098
335,Dillon Jones,OKC,23.0,-1.7,-0.3,0.131,75.0,65.85,5.666666666666667,0.3565059454397093
336,Justin Edwards,PHI,21.0,-0.7,3.8,0.165,-280.0,53.66,15.318181818181818,0.3553405668189219
337,Luka Garza,BOS,26.0,1.6,-0.3,0.241,1.0,47.56,5.128205128205129,0.3544666575419412
338,Herbert Jones,NOP,26.0,0.3,-2.4,0.146,-20.0,24.39,17.95,0.3543485355024203
339,Rob Dillingham,MIN,20.0,-2.1,0.0,0.215,19.0,59.76,6.836734693877551,0.3510859572295219
340,Jock Landale,MEM,29.0,0.6,1.2,0.148,-25.0,51.22,8.952380952380953,0.3500948310244198
341,Zeke Nnaji,DEN,24.0,-2.5,0.1,0.119,-23.0,69.51,6.0701754385964914,0.3498641368031477
342,Bruce Brown,DEN,28.0,-1.4,1.6,0.169,-226.0,50.0,14.46341463414634,0.3496025178088847
343,Richaun Holmes,WAS,31.0,-0.1,-0.0,0.143,-36.0,37.8,14.838709677419354,0.34900128150392384
344,Antonio Reeves,CHA,24.0,-0.3,1.0,0.183,-150.0,53.66,9.136363636363637,0.34857695315491477
345,KJ Martin,UTA,24.0,-0.3,0.4,0.112,-142.0,52.44,10.744186046511627,0.34807278480325454
346,DaQuan Jeffries,CHA,27.0,-0.8,1.5,0.136,-276.0,57.32,11.04255319148936,0.34755502825155254
347,Brandon Williams,DAL,25.0,-0.3,0.5,0.218,10.0,40.24,12.090909090909092,0.34716872379413805
348,Bol Bol,PHX,25.0,-0.3,-0.0,0.204,-37.0,43.9,10.666666666666666,0.3470158523280836
349,Jeff Dowtin Jr.,PHI,28.0,-1.1,0.7,0.176,-103.0,50.0,10.829268292682928,0.34271149445436816
350,Jordan McLaughlin,SAS,29.0,0.2,-0.6,0.134,57.0,56.1,3.9130434782608696,0.34015409716940825
351,Johnny Furphy,IND,20.0,-0.5,0.1,0.118,22.0,60.98,4.2,0.33814567189106143
352,Josh Minott,BOS,22.0,-0.0,-0.1,0.16,-16.0,56.1,4.3478260869565215,0.3376737260681679
353,Malaki Branham,WAS,22.0,-1.8,1.0,0.233,-33.0,57.32,6.446808510638298,0.33757240015532985
354,Jarred Vanderbilt,LAL,26.0,-0.4,-0.4,0.116,35.0,43.9,10.72222222222222,0.33698187006904723
355,Tristan Vukcevic,WAS,22.0,-2.4,1.0,0.252,-125.0,42.68,14.028571428571428,0.3368028599542674
356,Vince Williams Jr.,MEM,24.0,0.8,-0.8,0.166,6.0,32.93,11.77777777777778,0.33653049331504525
357,Olivier-Maxence Prosper,MEM,22.0,-2.9,0.5,0.158,-104.0,63.41,7.403846153846154,0.33519160208344284
358,Eric Gordon,PHI,36.0,-0.5,0.3,0.14,-72.0,47.56,9.923076923076923,0.33457476555725874
359,Gary Harris,MIL,30.0,-0.9,-0.1,0.09,86.0,58.54,5.416666666666667,0.3340486904493148
360,Duop Reath,POR,29.0,-1.0,1.1,0.162,-55.0,56.1,7.0,0.33283802361934645
361,Kai Jones,DAL,24.0,-0.8,0.1,0.128,-21.0,48.78,9.2,0.33155875365704446
362,Jordan Goodwin,PHX,26.0,0.2,-1.4,0.134,-11.0,35.37,11.379310344827584,0.33136926252689336
363,John Konchar,MEM,29.0,-1.9,-1.2,0.077,58.0,56.1,7.239130434782608,0.3311305751498829
364,Daniel Theis,NOP,33.0,-0.4,0.4,0.111,-61.0,46.34,10.5,0.3306819680039773
365,Pat Connaughton,CHA,32.0,-1.5,0.5,0.151,-13.0,50.0,9.53658536585366,0.3304601612172316
366,Tosan Evbuomwan,NYK,24.0,-1.7,-0.2,0.183,-66.0,34.15,15.607142857142858,0.33023328906992566
367,A.J. Lawson,TOR,24.0,-0.0,0.7,0.189,-17.0,31.71,13.73076923076923,0.32804105449178267
368,Anthony Gill,WAS,32.0,-1.6,-0.4,0.124,-73.0,62.2,4.15686274509804,0.327371381622611
369,De'Anthony Melton,GSW,27.0,2.5,-1.2,0.223,27.0,7.32,16.333333333333332,0.326139298069039
370,Devin Carter,SAC,23.0,-0.3,-0.5,0.169,43.0,43.9,7.277777777777778,0.32499248470575026
371,Micah Potter,IND,27.0,0.0,0.4,0.102,-104.0,46.34,9.31578947368421,0.3234176769667957
372,Jaylen Clark,MIN,23.0,-0.9,-0.8,0.115,44.0,48.78,6.8,0.3214355892785579
373,Lonnie Walker IV,PHI,26.0,-0.7,0.8,0.214,-142.0,24.39,17.5,0.3202176547985692
374,Jevon Carter,CHI,29.0,-0.4,0.1,0.2,37.0,43.9,6.583333333333333,0.31968670976564323
375,Jericho Sims,MIL,26.0,-3.4,0.1,0.074,25.0,64.63,6.113207547169812,0.31826242002111826
376,Kevin Love,UTA,36.0,1.5,1.1,0.23,-25.0,28.05,10.565217391304348,0.3176140248856464
377,Rayan Rupert,POR,21.0,-2.8,0.5,0.156,-86.0,63.41,4.615384615384615,0.31751819435332196
378,Dominick Barlow,PHI,22.0,0.0,0.0,0.141,-2.0,42.68,7.771428571428571,0.3171360853314568
379,Marvin Bagley III,WAS,26.0,0.2,-0.2,0.2,-10.0,37.8,7.612903225806452,0.3154906473201977
380,KJ Simpson,CHA,22.0,-2.3,1.4,0.188,-278.0,43.9,13.52777777777778,0.3151607489281667
381,Grant Williams,CHA,26.0,-0.3,0.1,0.146,10.0,19.51,18.0,0.3149793690058834
382,Ousmane Dieng,OKC,22.0,-1.2,-0.8,0.152,45.0,45.12,7.027027027027027,0.3148755102891577
383,Colby Jones,DET,23.0,-0.7,0.3,0.138,-112.0,47.56,7.794871794871795,0.31457054551286173
384,Jaden Springer,UTA,22.0,-0.8,0.1,0.139,-32.0,52.44,4.930232558139535,0.3142325736473785
385,Delon Wright,NYK,33.0,-1.7,-1.0,0.111,1.0,48.78,7.325,0.3134479291204828
386,GG Jackson,MEM,20.0,-0.3,1.4,0.219,-68.0,35.37,10.89655172413793,0.3130077223404299
387,Tyler Kolek,NYK,24.0,-0.9,-0.9,0.152,-1.0,50.0,4.2926829268292686,0.3126558429201243
388,Hunter Tyson,DEN,25.0,-3.3,-0.4,0.146,-98.0,62.2,4.588235294117647,0.31161784107167007
389,Quenton Jackson,IND,26.0,-0.6,-1.1,0.167,-1.0,34.15,9.607142857142858,0.30944943682837417
390,Jordan Miller,LAC,25.0,-0.6,0.2,0.175,-63.0,45.12,6.486486486486487,0.3094062098767358
391,Tre Mann,CHA,24.0,-0.7,1.6,0.25,-55.0,15.85,18.923076923076923,0.30938447236637073
392,Oscar Tshiebwe,UTA,25.0,0.3,0.2,0.144,-11.0,17.07,17.285714285714285,0.3077976932509801
393,Cody Williams,UTA,20.0,-2.4,1.9,0.122,-339.0,60.98,7.94,0.307788288952499
394,Pat Spencer,GSW,28.0,-1.4,-0.2,0.204,-17.0,47.56,4.897435897435898,0.30649310002743296
395,Kessler Edwards,DAL,24.0,-0.9,1.4,0.11,-158.0,48.78,8.7,0.3061813449532502
396,Branden Carlson,OKC,26.0,0.0,0.2,0.185,41.0,39.02,6.53125,0.3061454191065559
397,Danté Exum,DAL,29.0,0.0,-0.3,0.193,-48.0,24.39,12.8,0.30568664752730607
398,Charles Bassey,MEM,24.0,-1.8,0.6,0.164,-129.0,43.9,9.63888888888889,0.3039955637131856
399,Larry Nance Jr.,CLE,32.0,-2.0,-0.3,0.155,-95.0,29.27,15.041666666666666,0.30158250343999565
400,Bones Hyland,MIN,24.0,-0.7,-0.8,0.274,-31.0,29.27,8.458333333333334,0.3008940197169614
401,Jamal Cain,ORL,26.0,-1.3,1.3,0.167,-132.0,45.12,8.45945945945946,0.30086973705516035
402,Drew Timme,LAL,24.0,-1.2,0.3,0.205,-66.0,10.98,20.444444444444443,0.29979955557148036
403,Mo Bamba,TOR,27.0,-1.7,-0.0,0.15,-75.0,39.02,10.03125,0.2979902856824277
404,AJ Johnson,WAS,20.0,-1.6,0.3,0.173,-152.0,35.37,11.551724137931034,0.2964746028489394
405,Robert Williams III,POR,27.0,-0.6,-0.3,0.12,-17.0,24.39,14.2,0.29625966528379144
406,Christian Koloko,ATL,25.0,-1.2,-1.1,0.104,-7.0,45.12,5.675675675675675,0.2960185475063946
407,Keaton Wallace,ATL,26.0,-2.3,-0.6,0.164,-19.0,37.8,9.774193548387096,0.29504548415517334
408,Cam Spencer,MEM,25.0,1.2,-0.1,0.148,40.0,30.49,6.96,0.29360571494649784
409,Doug McDermott,SAC,33.0,-1.1,1.9,0.15,27.0,51.22,4.190476190476191,0.29319630506213795
410,Kyle Lowry,PHI,39.0,-2.2,-0.6,0.1,-71.0,42.68,9.257142857142858,0.29304262146299404
411,Jared Rhoden,TOR,25.0,0.7,0.2,0.183,64.0,17.07,12.785714285714286,0.2925405388509852
412,Alex Len,LAL,32.0,-2.0,0.5,0.101,-153.0,56.1,4.717391304347826,0.2921999343130964
413,Isaac Jones,DET,24.0,-1.5,0.6,0.152,-64.0,48.78,5.05,0.29189850599293055
414,Mitchell Robinson,NYK,27.0,0.4,-0.4,0.109,23.0,20.73,13.235294117647058,0.2918337111601944
415,Maxi Kleber,LAL,33.0,-0.7,-0.3,0.085,-17.0,41.46,7.176470588235294,0.2915819329724498
416,David Roddy,HOU,24.0,-1.3,0.7,0.159,-76.0,40.24,8.272727272727273,0.29075130068612554
417,Bismack Biyombo,SAS,32.0,-1.3,1.1,0.124,-100.0,34.15,12.321428571428571,0.28975699187598436
418,Adam Flagler,OKC,25.0,-1.5,-0.5,0.207,7.0,45.12,3.0,0.28858506174740195
419,MarJon Beauchamp,NYK,24.0,-1.3,-0.2,0.222,9.0,42.68,3.5428571428571427,0.2880405847579476
420,Trevelin Queen,ORL,28.0,-1.5,0.3,0.176,-86.0,37.8,8.483870967741936,0.28782556793574304
421,Trey Jemison III,NYK,25.0,-1.6,0.3,0.121,-18.0,46.34,5.684210526315789,0.2867191659189851
422,Tolu Smith,DET,24.0,-0.4,-0.4,0.2,7.0,1.22,20.0,0.28526157342406905
423,Matisse Thybulle,POR,28.0,-1.2,-1.0,0.135,1.0,18.29,14.733333333333333,0.2827762817687337
424,Baylor Scheierman,BOS,24.0,-1.5,-0.3,0.143,29.0,37.8,7.032258064516129,0.28242561683796275
425,Terrence Shannon Jr.,MIN,24.0,-1.2,1.1,0.166,11.0,39.02,6.6875,0.2801929075352825
426,Wendell Moore Jr.,DET,23.0,-2.4,0.4,0.133,-134.0,43.9,7.916666666666667,0.2799060555562536
427,Tristan Thompson,CLE,34.0,-2.7,-0.0,0.123,-85.0,48.78,5.65,0.2790340026158565
428,Reggie Jackson,PHI,35.0,-1.9,0.2,0.17,-19.0,37.8,7.258064516129032,0.2775102099236006
429,Colin Castleton,TOR,25.0,-1.8,-0.1,0.125,-30.0,31.71,10.307692307692308,0.27493145227417237
430,Jeff Green,HOU,38.0,-1.4,1.7,0.144,-38.0,39.02,7.84375,0.27453727535755335
431,Reece Beekman,BKN,23.0,-1.9,0.1,0.122,-117.0,43.9,5.805555555555555,0.2725865600085404
432,Johnny Davis,WAS,23.0,-1.2,0.4,0.15,-26.0,41.46,4.205882352941177,0.27058095951632616
433,Elfrid Payton,NOP,31.0,-2.6,0.2,0.151,-149.0,29.27,12.75,0.270482066896928
434,Cam Reddish,LAL,25.0,-1.3,0.2,0.084,-91.0,40.24,6.787878787878788,0.26954666144209305
435,Kobe Brown,LAC,25.0,-2.2,1.2,0.134,-53.0,48.78,4.125,0.2693619549947216
436,Taj Gibson,CHA,40.0,-3.4,-0.2,0.132,-124.0,45.12,6.756756756756757,0.2677853907275145
437,Isaiah Wong,CHA,24.0,-1.6,-0.6,0.22,-6.0,24.39,8.65,0.26591683971279395
438,Damion Lee,PHX,32.0,-1.4,0.0,0.269,25.0,30.49,4.4,0.26345754786323766
439,Keion Brooks Jr.,NOP,24.0,-1.6,1.2,0.169,-145.0,17.07,15.785714285714286,0.26301279263513927
440,Lamar Stevens,MEM,27.0,-0.6,-1.1,0.21,67.0,20.73,6.941176470588236,0.2612812128853894
441,Killian Hayes,BKN,23.0,-0.5,0.8,0.145,-24.0,7.32,17.0,0.2608059664204118
442,Patty Mills,LAC,36.0,-1.8,-0.4,0.15,-15.0,35.37,5.448275862068965,0.2597229560317957
443,Tyler Smith,MIL,20.0,-0.2,-0.3,0.205,8.0,28.05,4.130434782608695,0.25883795940273857
444,Marcus Bagley,PHI,23.0,-1.1,0.6,0.128,-84.0,12.2,16.1,0.25697162768460646
445,Maxwell Lewis,BKN,22.0,-2.1,0.4,0.164,-68.0,34.15,6.857142857142857,0.2557117410273416
446,Alex Reese,PHI,26.0,0.4,0.2,0.123,19.0,18.29,9.4,0.25528989739822594
447,Torrey Craig,BOS,34.0,-2.0,0.4,0.139,-49.0,31.71,8.076923076923077,0.25451826401757116
448,Isaiah Jackson,IND,23.0,-0.4,0.2,0.164,10.0,6.1,14.8,0.2527753879521909
449,Markelle Fultz,SAC,27.0,-0.5,-0.4,0.196,5.0,25.61,5.0,0.25262469080768635
450,Drew Peterson,CHA,25.0,-0.3,-0.2,0.121,46.0,30.49,4.24,0.2517497893960495
451,Patrick Baldwin Jr.,LAC,22.0,0.1,-0.2,0.151,29.0,29.27,3.375,0.2515599542232173
452,Xavier Tillman,BOS,26.0,-1.6,-0.2,0.125,-12.0,40.24,2.606060606060606,0.25129555342090926
453,Yuki Kawamura,MEM,24.0,0.7,-0.2,0.167,27.0,26.83,2.909090909090909,0.2512133682535211
454,Dariq Whitehead,BKN,20.0,-0.7,0.6,0.189,-64.0,24.39,7.35,0.2502413476165645
455,Damion Baugh,CHA,24.0,-1.9,1.0,0.186,-169.0,18.29,13.4,0.24954245970726247
456,Lester Quinones,NOP,24.0,-0.6,0.2,0.213,-26.0,15.85,9.23076923076923,0.24804822640702304
457,Nate Williams,HOU,26.0,0.2,0.4,0.212,-24.0,24.39,4.25,0.2477673453119047
458,Jalen Hood-Schifino,PHI,22.0,-0.6,1.2,0.164,-96.0,18.29,10.933333333333334,0.24709950402210898
459,Dru Smith,MIA,27.0,-2.5,-1.9,0.131,38.0,17.07,11.142857142857142,0.24555159388166878
460,Moses Brown,DAL,25.0,-0.9,0.6,0.216,-14.0,15.85,9.307692307692308,0.2429937329875648
461,Oshae Brissett,PHI,27.0,-0.3,0.0,0.154,-31.0,7.32,12.833333333333334,0.24140988950113518
462,Bronny James,LAL,20.0,-1.8,0.4,0.199,-71.0,32.93,3.740740740740741,0.24015576581557097
463,Cole Swider,TOR,26.0,-0.1,-0.2,0.155,54.0,12.2,9.1,0.23903761080098684
464,Nae'Qwan Tomlin,CLE,24.0,-0.9,-0.2,0.23,7.0,6.1,11.6,0.23897556736782427
465,Chuma Okeke,CLE,26.0,-0.7,0.4,0.093,-28.0,10.98,13.444444444444445,0.2378233771278624
466,N'Faly Dante,ATL,23.0,0.3,0.1,0.133,-11.0,4.88,12.75,0.23741750407219436
467,Tony Bradley,IND,27.0,-1.0,0.3,0.182,44.0,17.07,8.214285714285714,0.23700992883599836
468,JT Thor,WAS,22.0,-1.0,-0.2,0.132,-96.0,24.39,6.65,0.23538686933510633
469,Kevin Knox II,GSW,25.0,0.4,0.3,0.202,-3.0,17.07,5.0,0.2332159504989255
470,Dario Šarić,SAC,31.0,-1.0,0.0,0.157,-49.0,19.51,7.625,0.2329337397754855
471,Ron Harper Jr.,BOS,25.0,-0.5,0.1,0.205,-1.0,1.22,13.0,0.2316186748632323
472,Bruno Fernando,TOR,26.0,-1.5,0.5,0.182,-22.0,20.73,7.411764705882353,0.2311548161764549
473,Trey Alexander,NOP,22.0,-0.9,-0.1,0.165,-25.0,29.27,2.208333333333333,0.22961948163814414
474,Garrett Temple,TOR,39.0,-2.5,0.5,0.129,-28.0,34.15,4.357142857142857,0.2281595735743793
475,PJ Hall,CHA,23.0,-0.8,-0.4,0.176,-2.0,23.17,3.210526315789474,0.2247757925506195
476,Elijah Harkless,UTA,25.0,0.2,-0.8,0.12,31.0,12.2,6.9,0.2242467402198486
477,Chris Livingston,CLE,21.0,-1.0,-0.3,0.15,-29.0,25.61,3.2857142857142856,0.22325182017712064
478,Keshad Johnson,MIA,24.0,-0.6,-0.3,0.145,5.0,19.51,5.0,0.2225930994492049
479,Daeqwon Plowden,ATL,26.0,-0.5,-0.4,0.181,29.0,7.32,8.666666666666666,0.22092015125178066
480,Enrique Freeman,IND,24.0,-0.8,0.5,0.109,-19.0,26.83,3.863636363636364,0.22056169021323793
481,Tyson Etienne,BKN,25.0,-0.7,0.5,0.177,-70.0,8.54,10.285714285714286,0.22054011741368734
482,Markieff Morris,LAL,35.0,-1.7,0.4,0.202,-28.0,18.29,6.666666666666667,0.22002912350842616
483,Sidy Cissoko,POR,21.0,-2.0,-1.1,0.156,8.0,26.83,2.727272727272727,0.21961941665045137
